datetime,BTC/USD,SOL/USD
2025-01-23 17:30:00,104043.02,250.33
2025-01-23 17:45:00,104024.94,251.66
2025-01-23 18:00:00,104196.17,252.6
2025-01-23 18:15:00,104359.35,253.66
2025-01-23 18:30:00,104178.08,253.98
2025-01-23 18:45:00,103926.36,253.12
2025-01-23 19:00:00,103831.66,254.76
2025-01-23 19:15:00,103652.98,256.15
2025-01-23 19:30:00,103627.38,254.12
2025-01-23 19:45:00,103444.55,252.72
2025-01-23 20:00:00,103605.84,251.04
2025-01-23 20:15:00,103631.41,252.64
2025-01-23 20:30:00,103366.05,250.79
2025-01-23 20:45:00,103222.43,250.05
2025-01-23 21:00:00,103243.68,249.07
2025-01-23 21:15:00,103370.27,250.16
2025-01-23 21:30:00,103295.42,249.82
2025-01-23 21:45:00,103017.07,248.68
2025-01-23 22:00:00,103213.97,248.96
2025-01-23 22:15:00,103461.45,250.21
2025-01-23 22:30:00,104101.71,253.15
2025-01-23 22:45:00,103895.59,252.2
2025-01-23 23:00:00,103998.02,252.82
2025-01-23 23:15:00,103985.17,251.29
2025-01-23 23:30:00,104412.16,253.04
2025-01-23 23:45:00,104617.35,255.27
2025-01-24 00:00:00,104856.48,258.46
2025-01-24 00:15:00,104873.42,259.43
2025-01-24 00:30:00,104911.68,259.21
2025-01-24 00:45:00,105213.47,261.23
2025-01-24 01:00:00,104910.4,260.48
2025-01-24 01:15:00,104905.73,260.16
2025-01-24 01:30:00,104851.94,261.39
2025-01-24 01:45:00,105000.65,263.57
2025-01-24 02:00:00,104816.34,261.69
2025-01-24 02:15:00,104734.84,261.57
2025-01-24 02:30:00,104836.86,260.19
2025-01-24 02:45:00,105079.32,259.7
2025-01-24 03:00:00,105237.28,261.63
2025-01-24 03:15:00,105551.17,263.77
2025-01-24 03:30:00,105366.38,264.51
2025-01-24 03:45:00,105516.17,264.28
2025-01-24 04:00:00,105501.08,264.16
2025-01-24 04:15:00,105630.06,263.2
2025-01-24 04:30:00,105309.25,263.77
