datetime,SOL/USD:Binance,XRP/USD:Binance
2025-01-01 00:00:00,190.11,2.1229
2025-01-01 00:15:00,190.43,2.1283
2025-01-01 00:30:00,190.38,2.1429
2025-01-01 00:45:00,190.15,2.1358
2025-01-01 01:00:00,189.64,2.1356
2025-01-01 01:15:00,189.95,2.1442
2025-01-01 01:30:00,190.17,2.1366
2025-01-01 01:45:00,190.3,2.1439
2025-01-01 02:00:00,189.91,2.1327
2025-01-01 02:15:00,189.9,2.1387
2025-01-01 02:30:00,190.22,2.1334
2025-01-01 02:45:00,190.06,2.1246
2025-01-01 03:00:00,190.6,2.1319
2025-01-01 03:15:00,189.82,2.1206
2025-01-01 03:30:00,189.92,2.1173
2025-01-01 03:45:00,189.4,2.1103
2025-01-01 04:00:00,188.94,2.1073
2025-01-01 04:15:00,188.49,2.0966
2025-01-01 04:30:00,188.49,2.0977
2025-01-01 04:45:00,189.18,2.1052
2025-01-01 05:00:00,189.74,2.1081
2025-01-01 05:15:00,190.22,2.1099
2025-01-01 05:30:00,190.7,2.1123
2025-01-01 05:45:00,190.24,2.109
2025-01-01 06:00:00,190.55,2.1123
2025-01-01 06:15:00,191.23,2.1312
2025-01-01 06:30:00,191.68,2.1392
2025-01-01 06:45:00,191.36,2.1357
2025-01-01 07:00:00,190.82,2.1397
2025-01-01 07:15:00,191.41,2.1604
2025-01-01 07:30:00,191.22,2.1595
2025-01-01 07:45:00,190.95,2.1679
2025-01-01 08:00:00,190.25,2.176
2025-01-01 08:15:00,189.69,2.17
2025-01-01 08:30:00,189.96,2.1617
2025-01-01 08:45:00,190.25,2.1653
2025-01-01 09:00:00,190.95,2.1806
2025-01-01 09:15:00,189.95,2.1712
2025-01-01 09:30:00,190.14,2.1677
2025-01-01 09:45:00,190.88,2.174
2025-01-01 10:00:00,190.2,2.1662
2025-01-01 10:15:00,190.54,2.1799
2025-01-01 10:30:00,191.51,2.1979
2025-01-01 10:45:00,191.91,2.2283
2025-01-01 11:00:00,191.17,2.2628
2025-01-01 11:15:00,191.1,2.2835
2025-01-01 11:30:00,190.54,2.2535
2025-01-01 11:45:00,190.51,2.2635
2025-01-01 12:00:00,189.73,2.227
2025-01-01 12:15:00,189.85,2.2308
2025-01-01 12:30:00,190.12,2.2497
2025-01-01 12:45:00,190.64,2.2596
2025-01-01 13:00:00,190.35,2.2588
2025-01-01 13:15:00,190.76,2.2754
2025-01-01 13:30:00,191.86,2.3083
2025-01-01 13:45:00,191.68,2.322
2025-01-01 14:00:00,192.42,2.3254
2025-01-01 14:15:00,192.37,2.3019
2025-01-01 14:30:00,192.6,2.3121
2025-01-01 14:45:00,193.1,2.3172
2025-01-01 15:00:00,193.71,2.3119
2025-01-01 15:15:00,193.77,2.3108
2025-01-01 15:30:00,194.2,2.3012
2025-01-01 15:45:00,194.36,2.3068
2025-01-01 16:00:00,194.12,2.3057
2025-01-01 16:15:00,195.07,2.3136
2025-01-01 16:30:00,194.33,2.3179
2025-01-01 16:45:00,194.69,2.3207
2025-01-01 17:00:00,193.97,2.3016
2025-01-01 17:15:00,194.11,2.3119
2025-01-01 17:30:00,194.82,2.3316
2025-01-01 17:45:00,194.53,2.3493
2025-01-01 18:00:00,194.59,2.3378
2025-01-01 18:15:00,194.24,2.3354
2025-01-01 18:30:00,194.24,2.3205
2025-01-01 18:45:00,194.28,2.3328
2025-01-01 19:00:00,194.0,2.3895
2025-01-01 19:15:00,195.17,2.4438
2025-01-01 19:30:00,196.31,2.4313
2025-01-01 19:45:00,196.25,2.3887
2025-01-01 20:00:00,197.83,2.3947
2025-01-01 20:15:00,197.03,2.4004
2025-01-01 20:30:00,197.56,2.4008
2025-01-01 20:45:00,197.71,2.4008
2025-01-01 21:00:00,198.11,2.3982
2025-01-01 21:15:00,198.7,2.4058
2025-01-01 21:30:00,198.74,2.4005
2025-01-01 21:45:00,199.41,2.4054
2025-01-01 22:00:00,198.43,2.4007
2025-01-01 22:15:00,198.65,2.4125
2025-01-01 22:30:00,197.89,2.4159
2025-01-01 22:45:00,198.54,2.4249
2025-01-01 23:00:00,199.89,2.415
2025-01-01 23:15:00,200.13,2.4132
2025-01-01 23:30:00,204.22,2.4132
2025-01-01 23:45:00,204.47,2.4001
2025-01-02 00:00:00,203.72,2.3907
2025-01-02 00:15:00,204.99,2.3939
2025-01-02 00:30:00,205.0,2.3926
2025-01-02 00:45:00,204.62,2.3725
2025-01-02 01:00:00,204.72,2.37
2025-01-02 01:15:00,204.54,2.3479
2025-01-02 01:30:00,205.27,2.3593
2025-01-02 01:45:00,205.36,2.3545
2025-01-02 02:00:00,205.99,2.359
2025-01-02 02:15:00,206.59,2.3508
2025-01-02 02:30:00,206.21,2.3625
2025-01-02 02:45:00,205.91,2.3672
2025-01-02 03:00:00,206.49,2.3773
2025-01-02 03:15:00,206.05,2.3825
2025-01-02 03:30:00,207.05,2.3803
2025-01-02 03:45:00,206.8,2.3788
2025-01-02 04:00:00,206.66,2.3989
2025-01-02 04:15:00,207.84,2.4008
2025-01-02 04:30:00,207.17,2.4094
2025-01-02 04:45:00,207.38,2.4005
2025-01-02 05:00:00,207.1,2.3931
2025-01-02 05:15:00,207.4,2.3882
2025-01-02 05:30:00,206.86,2.3975
2025-01-02 05:45:00,206.98,2.3952
2025-01-02 06:00:00,207.17,2.3968
2025-01-02 06:15:00,207.92,2.4001
2025-01-02 06:30:00,208.66,2.4094
2025-01-02 06:45:00,208.51,2.4035
2025-01-02 07:00:00,209.22,2.403
2025-01-02 07:15:00,208.08,2.4072
2025-01-02 07:30:00,208.48,2.4149
2025-01-02 07:45:00,208.39,2.4071
2025-01-02 08:00:00,208.02,2.4052
2025-01-02 08:15:00,208.29,2.4036
2025-01-02 08:30:00,208.4,2.4014
2025-01-02 08:45:00,208.17,2.3911
2025-01-02 09:00:00,207.92,2.3837
2025-01-02 09:15:00,208.73,2.389
2025-01-02 09:30:00,208.35,2.4093
2025-01-02 09:45:00,208.2,2.4076
2025-01-02 10:00:00,207.76,2.4012
2025-01-02 10:15:00,206.64,2.3904
2025-01-02 10:30:00,206.03,2.3907
2025-01-02 10:45:00,206.77,2.4042
2025-01-02 11:00:00,207.2,2.4089
2025-01-02 11:15:00,208.28,2.4098
2025-01-02 11:30:00,208.78,2.4093
2025-01-02 11:45:00,207.45,2.4189
2025-01-02 12:00:00,208.0,2.432
2025-01-02 12:15:00,207.41,2.4271
2025-01-02 12:30:00,205.88,2.3982
2025-01-02 12:45:00,206.05,2.396
2025-01-02 13:00:00,205.41,2.3972
2025-01-02 13:15:00,205.85,2.4034
2025-01-02 13:30:00,206.47,2.4058
2025-01-02 13:45:00,206.44,2.4072
2025-01-02 14:00:00,207.09,2.4039
2025-01-02 14:15:00,207.75,2.4057
2025-01-02 14:30:00,207.3,2.3981
2025-01-02 14:45:00,206.69,2.3878
2025-01-02 15:00:00,207.3,2.3941
2025-01-02 15:15:00,207.75,2.3867
2025-01-02 15:30:00,207.49,2.3738
2025-01-02 15:45:00,206.82,2.3841
2025-01-02 16:00:00,206.54,2.3765
2025-01-02 16:15:00,206.55,2.3818
2025-01-02 16:30:00,205.6,2.3837
2025-01-02 16:45:00,206.54,2.3865
2025-01-02 17:00:00,205.91,2.3925
2025-01-02 17:15:00,205.97,2.3945
2025-01-02 17:30:00,206.44,2.4051
2025-01-02 17:45:00,206.6,2.4056
2025-01-02 18:00:00,206.81,2.4003
2025-01-02 18:15:00,207.91,2.4024
2025-01-02 18:30:00,208.15,2.4085
2025-01-02 18:45:00,208.31,2.4024
2025-01-02 19:00:00,208.05,2.4124
2025-01-02 19:15:00,207.83,2.4129
2025-01-02 19:30:00,207.2,2.4108
2025-01-02 19:45:00,207.15,2.4112
2025-01-02 20:00:00,205.97,2.3987
2025-01-02 20:15:00,206.58,2.4215
2025-01-02 20:30:00,206.03,2.423
2025-01-02 20:45:00,206.86,2.4231
2025-01-02 21:00:00,207.37,2.4269
2025-01-02 21:15:00,208.09,2.4598
2025-01-02 21:30:00,207.48,2.4431
2025-01-02 21:45:00,206.87,2.4475
2025-01-02 22:00:00,206.78,2.4526
2025-01-02 22:15:00,206.33,2.4574
2025-01-02 22:30:00,207.03,2.4522
2025-01-02 22:45:00,208.05,2.468
2025-01-02 23:00:00,207.7,2.4575
2025-01-02 23:15:00,207.45,2.4498
2025-01-02 23:30:00,207.59,2.4501
2025-01-02 23:45:00,207.72,2.4428
2025-01-03 00:00:00,208.51,2.4406
2025-01-03 00:15:00,208.49,2.4291
2025-01-03 00:30:00,208.81,2.4246
2025-01-03 00:45:00,208.87,2.4301
2025-01-03 01:00:00,209.4,2.4504
2025-01-03 01:15:00,209.53,2.4444
2025-01-03 01:30:00,209.41,2.4479
2025-01-03 01:45:00,207.77,2.4444
2025-01-03 02:00:00,207.58,2.4218
2025-01-03 02:15:00,207.38,2.4136
2025-01-03 02:30:00,208.18,2.4152
2025-01-03 02:45:00,207.95,2.4152
2025-01-03 03:00:00,209.0,2.4209
2025-01-03 03:15:00,209.54,2.413
2025-01-03 03:30:00,209.75,2.4179
2025-01-03 03:45:00,209.36,2.4133
2025-01-03 04:00:00,211.92,2.4204
2025-01-03 04:15:00,211.7,2.4202
2025-01-03 04:30:00,211.03,2.4173
2025-01-03 04:45:00,211.2,2.4204
2025-01-03 05:00:00,210.57,2.415
2025-01-03 05:15:00,211.05,2.4229
2025-01-03 05:30:00,211.07,2.4166
2025-01-03 05:45:00,211.13,2.4106
2025-01-03 06:00:00,211.29,2.4128
2025-01-03 06:15:00,212.36,2.426
2025-01-03 06:30:00,212.91,2.4217
2025-01-03 06:45:00,214.51,2.4087
2025-01-03 07:00:00,214.67,2.4145
2025-01-03 07:15:00,214.25,2.4147
2025-01-03 07:30:00,213.47,2.4109
2025-01-03 07:45:00,213.4,2.4041
2025-01-03 08:00:00,213.54,2.4092
2025-01-03 08:15:00,212.33,2.4043
2025-01-03 08:30:00,213.24,2.4155
2025-01-03 08:45:00,212.92,2.4082
2025-01-03 09:00:00,214.22,2.4185
2025-01-03 09:15:00,215.38,2.4215
2025-01-03 09:30:00,218.11,2.4344
2025-01-03 09:45:00,218.3,2.4346
2025-01-03 10:00:00,217.6,2.4408
2025-01-03 10:15:00,217.24,2.4372
2025-01-03 10:30:00,217.76,2.4328
2025-01-03 10:45:00,217.36,2.4468
2025-01-03 11:00:00,217.62,2.4451
2025-01-03 11:15:00,218.27,2.4513
2025-01-03 11:30:00,219.13,2.4773
2025-01-03 11:45:00,217.7,2.4596
2025-01-03 12:00:00,217.0,2.4569
2025-01-03 12:15:00,217.26,2.4671
2025-01-03 12:30:00,217.66,2.4581
2025-01-03 12:45:00,217.39,2.4419
2025-01-03 13:00:00,217.49,2.4456
2025-01-03 13:15:00,217.91,2.4563
2025-01-03 13:30:00,218.22,2.4527
2025-01-03 13:45:00,218.12,2.4512
2025-01-03 14:00:00,218.03,2.4698
2025-01-03 14:15:00,216.77,2.4753
2025-01-03 14:30:00,216.74,2.4697
2025-01-03 14:45:00,217.1,2.4728
2025-01-03 15:00:00,216.4,2.4571
2025-01-03 15:15:00,216.63,2.4625
2025-01-03 15:30:00,216.34,2.4563
2025-01-03 15:45:00,216.05,2.4486
2025-01-03 16:00:00,216.44,2.4451
2025-01-03 16:15:00,216.79,2.4521
2025-01-03 16:30:00,216.44,2.4483
2025-01-03 16:45:00,216.34,2.4533
2025-01-03 17:00:00,216.52,2.4615
2025-01-03 17:15:00,217.05,2.4578
2025-01-03 17:30:00,217.0,2.4615
2025-01-03 17:45:00,217.06,2.4597
2025-01-03 18:00:00,217.27,2.4569
2025-01-03 18:15:00,217.62,2.4643
2025-01-03 18:30:00,217.61,2.4562
2025-01-03 18:45:00,217.99,2.4547
2025-01-03 19:00:00,217.38,2.4585
2025-01-03 19:15:00,217.81,2.4545
2025-01-03 19:30:00,217.26,2.4355
2025-01-03 19:45:00,217.0,2.444
2025-01-03 20:00:00,216.34,2.4387
2025-01-03 20:15:00,217.86,2.4413
2025-01-03 20:30:00,217.6,2.4449
2025-01-03 20:45:00,217.38,2.4731
2025-01-03 21:00:00,216.75,2.483
2025-01-03 21:15:00,216.51,2.4805
2025-01-03 21:30:00,217.22,2.4762
2025-01-03 21:45:00,217.47,2.4838
2025-01-03 22:00:00,216.28,2.478
2025-01-03 22:15:00,216.46,2.4706
2025-01-03 22:30:00,216.66,2.472
2025-01-03 22:45:00,216.97,2.4657
2025-01-03 23:00:00,216.0,2.4613
2025-01-03 23:15:00,216.01,2.4528
2025-01-03 23:30:00,216.24,2.4472
2025-01-03 23:45:00,216.88,2.4506
2025-01-04 00:00:00,216.81,2.458
2025-01-04 00:15:00,217.23,2.4544
2025-01-04 00:30:00,217.1,2.4497
2025-01-04 00:45:00,217.23,2.4544
2025-01-04 01:00:00,216.99,2.4575
2025-01-04 01:15:00,217.84,2.4599
2025-01-04 01:30:00,217.57,2.4561
2025-01-04 01:45:00,217.63,2.4556
2025-01-04 02:00:00,217.59,2.4585
2025-01-04 02:15:00,217.32,2.4519
2025-01-04 02:30:00,217.22,2.451
2025-01-04 02:45:00,216.71,2.4462
2025-01-04 03:00:00,216.45,2.4499
2025-01-04 03:15:00,215.99,2.4434
2025-01-04 03:30:00,215.72,2.436
2025-01-04 03:45:00,215.72,2.4329
2025-01-04 04:00:00,215.96,2.4417
2025-01-04 04:15:00,216.17,2.444
2025-01-04 04:30:00,216.0,2.4449
2025-01-04 04:45:00,215.83,2.4464
2025-01-04 05:00:00,214.94,2.4394
2025-01-04 05:15:00,215.06,2.4358
2025-01-04 05:30:00,215.66,2.4413
2025-01-04 05:45:00,215.66,2.4393
2025-01-04 06:00:00,215.99,2.4361
2025-01-04 06:15:00,215.91,2.4359
2025-01-04 06:30:00,216.33,2.4411
2025-01-04 06:45:00,216.45,2.4407
2025-01-04 07:00:00,216.32,2.4415
2025-01-04 07:15:00,216.65,2.4471
2025-01-04 07:30:00,216.77,2.4484
2025-01-04 07:45:00,217.04,2.45
2025-01-04 08:00:00,217.28,2.4521
2025-01-04 08:15:00,217.07,2.4509
2025-01-04 08:30:00,216.68,2.449
2025-01-04 08:45:00,217.03,2.4541
2025-01-04 09:00:00,216.35,2.4479
2025-01-04 09:15:00,216.37,2.4514
2025-01-04 09:30:00,215.97,2.4534
2025-01-04 09:45:00,215.88,2.4583
2025-01-04 10:00:00,215.76,2.4556
2025-01-04 10:15:00,215.21,2.4471
2025-01-04 10:30:00,213.74,2.4097
2025-01-04 10:45:00,214.32,2.4115
2025-01-04 11:00:00,214.43,2.4283
2025-01-04 11:15:00,214.38,2.4258
2025-01-04 11:30:00,214.13,2.4178
2025-01-04 11:45:00,214.4,2.4196
2025-01-04 12:00:00,214.83,2.4189
2025-01-04 12:15:00,215.09,2.4171
2025-01-04 12:30:00,215.28,2.4193
2025-01-04 12:45:00,215.75,2.427
2025-01-04 13:00:00,215.47,2.4262
2025-01-04 13:15:00,215.55,2.424
2025-01-04 13:30:00,215.96,2.4216
2025-01-04 13:45:00,215.54,2.4198
2025-01-04 14:00:00,215.41,2.4167
2025-01-04 14:15:00,215.46,2.4165
2025-01-04 14:30:00,215.3,2.4173
2025-01-04 14:45:00,215.58,2.4234
2025-01-04 15:00:00,215.65,2.4227
2025-01-04 15:15:00,215.68,2.4274
2025-01-04 15:30:00,216.08,2.4371
2025-01-04 15:45:00,216.43,2.4348
2025-01-04 16:00:00,216.08,2.4376
2025-01-04 16:15:00,216.26,2.4343
2025-01-04 16:30:00,216.12,2.429
2025-01-04 16:45:00,216.06,2.4241
2025-01-04 17:00:00,215.84,2.4204
2025-01-04 17:15:00,216.28,2.4186
2025-01-04 17:30:00,216.28,2.4224
2025-01-04 17:45:00,217.2,2.4294
2025-01-04 18:00:00,217.04,2.4215
2025-01-04 18:15:00,216.76,2.4248
2025-01-04 18:30:00,216.67,2.4208
2025-01-04 18:45:00,216.67,2.4201
2025-01-04 19:00:00,217.01,2.4195
2025-01-04 19:15:00,217.05,2.421
2025-01-04 19:30:00,217.27,2.4114
2025-01-04 19:45:00,217.04,2.4085
2025-01-04 20:00:00,216.76,2.4002
2025-01-04 20:15:00,216.6,2.4007
2025-01-04 20:30:00,215.9,2.3865
2025-01-04 20:45:00,215.71,2.3886
2025-01-04 21:00:00,216.16,2.3931
2025-01-04 21:15:00,215.95,2.3919
2025-01-04 21:30:00,217.13,2.3884
2025-01-04 21:45:00,217.08,2.3929
2025-01-04 22:00:00,217.0,2.3918
2025-01-04 22:15:00,217.54,2.389
2025-01-04 22:30:00,218.1,2.388
2025-01-04 22:45:00,217.96,2.3903
2025-01-04 23:00:00,218.17,2.3957
2025-01-04 23:15:00,218.7,2.4025
2025-01-04 23:30:00,218.39,2.4026
2025-01-04 23:45:00,218.01,2.4012
2025-01-05 00:00:00,217.61,2.4029
2025-01-05 00:15:00,217.06,2.4012
2025-01-05 00:30:00,216.74,2.3978
2025-01-05 00:45:00,216.4,2.3954
2025-01-05 01:00:00,216.41,2.3905
2025-01-05 01:15:00,216.68,2.3978
2025-01-05 01:30:00,216.79,2.4049
2025-01-05 01:45:00,216.63,2.4072
2025-01-05 02:00:00,216.27,2.406
2025-01-05 02:15:00,216.59,2.4045
2025-01-05 02:30:00,216.72,2.4031
2025-01-05 02:45:00,216.47,2.4006
2025-01-05 03:00:00,215.28,2.3785
2025-01-05 03:15:00,215.27,2.3824
2025-01-05 03:30:00,215.36,2.3803
2025-01-05 03:45:00,215.17,2.3823
2025-01-05 04:00:00,214.93,2.3817
2025-01-05 04:15:00,214.38,2.3715
2025-01-05 04:30:00,214.36,2.3721
2025-01-05 04:45:00,213.19,2.3493
2025-01-05 05:00:00,213.6,2.349
2025-01-05 05:15:00,213.47,2.3342
2025-01-05 05:30:00,213.79,2.342
2025-01-05 05:45:00,214.08,2.3415
2025-01-05 06:00:00,214.4,2.3484
2025-01-05 06:15:00,214.17,2.3509
2025-01-05 06:30:00,214.21,2.3561
2025-01-05 06:45:00,213.93,2.3527
2025-01-05 07:00:00,213.46,2.3531
2025-01-05 07:15:00,213.67,2.3532
2025-01-05 07:30:00,213.73,2.3571
2025-01-05 07:45:00,213.61,2.3589
2025-01-05 08:00:00,213.67,2.3606
2025-01-05 08:15:00,214.48,2.3686
2025-01-05 08:30:00,213.7,2.3745
2025-01-05 08:45:00,212.59,2.3665
2025-01-05 09:00:00,212.5,2.3591
2025-01-05 09:15:00,212.16,2.3592
2025-01-05 09:30:00,212.7,2.3639
2025-01-05 09:45:00,213.29,2.3753
2025-01-05 10:00:00,212.95,2.3691
2025-01-05 10:15:00,213.04,2.3677
2025-01-05 10:30:00,213.66,2.3716
2025-01-05 10:45:00,213.59,2.3683
2025-01-05 11:00:00,213.72,2.3721
2025-01-05 11:15:00,212.91,2.3676
2025-01-05 11:30:00,212.37,2.3619
2025-01-05 11:45:00,212.47,2.3667
2025-01-05 12:00:00,212.97,2.3754
2025-01-05 12:15:00,213.02,2.3824
2025-01-05 12:30:00,212.78,2.3807
2025-01-05 12:45:00,212.65,2.3795
2025-01-05 13:00:00,211.96,2.3751
2025-01-05 13:15:00,212.1,2.3808
2025-01-05 13:30:00,212.48,2.396
2025-01-05 13:45:00,212.47,2.403
2025-01-05 14:00:00,213.06,2.3984
2025-01-05 14:15:00,213.02,2.3956
2025-01-05 14:30:00,212.89,2.3862
2025-01-05 14:45:00,212.79,2.3837
2025-01-05 15:00:00,213.15,2.3927
2025-01-05 15:15:00,213.5,2.3965
2025-01-05 15:30:00,213.08,2.3942
2025-01-05 15:45:00,213.01,2.3976
2025-01-05 16:00:00,213.18,2.4008
2025-01-05 16:15:00,213.27,2.3991
2025-01-05 16:30:00,213.5,2.3964
2025-01-05 16:45:00,213.85,2.3918
2025-01-05 17:00:00,213.85,2.3905
2025-01-05 17:15:00,214.15,2.3955
2025-01-05 17:30:00,214.29,2.3993
2025-01-05 17:45:00,214.22,2.4031
2025-01-05 18:00:00,214.26,2.4067
2025-01-05 18:15:00,213.7,2.4109
2025-01-05 18:30:00,213.66,2.406
2025-01-05 18:45:00,213.41,2.3994
2025-01-05 19:00:00,213.37,2.4065
2025-01-05 19:15:00,213.36,2.4053
2025-01-05 19:30:00,212.89,2.399
2025-01-05 19:45:00,212.16,2.3895
2025-01-05 20:00:00,211.65,2.379
2025-01-05 20:15:00,212.03,2.3828
2025-01-05 20:30:00,213.2,2.4016
2025-01-05 20:45:00,214.67,2.4191
2025-01-05 21:00:00,215.8,2.4293
2025-01-05 21:15:00,215.21,2.4184
2025-01-05 21:30:00,216.06,2.4161
2025-01-05 21:45:00,215.6,2.405
2025-01-05 22:00:00,216.16,2.4029
2025-01-05 22:15:00,216.19,2.4091
2025-01-05 22:30:00,216.08,2.4146
2025-01-05 22:45:00,215.61,2.4121
2025-01-05 23:00:00,216.37,2.4196
2025-01-05 23:15:00,216.07,2.4149
2025-01-05 23:30:00,215.54,2.4152
2025-01-05 23:45:00,215.85,2.4163
2025-01-06 00:00:00,215.37,2.4079
2025-01-06 00:15:00,216.28,2.4133
2025-01-06 00:30:00,216.0,2.4059
2025-01-06 00:45:00,215.57,2.4043
2025-01-06 01:00:00,214.38,2.4012
2025-01-06 01:15:00,214.62,2.4105
2025-01-06 01:30:00,215.15,2.4092
2025-01-06 01:45:00,214.94,2.412
2025-01-06 02:00:00,214.8,2.4057
2025-01-06 02:15:00,214.65,2.3991
2025-01-06 02:30:00,215.15,2.3931
2025-01-06 02:45:00,215.22,2.3927
2025-01-06 03:00:00,215.93,2.3961
2025-01-06 03:15:00,215.01,2.4001
2025-01-06 03:30:00,213.91,2.3831
2025-01-06 03:45:00,214.02,2.3797
2025-01-06 04:00:00,214.36,2.3862
2025-01-06 04:15:00,213.58,2.3769
2025-01-06 04:30:00,213.6,2.3799
2025-01-06 04:45:00,214.4,2.3858
2025-01-06 05:00:00,214.41,2.3803
2025-01-06 05:15:00,214.8,2.3858
2025-01-06 05:30:00,214.81,2.3873
2025-01-06 05:45:00,215.03,2.3869
2025-01-06 06:00:00,215.45,2.3827
2025-01-06 06:15:00,215.69,2.3942
2025-01-06 06:30:00,215.85,2.4007
2025-01-06 06:45:00,216.26,2.3959
2025-01-06 07:00:00,216.38,2.396
2025-01-06 07:15:00,216.98,2.3948
2025-01-06 07:30:00,217.51,2.3969
2025-01-06 07:45:00,216.82,2.392
2025-01-06 08:00:00,216.61,2.3866
2025-01-06 08:15:00,217.59,2.3952
2025-01-06 08:30:00,217.91,2.3983
2025-01-06 08:45:00,218.7,2.399
2025-01-06 09:00:00,218.71,2.4008
2025-01-06 09:15:00,217.56,2.3826
2025-01-06 09:30:00,218.08,2.3917
2025-01-06 09:45:00,221.05,2.4288
2025-01-06 10:00:00,221.86,2.4337
2025-01-06 10:15:00,221.52,2.4454
2025-01-06 10:30:00,220.55,2.4406
2025-01-06 10:45:00,221.62,2.4363
2025-01-06 11:00:00,222.75,2.4548
2025-01-06 11:15:00,222.07,2.4504
2025-01-06 11:30:00,221.83,2.4466
2025-01-06 11:45:00,220.85,2.4442
2025-01-06 12:00:00,219.82,2.4295
2025-01-06 12:15:00,218.93,2.4242
2025-01-06 12:30:00,217.91,2.407
2025-01-06 12:45:00,218.72,2.4165
2025-01-06 13:00:00,218.51,2.4156
2025-01-06 13:15:00,219.19,2.4251
2025-01-06 13:30:00,219.22,2.4276
2025-01-06 13:45:00,218.84,2.4262
2025-01-06 14:00:00,219.17,2.4312
2025-01-06 14:15:00,219.86,2.4315
2025-01-06 14:30:00,220.19,2.4316
2025-01-06 14:45:00,220.0,2.4249
2025-01-06 15:00:00,220.35,2.4285
2025-01-06 15:15:00,220.06,2.4251
2025-01-06 15:30:00,218.6,2.4225
2025-01-06 15:45:00,218.54,2.4196
2025-01-06 16:00:00,218.33,2.417
2025-01-06 16:15:00,217.87,2.4134
2025-01-06 16:30:00,217.85,2.4165
2025-01-06 16:45:00,217.85,2.413
2025-01-06 17:00:00,218.19,2.4088
2025-01-06 17:15:00,217.98,2.4125
2025-01-06 17:30:00,218.13,2.4173
2025-01-06 17:45:00,218.54,2.4214
2025-01-06 18:00:00,218.31,2.4161
2025-01-06 18:15:00,218.08,2.416
2025-01-06 18:30:00,218.36,2.4146
2025-01-06 18:45:00,218.22,2.42
2025-01-06 19:00:00,217.83,2.4115
2025-01-06 19:15:00,218.95,2.4175
2025-01-06 19:30:00,218.2,2.4116
2025-01-06 19:45:00,217.78,2.407
2025-01-06 20:00:00,217.05,2.3967
2025-01-06 20:15:00,217.78,2.4013
2025-01-06 20:30:00,218.48,2.4042
2025-01-06 20:45:00,218.11,2.4145
2025-01-06 21:00:00,217.51,2.4049
2025-01-06 21:15:00,217.07,2.397
2025-01-06 21:30:00,217.24,2.4001
2025-01-06 21:45:00,216.59,2.3944
2025-01-06 22:00:00,216.87,2.4019
2025-01-06 22:15:00,217.05,2.3995
2025-01-06 22:30:00,217.27,2.3995
2025-01-06 22:45:00,217.34,2.4048
2025-01-06 23:00:00,216.89,2.4163
2025-01-06 23:15:00,216.68,2.4098
2025-01-06 23:30:00,216.61,2.4115
2025-01-06 23:45:00,216.18,2.4064
2025-01-07 00:00:00,216.0,2.4086
2025-01-07 00:15:00,215.99,2.4154
2025-01-07 00:30:00,215.97,2.4129
2025-01-07 00:45:00,216.51,2.4309
2025-01-07 01:00:00,216.05,2.4342
2025-01-07 01:15:00,216.36,2.4301
2025-01-07 01:30:00,216.41,2.4372
2025-01-07 01:45:00,216.36,2.4464
2025-01-07 02:00:00,216.51,2.4397
2025-01-07 02:15:00,216.04,2.4357
2025-01-07 02:30:00,215.84,2.4321
2025-01-07 02:45:00,216.04,2.4275
2025-01-07 03:00:00,215.55,2.4354
2025-01-07 03:15:00,215.79,2.4467
2025-01-07 03:30:00,216.47,2.4457
2025-01-07 03:45:00,216.6,2.4417
2025-01-07 04:00:00,216.22,2.4443
2025-01-07 04:15:00,215.96,2.4481
2025-01-07 04:30:00,215.51,2.4407
2025-01-07 04:45:00,215.1,2.4477
2025-01-07 05:00:00,214.62,2.4422
2025-01-07 05:15:00,215.08,2.446
2025-01-07 05:30:00,215.15,2.453
2025-01-07 05:45:00,214.88,2.4565
2025-01-07 06:00:00,214.87,2.4497
2025-01-07 06:15:00,215.4,2.4464
2025-01-07 06:30:00,213.79,2.4164
2025-01-07 06:45:00,214.06,2.422
2025-01-07 07:00:00,213.15,2.425
2025-01-07 07:15:00,212.8,2.413
2025-01-07 07:30:00,213.24,2.4182
2025-01-07 07:45:00,213.49,2.4138
2025-01-07 08:00:00,213.49,2.4194
2025-01-07 08:15:00,214.22,2.4242
2025-01-07 08:30:00,214.27,2.427
2025-01-07 08:45:00,213.85,2.4257
2025-01-07 09:00:00,213.43,2.429
2025-01-07 09:15:00,213.57,2.4395
2025-01-07 09:30:00,213.2,2.4314
2025-01-07 09:45:00,211.64,2.3943
2025-01-07 10:00:00,208.17,2.3392
2025-01-07 10:15:00,208.76,2.3406
2025-01-07 10:30:00,206.43,2.2982
2025-01-07 10:45:00,207.76,2.3139
2025-01-07 11:00:00,207.73,2.3217
2025-01-07 11:15:00,208.69,2.3443
2025-01-07 11:30:00,208.74,2.3371
2025-01-07 11:45:00,207.55,2.3123
2025-01-07 12:00:00,207.63,2.3193
2025-01-07 12:15:00,206.78,2.3107
2025-01-07 12:30:00,206.0,2.3076
2025-01-07 12:45:00,206.43,2.3015
2025-01-07 13:00:00,206.77,2.3087
2025-01-07 13:15:00,205.73,2.2937
2025-01-07 13:30:00,205.1,2.2792
2025-01-07 13:45:00,205.06,2.2949
2025-01-07 14:00:00,205.27,2.2955
2025-01-07 14:15:00,204.94,2.2901
2025-01-07 14:30:00,204.84,2.2795
2025-01-07 14:45:00,204.56,2.2827
2025-01-07 15:00:00,203.88,2.2896
2025-01-07 15:15:00,203.94,2.29
