datetime,SOL/USD:Binance,BNB/USD:Binance
2025-01-01 00:00:00,190.11,704.81
2025-01-01 00:15:00,190.43,705.99
2025-01-01 00:30:00,190.38,705.5
2025-01-01 00:45:00,190.15,705.58
2025-01-01 01:00:00,189.64,705.4
2025-01-01 01:15:00,189.95,706.4
2025-01-01 01:30:00,190.17,705.85
2025-01-01 01:45:00,190.3,706.59
2025-01-01 02:00:00,189.91,705.12
2025-01-01 02:15:00,189.9,704.24
2025-01-01 02:30:00,190.22,703.83
2025-01-01 02:45:00,190.06,703.75
2025-01-01 03:00:00,190.6,703.95
2025-01-01 03:15:00,189.82,702.93
2025-01-01 03:30:00,189.92,703.58
2025-01-01 03:45:00,189.4,703.06
2025-01-01 04:00:00,188.94,703.36
2025-01-01 04:15:00,188.49,701.79
2025-01-01 04:30:00,188.49,701.48
2025-01-01 04:45:00,189.18,703.73
2025-01-01 05:00:00,189.74,703.4
2025-01-01 05:15:00,190.22,705.36
2025-01-01 05:30:00,190.7,706.82
2025-01-01 05:45:00,190.24,707.23
2025-01-01 06:00:00,190.55,708.09
2025-01-01 06:15:00,191.23,708.75
2025-01-01 06:30:00,191.68,708.62
2025-01-01 06:45:00,191.36,707.57
2025-01-01 07:00:00,190.82,706.6
2025-01-01 07:15:00,191.41,706.9
2025-01-01 07:30:00,191.22,707.05
2025-01-01 07:45:00,190.95,706.29
2025-01-01 08:00:00,190.25,706.76
2025-01-01 08:15:00,189.69,709.43
2025-01-01 08:30:00,189.96,709.03
2025-01-01 08:45:00,190.25,710.22
2025-01-01 09:00:00,190.95,708.82
2025-01-01 09:15:00,189.95,707.26
2025-01-01 09:30:00,190.14,707.3
2025-01-01 09:45:00,190.88,708.02
2025-01-01 10:00:00,190.2,707.36
2025-01-01 10:15:00,190.54,707.11
2025-01-01 10:30:00,191.51,707.2
2025-01-01 10:45:00,191.91,708.11
2025-01-01 11:00:00,191.17,706.56
2025-01-01 11:15:00,191.1,705.5
2025-01-01 11:30:00,190.54,704.58
2025-01-01 11:45:00,190.51,704.99
2025-01-01 12:00:00,189.73,703.7
2025-01-01 12:15:00,189.85,705.3
2025-01-01 12:30:00,190.12,705.33
2025-01-01 12:45:00,190.64,705.61
2025-01-01 13:00:00,190.35,704.78
2025-01-01 13:15:00,190.76,704.62
2025-01-01 13:30:00,191.86,705.8
2025-01-01 13:45:00,191.68,706.02
2025-01-01 14:00:00,192.42,706.33
2025-01-01 14:15:00,192.37,706.6
2025-01-01 14:30:00,192.6,706.5
2025-01-01 14:45:00,193.1,707.85
2025-01-01 15:00:00,193.71,708.61
2025-01-01 15:15:00,193.77,708.14
2025-01-01 15:30:00,194.2,708.16
2025-01-01 15:45:00,194.36,708.22
2025-01-01 16:00:00,194.12,707.89
2025-01-01 16:15:00,195.07,707.83
2025-01-01 16:30:00,194.33,707.15
2025-01-01 16:45:00,194.69,707.96
2025-01-01 17:00:00,193.97,708.49
2025-01-01 17:15:00,194.11,707.49
2025-01-01 17:30:00,194.82,707.37
2025-01-01 17:45:00,194.53,707.58
2025-01-01 18:00:00,194.59,708.39
2025-01-01 18:15:00,194.24,707.36
2025-01-01 18:30:00,194.24,708.18
2025-01-01 18:45:00,194.28,707.84
2025-01-01 19:00:00,194.0,705.68
2025-01-01 19:15:00,195.17,701.7
2025-01-01 19:30:00,196.31,703.57
2025-01-01 19:45:00,196.25,702.09
2025-01-01 20:00:00,197.83,702.47
2025-01-01 20:15:00,197.03,702.56
2025-01-01 20:30:00,197.56,702.76
2025-01-01 20:45:00,197.71,701.53
2025-01-01 21:00:00,198.11,701.52
2025-01-01 21:15:00,198.7,700.68
2025-01-01 21:30:00,198.74,699.7
2025-01-01 21:45:00,199.41,702.11
2025-01-01 22:00:00,198.43,702.1
2025-01-01 22:15:00,198.65,703.46
2025-01-01 22:30:00,197.89,702.89
2025-01-01 22:45:00,198.54,702.17
2025-01-01 23:00:00,199.89,702.12
2025-01-01 23:15:00,200.13,702.21
2025-01-01 23:30:00,204.22,706.64
2025-01-01 23:45:00,204.47,707.5
2025-01-02 00:00:00,203.72,707.16
2025-01-02 00:15:00,204.99,707.48
2025-01-02 00:30:00,205.0,707.6
2025-01-02 00:45:00,204.62,706.49
2025-01-02 01:00:00,204.72,706.42
2025-01-02 01:15:00,204.54,703.65
2025-01-02 01:30:00,205.27,704.74
2025-01-02 01:45:00,205.36,704.88
2025-01-02 02:00:00,205.99,706.17
2025-01-02 02:15:00,206.59,707.21
2025-01-02 02:30:00,206.21,706.77
2025-01-02 02:45:00,205.91,706.94
2025-01-02 03:00:00,206.49,708.79
2025-01-02 03:15:00,206.05,707.8
2025-01-02 03:30:00,207.05,708.63
2025-01-02 03:45:00,206.8,710.49
2025-01-02 04:00:00,206.66,710.06
2025-01-02 04:15:00,207.84,711.3
2025-01-02 04:30:00,207.17,712.42
2025-01-02 04:45:00,207.38,715.08
2025-01-02 05:00:00,207.1,712.24
2025-01-02 05:15:00,207.4,713.14
2025-01-02 05:30:00,206.86,712.82
2025-01-02 05:45:00,206.98,712.5
2025-01-02 06:00:00,207.17,711.06
2025-01-02 06:15:00,207.92,712.2
2025-01-02 06:30:00,208.66,712.8
2025-01-02 06:45:00,208.51,713.26
2025-01-02 07:00:00,209.22,713.32
2025-01-02 07:15:00,208.08,711.85
2025-01-02 07:30:00,208.48,712.66
2025-01-02 07:45:00,208.39,713.96
2025-01-02 08:00:00,208.02,712.12
2025-01-02 08:15:00,208.29,712.28
2025-01-02 08:30:00,208.4,711.55
2025-01-02 08:45:00,208.17,711.39
2025-01-02 09:00:00,207.92,710.59
2025-01-02 09:15:00,208.73,710.63
2025-01-02 09:30:00,208.35,711.68
2025-01-02 09:45:00,208.2,711.9
2025-01-02 10:00:00,207.76,711.17
2025-01-02 10:15:00,206.64,708.95
2025-01-02 10:30:00,206.03,707.2
2025-01-02 10:45:00,206.77,704.54
2025-01-02 11:00:00,207.2,705.32
2025-01-02 11:15:00,208.28,707.21
2025-01-02 11:30:00,208.78,707.38
2025-01-02 11:45:00,207.45,706.44
2025-01-02 12:00:00,208.0,708.98
2025-01-02 12:15:00,207.41,707.58
2025-01-02 12:30:00,205.88,703.54
2025-01-02 12:45:00,206.05,705.0
2025-01-02 13:00:00,205.41,704.82
2025-01-02 13:15:00,205.85,705.19
2025-01-02 13:30:00,206.47,705.59
2025-01-02 13:45:00,206.44,706.4
2025-01-02 14:00:00,207.09,706.71
2025-01-02 14:15:00,207.75,707.3
2025-01-02 14:30:00,207.3,706.69
2025-01-02 14:45:00,206.69,704.81
2025-01-02 15:00:00,207.3,706.06
2025-01-02 15:15:00,207.75,706.75
2025-01-02 15:30:00,207.49,705.87
2025-01-02 15:45:00,206.82,706.1
2025-01-02 16:00:00,206.54,704.75
2025-01-02 16:15:00,206.55,705.5
2025-01-02 16:30:00,205.6,704.8
2025-01-02 16:45:00,206.54,705.99
2025-01-02 17:00:00,205.91,704.81
2025-01-02 17:15:00,205.97,704.42
2025-01-02 17:30:00,206.44,705.65
2025-01-02 17:45:00,206.6,705.76
2025-01-02 18:00:00,206.81,705.5
2025-01-02 18:15:00,207.91,706.24
2025-01-02 18:30:00,208.15,706.47
2025-01-02 18:45:00,208.31,706.25
2025-01-02 19:00:00,208.05,706.13
2025-01-02 19:15:00,207.83,706.48
2025-01-02 19:30:00,207.2,704.6
2025-01-02 19:45:00,207.15,704.07
2025-01-02 20:00:00,205.97,702.06
2025-01-02 20:15:00,206.58,702.7
2025-01-02 20:30:00,206.03,701.55
2025-01-02 20:45:00,206.86,704.65
2025-01-02 21:00:00,207.37,705.68
2025-01-02 21:15:00,208.09,706.51
2025-01-02 21:30:00,207.48,705.06
2025-01-02 21:45:00,206.87,703.88
2025-01-02 22:00:00,206.78,703.36
2025-01-02 22:15:00,206.33,703.5
2025-01-02 22:30:00,207.03,703.89
2025-01-02 22:45:00,208.05,705.2
2025-01-02 23:00:00,207.7,704.61
2025-01-02 23:15:00,207.45,705.19
2025-01-02 23:30:00,207.59,705.2
2025-01-02 23:45:00,207.72,704.71
2025-01-03 00:00:00,208.51,704.72
2025-01-03 00:15:00,208.49,704.6
2025-01-03 00:30:00,208.81,705.2
2025-01-03 00:45:00,208.87,705.31
2025-01-03 01:00:00,209.4,705.91
2025-01-03 01:15:00,209.53,705.04
2025-01-03 01:30:00,209.41,705.2
2025-01-03 01:45:00,207.77,702.84
2025-01-03 02:00:00,207.58,702.66
2025-01-03 02:15:00,207.38,702.1
2025-01-03 02:30:00,208.18,702.76
2025-01-03 02:45:00,207.95,700.73
2025-01-03 03:00:00,209.0,700.67
2025-01-03 03:15:00,209.54,700.01
2025-01-03 03:30:00,209.75,699.29
2025-01-03 03:45:00,209.36,699.14
2025-01-03 04:00:00,211.92,700.4
2025-01-03 04:15:00,211.7,702.24
2025-01-03 04:30:00,211.03,701.24
2025-01-03 04:45:00,211.2,701.3
2025-01-03 05:00:00,210.57,700.41
2025-01-03 05:15:00,211.05,701.38
2025-01-03 05:30:00,211.07,701.44
2025-01-03 05:45:00,211.13,701.01
2025-01-03 06:00:00,211.29,701.99
2025-01-03 06:15:00,212.36,703.14
2025-01-03 06:30:00,212.91,703.62
2025-01-03 06:45:00,214.51,705.4
2025-01-03 07:00:00,214.67,707.0
2025-01-03 07:15:00,214.25,706.19
2025-01-03 07:30:00,213.47,704.64
2025-01-03 07:45:00,213.4,703.71
2025-01-03 08:00:00,213.54,705.24
2025-01-03 08:15:00,212.33,704.63
2025-01-03 08:30:00,213.24,705.72
2025-01-03 08:45:00,212.92,704.61
2025-01-03 09:00:00,214.22,706.47
2025-01-03 09:15:00,215.38,708.0
2025-01-03 09:30:00,218.11,709.43
2025-01-03 09:45:00,218.3,708.15
2025-01-03 10:00:00,217.6,708.4
2025-01-03 10:15:00,217.24,708.71
2025-01-03 10:30:00,217.76,709.71
2025-01-03 10:45:00,217.36,710.04
2025-01-03 11:00:00,217.62,710.68
2025-01-03 11:15:00,218.27,713.68
2025-01-03 11:30:00,219.13,714.03
2025-01-03 11:45:00,217.7,712.72
2025-01-03 12:00:00,217.0,709.48
2025-01-03 12:15:00,217.26,710.64
2025-01-03 12:30:00,217.66,710.99
2025-01-03 12:45:00,217.39,711.97
2025-01-03 13:00:00,217.49,712.88
2025-01-03 13:15:00,217.91,713.12
2025-01-03 13:30:00,218.22,712.85
2025-01-03 13:45:00,218.12,712.09
2025-01-03 14:00:00,218.03,713.36
2025-01-03 14:15:00,216.77,713.59
2025-01-03 14:30:00,216.74,713.46
2025-01-03 14:45:00,217.1,713.28
2025-01-03 15:00:00,216.4,711.61
2025-01-03 15:15:00,216.63,712.6
2025-01-03 15:30:00,216.34,712.1
2025-01-03 15:45:00,216.05,712.12
2025-01-03 16:00:00,216.44,714.16
2025-01-03 16:15:00,216.79,715.27
2025-01-03 16:30:00,216.44,715.17
2025-01-03 16:45:00,216.34,714.36
2025-01-03 17:00:00,216.52,713.68
2025-01-03 17:15:00,217.05,713.98
2025-01-03 17:30:00,217.0,714.5
2025-01-03 17:45:00,217.06,713.81
2025-01-03 18:00:00,217.27,713.79
2025-01-03 18:15:00,217.62,712.73
2025-01-03 18:30:00,217.61,713.33
2025-01-03 18:45:00,217.99,714.88
2025-01-03 19:00:00,217.38,715.3
2025-01-03 19:15:00,217.81,717.8
2025-01-03 19:30:00,217.26,719.13
2025-01-03 19:45:00,217.0,717.1
2025-01-03 20:00:00,216.34,715.68
2025-01-03 20:15:00,217.86,717.52
2025-01-03 20:30:00,217.6,717.17
2025-01-03 20:45:00,217.38,715.98
2025-01-03 21:00:00,216.75,715.08
2025-01-03 21:15:00,216.51,716.5
2025-01-03 21:30:00,217.22,718.4
2025-01-03 21:45:00,217.47,719.29
2025-01-03 22:00:00,216.28,721.38
2025-01-03 22:15:00,216.46,720.4
2025-01-03 22:30:00,216.66,719.52
2025-01-03 22:45:00,216.97,719.43
2025-01-03 23:00:00,216.0,718.77
2025-01-03 23:15:00,216.01,717.5
2025-01-03 23:30:00,216.24,718.98
2025-01-03 23:45:00,216.88,720.13
2025-01-04 00:00:00,216.81,718.89
2025-01-04 00:15:00,217.23,719.35
2025-01-04 00:30:00,217.1,718.91
2025-01-04 00:45:00,217.23,719.36
2025-01-04 01:00:00,216.99,718.73
2025-01-04 01:15:00,217.84,717.91
2025-01-04 01:30:00,217.57,717.88
2025-01-04 01:45:00,217.63,718.8
2025-01-04 02:00:00,217.59,718.08
2025-01-04 02:15:00,217.32,717.93
2025-01-04 02:30:00,217.22,718.5
2025-01-04 02:45:00,216.71,717.95
2025-01-04 03:00:00,216.45,716.88
2025-01-04 03:15:00,215.99,715.6
2025-01-04 03:30:00,215.72,714.97
2025-01-04 03:45:00,215.72,714.51
2025-01-04 04:00:00,215.96,715.76
2025-01-04 04:15:00,216.17,715.29
2025-01-04 04:30:00,216.0,715.37
2025-01-04 04:45:00,215.83,715.56
2025-01-04 05:00:00,214.94,714.4
2025-01-04 05:15:00,215.06,713.44
2025-01-04 05:30:00,215.66,714.19
2025-01-04 05:45:00,215.66,714.19
2025-01-04 06:00:00,215.99,714.06
2025-01-04 06:15:00,215.91,713.67
2025-01-04 06:30:00,216.33,714.0
2025-01-04 06:45:00,216.45,714.21
2025-01-04 07:00:00,216.32,714.36
2025-01-04 07:15:00,216.65,716.3
2025-01-04 07:30:00,216.77,716.0
2025-01-04 07:45:00,217.04,717.02
2025-01-04 08:00:00,217.28,716.32
2025-01-04 08:15:00,217.07,715.59
2025-01-04 08:30:00,216.68,715.3
2025-01-04 08:45:00,217.03,715.25
2025-01-04 09:00:00,216.35,715.14
2025-01-04 09:15:00,216.37,715.61
2025-01-04 09:30:00,215.97,716.11
2025-01-04 09:45:00,215.88,716.77
2025-01-04 10:00:00,215.76,716.27
2025-01-04 10:15:00,215.21,713.32
2025-01-04 10:30:00,213.74,708.66
2025-01-04 10:45:00,214.32,709.38
2025-01-04 11:00:00,214.43,710.76
2025-01-04 11:15:00,214.38,711.27
2025-01-04 11:30:00,214.13,710.27
2025-01-04 11:45:00,214.4,710.79
2025-01-04 12:00:00,214.83,711.57
2025-01-04 12:15:00,215.09,711.6
2025-01-04 12:30:00,215.28,711.71
2025-01-04 12:45:00,215.75,712.71
2025-01-04 13:00:00,215.47,712.19
2025-01-04 13:15:00,215.55,712.67
2025-01-04 13:30:00,215.96,712.34
2025-01-04 13:45:00,215.54,711.7
2025-01-04 14:00:00,215.41,712.1
2025-01-04 14:15:00,215.46,711.81
2025-01-04 14:30:00,215.3,711.6
2025-01-04 14:45:00,215.58,711.92
2025-01-04 15:00:00,215.65,712.47
2025-01-04 15:15:00,215.68,712.48
2025-01-04 15:30:00,216.08,714.23
2025-01-04 15:45:00,216.43,714.48
2025-01-04 16:00:00,216.08,713.1
2025-01-04 16:15:00,216.26,712.87
2025-01-04 16:30:00,216.12,712.89
2025-01-04 16:45:00,216.06,713.3
2025-01-04 17:00:00,215.84,712.85
2025-01-04 17:15:00,216.28,713.5
2025-01-04 17:30:00,216.28,713.65
2025-01-04 17:45:00,217.2,714.65
2025-01-04 18:00:00,217.04,713.76
2025-01-04 18:15:00,216.76,713.68
2025-01-04 18:30:00,216.67,714.07
2025-01-04 18:45:00,216.67,713.41
2025-01-04 19:00:00,217.01,712.52
2025-01-04 19:15:00,217.05,712.79
2025-01-04 19:30:00,217.27,713.19
2025-01-04 19:45:00,217.04,712.66
2025-01-04 20:00:00,216.76,711.72
2025-01-04 20:15:00,216.6,711.37
2025-01-04 20:30:00,215.9,710.55
2025-01-04 20:45:00,215.71,710.55
2025-01-04 21:00:00,216.16,711.59
2025-01-04 21:15:00,215.95,711.66
2025-01-04 21:30:00,217.13,711.46
2025-01-04 21:45:00,217.08,712.41
2025-01-04 22:00:00,217.0,711.96
2025-01-04 22:15:00,217.54,711.44
2025-01-04 22:30:00,218.1,711.35
2025-01-04 22:45:00,217.96,712.3
2025-01-04 23:00:00,218.17,712.95
2025-01-04 23:15:00,218.7,713.43
2025-01-04 23:30:00,218.39,713.46
2025-01-04 23:45:00,218.01,713.68
2025-01-05 00:00:00,217.61,712.76
2025-01-05 00:15:00,217.06,713.0
2025-01-05 00:30:00,216.74,712.51
2025-01-05 00:45:00,216.4,711.39
2025-01-05 01:00:00,216.41,710.78
2025-01-05 01:15:00,216.68,711.4
2025-01-05 01:30:00,216.79,711.73
2025-01-05 01:45:00,216.63,712.21
2025-01-05 02:00:00,216.27,712.03
2025-01-05 02:15:00,216.59,712.29
2025-01-05 02:30:00,216.72,712.59
2025-01-05 02:45:00,216.47,712.44
2025-01-05 03:00:00,215.28,710.6
2025-01-05 03:15:00,215.27,711.25
2025-01-05 03:30:00,215.36,711.28
2025-01-05 03:45:00,215.17,711.29
2025-01-05 04:00:00,214.93,709.02
2025-01-05 04:15:00,214.38,708.66
2025-01-05 04:30:00,214.36,708.12
2025-01-05 04:45:00,213.19,705.7
2025-01-05 05:00:00,213.6,706.51
2025-01-05 05:15:00,213.47,706.15
2025-01-05 05:30:00,213.79,706.5
2025-01-05 05:45:00,214.08,708.21
2025-01-05 06:00:00,214.4,708.37
2025-01-05 06:15:00,214.17,708.11
2025-01-05 06:30:00,214.21,708.34
2025-01-05 06:45:00,213.93,708.05
2025-01-05 07:00:00,213.46,707.52
2025-01-05 07:15:00,213.67,706.89
2025-01-05 07:30:00,213.73,707.17
2025-01-05 07:45:00,213.61,707.31
2025-01-05 08:00:00,213.67,707.28
2025-01-05 08:15:00,214.48,708.22
2025-01-05 08:30:00,213.7,708.66
2025-01-05 08:45:00,212.59,706.57
2025-01-05 09:00:00,212.5,704.41
2025-01-05 09:15:00,212.16,705.13
2025-01-05 09:30:00,212.7,705.92
2025-01-05 09:45:00,213.29,707.04
2025-01-05 10:00:00,212.95,707.66
2025-01-05 10:15:00,213.04,707.54
2025-01-05 10:30:00,213.66,708.64
2025-01-05 10:45:00,213.59,708.06
2025-01-05 11:00:00,213.72,707.8
2025-01-05 11:15:00,212.91,706.66
2025-01-05 11:30:00,212.37,706.07
2025-01-05 11:45:00,212.47,706.58
2025-01-05 12:00:00,212.97,707.06
2025-01-05 12:15:00,213.02,706.98
2025-01-05 12:30:00,212.78,705.41
2025-01-05 12:45:00,212.65,704.47
2025-01-05 13:00:00,211.96,703.79
2025-01-05 13:15:00,212.1,704.92
2025-01-05 13:30:00,212.48,705.04
2025-01-05 13:45:00,212.47,705.21
2025-01-05 14:00:00,213.06,705.8
2025-01-05 14:15:00,213.02,705.98
2025-01-05 14:30:00,212.89,705.4
2025-01-05 14:45:00,212.79,705.84
2025-01-05 15:00:00,213.15,706.47
2025-01-05 15:15:00,213.5,707.66
2025-01-05 15:30:00,213.08,706.81
2025-01-05 15:45:00,213.01,706.46
2025-01-05 16:00:00,213.18,707.0
2025-01-05 16:15:00,213.27,707.04
2025-01-05 16:30:00,213.5,707.46
2025-01-05 16:45:00,213.85,707.99
2025-01-05 17:00:00,213.85,707.4
2025-01-05 17:15:00,214.15,708.4
2025-01-05 17:30:00,214.29,708.29
2025-01-05 17:45:00,214.22,708.82
2025-01-05 18:00:00,214.26,709.4
2025-01-05 18:15:00,213.7,709.95
2025-01-05 18:30:00,213.66,709.4
2025-01-05 18:45:00,213.41,709.29
2025-01-05 19:00:00,213.37,709.09
2025-01-05 19:15:00,213.36,709.63
2025-01-05 19:30:00,212.89,709.51
2025-01-05 19:45:00,212.16,708.01
2025-01-05 20:00:00,211.65,706.48
2025-01-05 20:15:00,212.03,707.04
2025-01-05 20:30:00,213.2,708.8
2025-01-05 20:45:00,214.67,712.42
2025-01-05 21:00:00,215.8,714.08
2025-01-05 21:15:00,215.21,713.7
2025-01-05 21:30:00,216.06,714.42
2025-01-05 21:45:00,215.6,713.2
2025-01-05 22:00:00,216.16,713.5
2025-01-05 22:15:00,216.19,713.25
2025-01-05 22:30:00,216.08,712.86
2025-01-05 22:45:00,215.61,712.38
2025-01-05 23:00:00,216.37,712.88
2025-01-05 23:15:00,216.07,711.72
2025-01-05 23:30:00,215.54,711.06
2025-01-05 23:45:00,215.85,712.31
2025-01-06 00:00:00,215.37,712.25
2025-01-06 00:15:00,216.28,714.18
2025-01-06 00:30:00,216.0,713.9
2025-01-06 00:45:00,215.57,714.03
2025-01-06 01:00:00,214.38,713.09
2025-01-06 01:15:00,214.62,713.13
2025-01-06 01:30:00,215.15,715.33
2025-01-06 01:45:00,214.94,714.9
2025-01-06 02:00:00,214.8,714.11
2025-01-06 02:15:00,214.65,713.96
2025-01-06 02:30:00,215.15,714.88
2025-01-06 02:45:00,215.22,714.35
2025-01-06 03:00:00,215.93,713.93
2025-01-06 03:15:00,215.01,713.5
2025-01-06 03:30:00,213.91,711.83
2025-01-06 03:45:00,214.02,712.36
2025-01-06 04:00:00,214.36,714.8
2025-01-06 04:15:00,213.58,714.98
2025-01-06 04:30:00,213.6,715.37
2025-01-06 04:45:00,214.4,716.56
2025-01-06 05:00:00,214.41,717.43
2025-01-06 05:15:00,214.8,719.4
2025-01-06 05:30:00,214.81,718.12
2025-01-06 05:45:00,215.03,718.99
2025-01-06 06:00:00,215.45,718.91
2025-01-06 06:15:00,215.69,719.09
2025-01-06 06:30:00,215.85,718.5
2025-01-06 06:45:00,216.26,718.69
2025-01-06 07:00:00,216.38,717.9
2025-01-06 07:15:00,216.98,718.29
2025-01-06 07:30:00,217.51,718.42
2025-01-06 07:45:00,216.82,718.11
2025-01-06 08:00:00,216.61,717.9
2025-01-06 08:15:00,217.59,717.95
2025-01-06 08:30:00,217.91,717.62
2025-01-06 08:45:00,218.7,717.4
2025-01-06 09:00:00,218.71,716.61
2025-01-06 09:15:00,217.56,714.42
2025-01-06 09:30:00,218.08,716.6
2025-01-06 09:45:00,221.05,720.92
2025-01-06 10:00:00,221.86,721.07
2025-01-06 10:15:00,221.52,722.39
2025-01-06 10:30:00,220.55,721.99
2025-01-06 10:45:00,221.62,725.75
2025-01-06 11:00:00,222.75,728.8
2025-01-06 11:15:00,222.07,735.58
2025-01-06 11:30:00,221.83,733.77
2025-01-06 11:45:00,220.85,732.17
2025-01-06 12:00:00,219.82,728.43
2025-01-06 12:15:00,218.93,727.97
2025-01-06 12:30:00,217.91,724.51
2025-01-06 12:45:00,218.72,728.29
2025-01-06 13:00:00,218.51,728.09
2025-01-06 13:15:00,219.19,728.1
2025-01-06 13:30:00,219.22,728.35
2025-01-06 13:45:00,218.84,728.81
2025-01-06 14:00:00,219.17,730.39
2025-01-06 14:15:00,219.86,730.79
2025-01-06 14:30:00,220.19,732.11
2025-01-06 14:45:00,220.0,732.3
2025-01-06 15:00:00,220.35,733.85
2025-01-06 15:15:00,220.06,736.95
2025-01-06 15:30:00,218.6,740.26
2025-01-06 15:45:00,218.54,739.33
2025-01-06 16:00:00,218.33,739.48
2025-01-06 16:15:00,217.87,740.96
2025-01-06 16:30:00,217.85,740.99
2025-01-06 16:45:00,217.85,741.98
2025-01-06 17:00:00,218.19,739.99
2025-01-06 17:15:00,217.98,739.67
2025-01-06 17:30:00,218.13,740.39
2025-01-06 17:45:00,218.54,737.95
2025-01-06 18:00:00,218.31,736.29
2025-01-06 18:15:00,218.08,734.81
2025-01-06 18:30:00,218.36,730.81
2025-01-06 18:45:00,218.22,729.42
2025-01-06 19:00:00,217.83,728.83
2025-01-06 19:15:00,218.95,729.42
2025-01-06 19:30:00,218.2,729.32
2025-01-06 19:45:00,217.78,726.61
2025-01-06 20:00:00,217.05,726.09
2025-01-06 20:15:00,217.78,725.73
2025-01-06 20:30:00,218.48,725.63
2025-01-06 20:45:00,218.11,727.22
2025-01-06 21:00:00,217.51,729.75
2025-01-06 21:15:00,217.07,727.63
2025-01-06 21:30:00,217.24,728.5
2025-01-06 21:45:00,216.59,727.54
2025-01-06 22:00:00,216.87,727.17
2025-01-06 22:15:00,217.05,728.25
2025-01-06 22:30:00,217.27,727.75
2025-01-06 22:45:00,217.34,728.92
2025-01-06 23:00:00,216.89,728.74
2025-01-06 23:15:00,216.68,728.13
2025-01-06 23:30:00,216.61,728.49
2025-01-06 23:45:00,216.18,727.34
2025-01-07 00:00:00,216.0,728.0
2025-01-07 00:15:00,215.99,729.5
2025-01-07 00:30:00,215.97,729.63
2025-01-07 00:45:00,216.51,730.56
2025-01-07 01:00:00,216.05,730.33
2025-01-07 01:15:00,216.36,732.26
2025-01-07 01:30:00,216.41,732.8
2025-01-07 01:45:00,216.36,731.37
2025-01-07 02:00:00,216.51,731.68
2025-01-07 02:15:00,216.04,731.68
2025-01-07 02:30:00,215.84,729.71
2025-01-07 02:45:00,216.04,730.5
2025-01-07 03:00:00,215.55,731.19
2025-01-07 03:15:00,215.79,730.2
2025-01-07 03:30:00,216.47,730.8
2025-01-07 03:45:00,216.6,730.37
2025-01-07 04:00:00,216.22,729.32
2025-01-07 04:15:00,215.96,729.01
2025-01-07 04:30:00,215.51,728.31
2025-01-07 04:45:00,215.1,726.82
2025-01-07 05:00:00,214.62,727.01
2025-01-07 05:15:00,215.08,728.82
2025-01-07 05:30:00,215.15,728.43
2025-01-07 05:45:00,214.88,728.08
2025-01-07 06:00:00,214.87,727.99
2025-01-07 06:15:00,215.4,728.17
2025-01-07 06:30:00,213.79,724.22
2025-01-07 06:45:00,214.06,726.57
2025-01-07 07:00:00,213.15,725.38
2025-01-07 07:15:00,212.8,724.06
2025-01-07 07:30:00,213.24,724.69
2025-01-07 07:45:00,213.49,724.34
2025-01-07 08:00:00,213.49,724.59
2025-01-07 08:15:00,214.22,725.43
2025-01-07 08:30:00,214.27,725.0
2025-01-07 08:45:00,213.85,724.68
2025-01-07 09:00:00,213.43,724.41
2025-01-07 09:15:00,213.57,723.97
2025-01-07 09:30:00,213.2,723.0
2025-01-07 09:45:00,211.64,717.11
2025-01-07 10:00:00,208.17,709.44
2025-01-07 10:15:00,208.76,710.87
2025-01-07 10:30:00,206.43,702.34
2025-01-07 10:45:00,207.76,709.23
2025-01-07 11:00:00,207.73,707.98
2025-01-07 11:15:00,208.69,709.13
2025-01-07 11:30:00,208.74,710.35
2025-01-07 11:45:00,207.55,708.67
2025-01-07 12:00:00,207.63,709.63
2025-01-07 12:15:00,206.78,707.32
2025-01-07 12:30:00,206.0,705.73
2025-01-07 12:45:00,206.43,705.43
2025-01-07 13:00:00,206.77,705.77
2025-01-07 13:15:00,205.73,703.51
2025-01-07 13:30:00,205.1,701.96
2025-01-07 13:45:00,205.06,702.36
2025-01-07 14:00:00,205.27,699.25
2025-01-07 14:15:00,204.94,698.21
2025-01-07 14:30:00,204.84,698.17
2025-01-07 14:45:00,204.56,696.97
2025-01-07 15:00:00,203.88,697.64
2025-01-07 15:15:00,203.94,697.7
2025-01-07 15:30:00,203.1,694.01
2025-01-07 15:45:00,204.36,696.17
2025-01-07 16:00:00,204.66,698.01
2025-01-07 16:15:00,204.13,697.49
2025-01-07 16:30:00,203.27,694.07
2025-01-07 16:45:00,202.12,691.85
2025-01-07 17:00:00,203.36,695.32
2025-01-07 17:15:00,203.25,694.63
2025-01-07 17:30:00,203.41,695.99
2025-01-07 17:45:00,203.71,696.62
2025-01-07 18:00:00,202.44,693.63
2025-01-07 18:15:00,203.42,696.89
2025-01-07 18:30:00,202.73,697.21
2025-01-07 18:45:00,202.17,698.01
2025-01-07 19:00:00,202.86,701.52
2025-01-07 19:15:00,202.64,705.11
2025-01-07 19:30:00,202.83,705.24
2025-01-07 19:45:00,202.62,705.54
2025-01-07 20:00:00,200.46,701.58
2025-01-07 20:15:00,201.22,701.83
2025-01-07 20:30:00,200.8,700.39
2025-01-07 20:45:00,201.26,699.94
2025-01-07 21:00:00,201.1,700.44
2025-01-07 21:15:00,200.71,701.6
2025-01-07 21:30:00,201.01,700.97
2025-01-07 21:45:00,200.11,699.31
2025-01-07 22:00:00,198.77,697.74
