datetime,XRP/USD:Binance,BNB/USD:Binance
2025-01-01 00:00:00,2.1229,704.81
2025-01-01 00:15:00,2.1283,705.99
2025-01-01 00:30:00,2.1429,705.5
2025-01-01 00:45:00,2.1358,705.58
2025-01-01 01:00:00,2.1356,705.4
2025-01-01 01:15:00,2.1442,706.4
2025-01-01 01:30:00,2.1366,705.85
2025-01-01 01:45:00,2.1439,706.59
2025-01-01 02:00:00,2.1327,705.12
2025-01-01 02:15:00,2.1387,704.24
2025-01-01 02:30:00,2.1334,703.83
2025-01-01 02:45:00,2.1246,703.75
2025-01-01 03:00:00,2.1319,703.95
2025-01-01 03:15:00,2.1206,702.93
2025-01-01 03:30:00,2.1173,703.58
2025-01-01 03:45:00,2.1103,703.06
2025-01-01 04:00:00,2.1073,703.36
2025-01-01 04:15:00,2.0966,701.79
2025-01-01 04:30:00,2.0977,701.48
2025-01-01 04:45:00,2.1052,703.73
2025-01-01 05:00:00,2.1081,703.4
2025-01-01 05:15:00,2.1099,705.36
2025-01-01 05:30:00,2.1123,706.82
2025-01-01 05:45:00,2.109,707.23
2025-01-01 06:00:00,2.1123,708.09
2025-01-01 06:15:00,2.1312,708.75
2025-01-01 06:30:00,2.1392,708.62
2025-01-01 06:45:00,2.1357,707.57
2025-01-01 07:00:00,2.1397,706.6
2025-01-01 07:15:00,2.1604,706.9
2025-01-01 07:30:00,2.1595,707.05
2025-01-01 07:45:00,2.1679,706.29
2025-01-01 08:00:00,2.176,706.76
2025-01-01 08:15:00,2.17,709.43
2025-01-01 08:30:00,2.1617,709.03
2025-01-01 08:45:00,2.1653,710.22
2025-01-01 09:00:00,2.1806,708.82
2025-01-01 09:15:00,2.1712,707.26
2025-01-01 09:30:00,2.1677,707.3
2025-01-01 09:45:00,2.174,708.02
2025-01-01 10:00:00,2.1662,707.36
2025-01-01 10:15:00,2.1799,707.11
2025-01-01 10:30:00,2.1979,707.2
2025-01-01 10:45:00,2.2283,708.11
2025-01-01 11:00:00,2.2628,706.56
2025-01-01 11:15:00,2.2835,705.5
2025-01-01 11:30:00,2.2535,704.58
2025-01-01 11:45:00,2.2635,704.99
2025-01-01 12:00:00,2.227,703.7
2025-01-01 12:15:00,2.2308,705.3
2025-01-01 12:30:00,2.2497,705.33
2025-01-01 12:45:00,2.2596,705.61
2025-01-01 13:00:00,2.2588,704.78
2025-01-01 13:15:00,2.2754,704.62
2025-01-01 13:30:00,2.3083,705.8
2025-01-01 13:45:00,2.322,706.02
2025-01-01 14:00:00,2.3254,706.33
2025-01-01 14:15:00,2.3019,706.6
2025-01-01 14:30:00,2.3121,706.5
2025-01-01 14:45:00,2.3172,707.85
2025-01-01 15:00:00,2.3119,708.61
2025-01-01 15:15:00,2.3108,708.14
2025-01-01 15:30:00,2.3012,708.16
2025-01-01 15:45:00,2.3068,708.22
2025-01-01 16:00:00,2.3057,707.89
2025-01-01 16:15:00,2.3136,707.83
2025-01-01 16:30:00,2.3179,707.15
2025-01-01 16:45:00,2.3207,707.96
2025-01-01 17:00:00,2.3016,708.49
2025-01-01 17:15:00,2.3119,707.49
2025-01-01 17:30:00,2.3316,707.37
2025-01-01 17:45:00,2.3493,707.58
2025-01-01 18:00:00,2.3378,708.39
2025-01-01 18:15:00,2.3354,707.36
2025-01-01 18:30:00,2.3205,708.18
2025-01-01 18:45:00,2.3328,707.84
2025-01-01 19:00:00,2.3895,705.68
2025-01-01 19:15:00,2.4438,701.7
2025-01-01 19:30:00,2.4313,703.57
2025-01-01 19:45:00,2.3887,702.09
2025-01-01 20:00:00,2.3947,702.47
2025-01-01 20:15:00,2.4004,702.56
2025-01-01 20:30:00,2.4008,702.76
2025-01-01 20:45:00,2.4008,701.53
2025-01-01 21:00:00,2.3982,701.52
2025-01-01 21:15:00,2.4058,700.68
2025-01-01 21:30:00,2.4005,699.7
2025-01-01 21:45:00,2.4054,702.11
2025-01-01 22:00:00,2.4007,702.1
2025-01-01 22:15:00,2.4125,703.46
2025-01-01 22:30:00,2.4159,702.89
2025-01-01 22:45:00,2.4249,702.17
2025-01-01 23:00:00,2.415,702.12
2025-01-01 23:15:00,2.4132,702.21
2025-01-01 23:30:00,2.4132,706.64
2025-01-01 23:45:00,2.4001,707.5
2025-01-02 00:00:00,2.3907,707.16
2025-01-02 00:15:00,2.3939,707.48
2025-01-02 00:30:00,2.3926,707.6
2025-01-02 00:45:00,2.3725,706.49
2025-01-02 01:00:00,2.37,706.42
2025-01-02 01:15:00,2.3479,703.65
2025-01-02 01:30:00,2.3593,704.74
2025-01-02 01:45:00,2.3545,704.88
2025-01-02 02:00:00,2.359,706.17
2025-01-02 02:15:00,2.3508,707.21
2025-01-02 02:30:00,2.3625,706.77
2025-01-02 02:45:00,2.3672,706.94
2025-01-02 03:00:00,2.3773,708.79
2025-01-02 03:15:00,2.3825,707.8
2025-01-02 03:30:00,2.3803,708.63
2025-01-02 03:45:00,2.3788,710.49
2025-01-02 04:00:00,2.3989,710.06
2025-01-02 04:15:00,2.4008,711.3
2025-01-02 04:30:00,2.4094,712.42
2025-01-02 04:45:00,2.4005,715.08
2025-01-02 05:00:00,2.3931,712.24
2025-01-02 05:15:00,2.3882,713.14
2025-01-02 05:30:00,2.3975,712.82
2025-01-02 05:45:00,2.3952,712.5
2025-01-02 06:00:00,2.3968,711.06
2025-01-02 06:15:00,2.4001,712.2
2025-01-02 06:30:00,2.4094,712.8
2025-01-02 06:45:00,2.4035,713.26
2025-01-02 07:00:00,2.403,713.32
2025-01-02 07:15:00,2.4072,711.85
2025-01-02 07:30:00,2.4149,712.66
2025-01-02 07:45:00,2.4071,713.96
2025-01-02 08:00:00,2.4052,712.12
2025-01-02 08:15:00,2.4036,712.28
2025-01-02 08:30:00,2.4014,711.55
2025-01-02 08:45:00,2.3911,711.39
2025-01-02 09:00:00,2.3837,710.59
2025-01-02 09:15:00,2.389,710.63
2025-01-02 09:30:00,2.4093,711.68
2025-01-02 09:45:00,2.4076,711.9
2025-01-02 10:00:00,2.4012,711.17
2025-01-02 10:15:00,2.3904,708.95
2025-01-02 10:30:00,2.3907,707.2
2025-01-02 10:45:00,2.4042,704.54
2025-01-02 11:00:00,2.4089,705.32
2025-01-02 11:15:00,2.4098,707.21
2025-01-02 11:30:00,2.4093,707.38
2025-01-02 11:45:00,2.4189,706.44
2025-01-02 12:00:00,2.432,708.98
2025-01-02 12:15:00,2.4271,707.58
2025-01-02 12:30:00,2.3982,703.54
2025-01-02 12:45:00,2.396,705.0
2025-01-02 13:00:00,2.3972,704.82
2025-01-02 13:15:00,2.4034,705.19
2025-01-02 13:30:00,2.4058,705.59
2025-01-02 13:45:00,2.4072,706.4
2025-01-02 14:00:00,2.4039,706.71
2025-01-02 14:15:00,2.4057,707.3
2025-01-02 14:30:00,2.3981,706.69
2025-01-02 14:45:00,2.3878,704.81
2025-01-02 15:00:00,2.3941,706.06
2025-01-02 15:15:00,2.3867,706.75
2025-01-02 15:30:00,2.3738,705.87
2025-01-02 15:45:00,2.3841,706.1
2025-01-02 16:00:00,2.3765,704.75
2025-01-02 16:15:00,2.3818,705.5
2025-01-02 16:30:00,2.3837,704.8
2025-01-02 16:45:00,2.3865,705.99
2025-01-02 17:00:00,2.3925,704.81
2025-01-02 17:15:00,2.3945,704.42
2025-01-02 17:30:00,2.4051,705.65
2025-01-02 17:45:00,2.4056,705.76
2025-01-02 18:00:00,2.4003,705.5
2025-01-02 18:15:00,2.4024,706.24
2025-01-02 18:30:00,2.4085,706.47
2025-01-02 18:45:00,2.4024,706.25
2025-01-02 19:00:00,2.4124,706.13
2025-01-02 19:15:00,2.4129,706.48
2025-01-02 19:30:00,2.4108,704.6
2025-01-02 19:45:00,2.4112,704.07
2025-01-02 20:00:00,2.3987,702.06
2025-01-02 20:15:00,2.4215,702.7
2025-01-02 20:30:00,2.423,701.55
2025-01-02 20:45:00,2.4231,704.65
2025-01-02 21:00:00,2.4269,705.68
2025-01-02 21:15:00,2.4598,706.51
2025-01-02 21:30:00,2.4431,705.06
2025-01-02 21:45:00,2.4475,703.88
2025-01-02 22:00:00,2.4526,703.36
2025-01-02 22:15:00,2.4574,703.5
2025-01-02 22:30:00,2.4522,703.89
2025-01-02 22:45:00,2.468,705.2
2025-01-02 23:00:00,2.4575,704.61
2025-01-02 23:15:00,2.4498,705.19
2025-01-02 23:30:00,2.4501,705.2
2025-01-02 23:45:00,2.4428,704.71
2025-01-03 00:00:00,2.4406,704.72
2025-01-03 00:15:00,2.4291,704.6
2025-01-03 00:30:00,2.4246,705.2
2025-01-03 00:45:00,2.4301,705.31
2025-01-03 01:00:00,2.4504,705.91
2025-01-03 01:15:00,2.4444,705.04
2025-01-03 01:30:00,2.4479,705.2
2025-01-03 01:45:00,2.4444,702.84
2025-01-03 02:00:00,2.4218,702.66
2025-01-03 02:15:00,2.4136,702.1
2025-01-03 02:30:00,2.4152,702.76
2025-01-03 02:45:00,2.4152,700.73
2025-01-03 03:00:00,2.4209,700.67
2025-01-03 03:15:00,2.413,700.01
2025-01-03 03:30:00,2.4179,699.29
2025-01-03 03:45:00,2.4133,699.14
2025-01-03 04:00:00,2.4204,700.4
2025-01-03 04:15:00,2.4202,702.24
2025-01-03 04:30:00,2.4173,701.24
2025-01-03 04:45:00,2.4204,701.3
2025-01-03 05:00:00,2.415,700.41
2025-01-03 05:15:00,2.4229,701.38
2025-01-03 05:30:00,2.4166,701.44
2025-01-03 05:45:00,2.4106,701.01
2025-01-03 06:00:00,2.4128,701.99
2025-01-03 06:15:00,2.426,703.14
2025-01-03 06:30:00,2.4217,703.62
2025-01-03 06:45:00,2.4087,705.4
2025-01-03 07:00:00,2.4145,707.0
2025-01-03 07:15:00,2.4147,706.19
2025-01-03 07:30:00,2.4109,704.64
2025-01-03 07:45:00,2.4041,703.71
2025-01-03 08:00:00,2.4092,705.24
2025-01-03 08:15:00,2.4043,704.63
2025-01-03 08:30:00,2.4155,705.72
2025-01-03 08:45:00,2.4082,704.61
2025-01-03 09:00:00,2.4185,706.47
2025-01-03 09:15:00,2.4215,708.0
2025-01-03 09:30:00,2.4344,709.43
2025-01-03 09:45:00,2.4346,708.15
2025-01-03 10:00:00,2.4408,708.4
2025-01-03 10:15:00,2.4372,708.71
2025-01-03 10:30:00,2.4328,709.71
2025-01-03 10:45:00,2.4468,710.04
2025-01-03 11:00:00,2.4451,710.68
2025-01-03 11:15:00,2.4513,713.68
2025-01-03 11:30:00,2.4773,714.03
2025-01-03 11:45:00,2.4596,712.72
2025-01-03 12:00:00,2.4569,709.48
2025-01-03 12:15:00,2.4671,710.64
2025-01-03 12:30:00,2.4581,710.99
2025-01-03 12:45:00,2.4419,711.97
2025-01-03 13:00:00,2.4456,712.88
2025-01-03 13:15:00,2.4563,713.12
2025-01-03 13:30:00,2.4527,712.85
2025-01-03 13:45:00,2.4512,712.09
2025-01-03 14:00:00,2.4698,713.36
2025-01-03 14:15:00,2.4753,713.59
2025-01-03 14:30:00,2.4697,713.46
2025-01-03 14:45:00,2.4728,713.28
2025-01-03 15:00:00,2.4571,711.61
2025-01-03 15:15:00,2.4625,712.6
2025-01-03 15:30:00,2.4563,712.1
2025-01-03 15:45:00,2.4486,712.12
2025-01-03 16:00:00,2.4451,714.16
2025-01-03 16:15:00,2.4521,715.27
2025-01-03 16:30:00,2.4483,715.17
2025-01-03 16:45:00,2.4533,714.36
2025-01-03 17:00:00,2.4615,713.68
2025-01-03 17:15:00,2.4578,713.98
2025-01-03 17:30:00,2.4615,714.5
2025-01-03 17:45:00,2.4597,713.81
2025-01-03 18:00:00,2.4569,713.79
2025-01-03 18:15:00,2.4643,712.73
2025-01-03 18:30:00,2.4562,713.33
2025-01-03 18:45:00,2.4547,714.88
2025-01-03 19:00:00,2.4585,715.3
2025-01-03 19:15:00,2.4545,717.8
2025-01-03 19:30:00,2.4355,719.13
2025-01-03 19:45:00,2.444,717.1
2025-01-03 20:00:00,2.4387,715.68
2025-01-03 20:15:00,2.4413,717.52
2025-01-03 20:30:00,2.4449,717.17
2025-01-03 20:45:00,2.4731,715.98
2025-01-03 21:00:00,2.483,715.08
2025-01-03 21:15:00,2.4805,716.5
2025-01-03 21:30:00,2.4762,718.4
2025-01-03 21:45:00,2.4838,719.29
2025-01-03 22:00:00,2.478,721.38
2025-01-03 22:15:00,2.4706,720.4
2025-01-03 22:30:00,2.472,719.52
2025-01-03 22:45:00,2.4657,719.43
2025-01-03 23:00:00,2.4613,718.77
2025-01-03 23:15:00,2.4528,717.5
2025-01-03 23:30:00,2.4472,718.98
2025-01-03 23:45:00,2.4506,720.13
2025-01-04 00:00:00,2.458,718.89
2025-01-04 00:15:00,2.4544,719.35
2025-01-04 00:30:00,2.4497,718.91
2025-01-04 00:45:00,2.4544,719.36
2025-01-04 01:00:00,2.4575,718.73
2025-01-04 01:15:00,2.4599,717.91
2025-01-04 01:30:00,2.4561,717.88
2025-01-04 01:45:00,2.4556,718.8
2025-01-04 02:00:00,2.4585,718.08
2025-01-04 02:15:00,2.4519,717.93
2025-01-04 02:30:00,2.451,718.5
2025-01-04 02:45:00,2.4462,717.95
2025-01-04 03:00:00,2.4499,716.88
2025-01-04 03:15:00,2.4434,715.6
2025-01-04 03:30:00,2.436,714.97
2025-01-04 03:45:00,2.4329,714.51
2025-01-04 04:00:00,2.4417,715.76
2025-01-04 04:15:00,2.444,715.29
2025-01-04 04:30:00,2.4449,715.37
2025-01-04 04:45:00,2.4464,715.56
2025-01-04 05:00:00,2.4394,714.4
2025-01-04 05:15:00,2.4358,713.44
2025-01-04 05:30:00,2.4413,714.19
2025-01-04 05:45:00,2.4393,714.19
2025-01-04 06:00:00,2.4361,714.06
2025-01-04 06:15:00,2.4359,713.67
2025-01-04 06:30:00,2.4411,714.0
2025-01-04 06:45:00,2.4407,714.21
2025-01-04 07:00:00,2.4415,714.36
2025-01-04 07:15:00,2.4471,716.3
2025-01-04 07:30:00,2.4484,716.0
2025-01-04 07:45:00,2.45,717.02
2025-01-04 08:00:00,2.4521,716.32
2025-01-04 08:15:00,2.4509,715.59
2025-01-04 08:30:00,2.449,715.3
2025-01-04 08:45:00,2.4541,715.25
2025-01-04 09:00:00,2.4479,715.14
2025-01-04 09:15:00,2.4514,715.61
2025-01-04 09:30:00,2.4534,716.11
2025-01-04 09:45:00,2.4583,716.77
2025-01-04 10:00:00,2.4556,716.27
2025-01-04 10:15:00,2.4471,713.32
2025-01-04 10:30:00,2.4097,708.66
2025-01-04 10:45:00,2.4115,709.38
2025-01-04 11:00:00,2.4283,710.76
2025-01-04 11:15:00,2.4258,711.27
2025-01-04 11:30:00,2.4178,710.27
2025-01-04 11:45:00,2.4196,710.79
2025-01-04 12:00:00,2.4189,711.57
2025-01-04 12:15:00,2.4171,711.6
2025-01-04 12:30:00,2.4193,711.71
2025-01-04 12:45:00,2.427,712.71
2025-01-04 13:00:00,2.4262,712.19
2025-01-04 13:15:00,2.424,712.67
2025-01-04 13:30:00,2.4216,712.34
2025-01-04 13:45:00,2.4198,711.7
2025-01-04 14:00:00,2.4167,712.1
2025-01-04 14:15:00,2.4165,711.81
2025-01-04 14:30:00,2.4173,711.6
2025-01-04 14:45:00,2.4234,711.92
2025-01-04 15:00:00,2.4227,712.47
2025-01-04 15:15:00,2.4274,712.48
2025-01-04 15:30:00,2.4371,714.23
2025-01-04 15:45:00,2.4348,714.48
2025-01-04 16:00:00,2.4376,713.1
2025-01-04 16:15:00,2.4343,712.87
2025-01-04 16:30:00,2.429,712.89
2025-01-04 16:45:00,2.4241,713.3
2025-01-04 17:00:00,2.4204,712.85
2025-01-04 17:15:00,2.4186,713.5
2025-01-04 17:30:00,2.4224,713.65
2025-01-04 17:45:00,2.4294,714.65
2025-01-04 18:00:00,2.4215,713.76
2025-01-04 18:15:00,2.4248,713.68
2025-01-04 18:30:00,2.4208,714.07
2025-01-04 18:45:00,2.4201,713.41
2025-01-04 19:00:00,2.4195,712.52
2025-01-04 19:15:00,2.421,712.79
2025-01-04 19:30:00,2.4114,713.19
2025-01-04 19:45:00,2.4085,712.66
2025-01-04 20:00:00,2.4002,711.72
2025-01-04 20:15:00,2.4007,711.37
2025-01-04 20:30:00,2.3865,710.55
2025-01-04 20:45:00,2.3886,710.55
2025-01-04 21:00:00,2.3931,711.59
2025-01-04 21:15:00,2.3919,711.66
2025-01-04 21:30:00,2.3884,711.46
2025-01-04 21:45:00,2.3929,712.41
2025-01-04 22:00:00,2.3918,711.96
2025-01-04 22:15:00,2.389,711.44
2025-01-04 22:30:00,2.388,711.35
2025-01-04 22:45:00,2.3903,712.3
2025-01-04 23:00:00,2.3957,712.95
2025-01-04 23:15:00,2.4025,713.43
2025-01-04 23:30:00,2.4026,713.46
2025-01-04 23:45:00,2.4012,713.68
2025-01-05 00:00:00,2.4029,712.76
2025-01-05 00:15:00,2.4012,713.0
2025-01-05 00:30:00,2.3978,712.51
2025-01-05 00:45:00,2.3954,711.39
2025-01-05 01:00:00,2.3905,710.78
2025-01-05 01:15:00,2.3978,711.4
2025-01-05 01:30:00,2.4049,711.73
2025-01-05 01:45:00,2.4072,712.21
2025-01-05 02:00:00,2.406,712.03
2025-01-05 02:15:00,2.4045,712.29
2025-01-05 02:30:00,2.4031,712.59
2025-01-05 02:45:00,2.4006,712.44
2025-01-05 03:00:00,2.3785,710.6
2025-01-05 03:15:00,2.3824,711.25
2025-01-05 03:30:00,2.3803,711.28
2025-01-05 03:45:00,2.3823,711.29
2025-01-05 04:00:00,2.3817,709.02
2025-01-05 04:15:00,2.3715,708.66
2025-01-05 04:30:00,2.3721,708.12
2025-01-05 04:45:00,2.3493,705.7
2025-01-05 05:00:00,2.349,706.51
2025-01-05 05:15:00,2.3342,706.15
2025-01-05 05:30:00,2.342,706.5
2025-01-05 05:45:00,2.3415,708.21
2025-01-05 06:00:00,2.3484,708.37
2025-01-05 06:15:00,2.3509,708.11
2025-01-05 06:30:00,2.3561,708.34
2025-01-05 06:45:00,2.3527,708.05
2025-01-05 07:00:00,2.3531,707.52
2025-01-05 07:15:00,2.3532,706.89
2025-01-05 07:30:00,2.3571,707.17
2025-01-05 07:45:00,2.3589,707.31
2025-01-05 08:00:00,2.3606,707.28
2025-01-05 08:15:00,2.3686,708.22
2025-01-05 08:30:00,2.3745,708.66
2025-01-05 08:45:00,2.3665,706.57
2025-01-05 09:00:00,2.3591,704.41
2025-01-05 09:15:00,2.3592,705.13
2025-01-05 09:30:00,2.3639,705.92
2025-01-05 09:45:00,2.3753,707.04
2025-01-05 10:00:00,2.3691,707.66
2025-01-05 10:15:00,2.3677,707.54
2025-01-05 10:30:00,2.3716,708.64
2025-01-05 10:45:00,2.3683,708.06
2025-01-05 11:00:00,2.3721,707.8
2025-01-05 11:15:00,2.3676,706.66
2025-01-05 11:30:00,2.3619,706.07
2025-01-05 11:45:00,2.3667,706.58
2025-01-05 12:00:00,2.3754,707.06
2025-01-05 12:15:00,2.3824,706.98
2025-01-05 12:30:00,2.3807,705.41
2025-01-05 12:45:00,2.3795,704.47
2025-01-05 13:00:00,2.3751,703.79
2025-01-05 13:15:00,2.3808,704.92
2025-01-05 13:30:00,2.396,705.04
2025-01-05 13:45:00,2.403,705.21
2025-01-05 14:00:00,2.3984,705.8
2025-01-05 14:15:00,2.3956,705.98
2025-01-05 14:30:00,2.3862,705.4
2025-01-05 14:45:00,2.3837,705.84
2025-01-05 15:00:00,2.3927,706.47
2025-01-05 15:15:00,2.3965,707.66
2025-01-05 15:30:00,2.3942,706.81
2025-01-05 15:45:00,2.3976,706.46
2025-01-05 16:00:00,2.4008,707.0
2025-01-05 16:15:00,2.3991,707.04
2025-01-05 16:30:00,2.3964,707.46
2025-01-05 16:45:00,2.3918,707.99
2025-01-05 17:00:00,2.3905,707.4
2025-01-05 17:15:00,2.3955,708.4
2025-01-05 17:30:00,2.3993,708.29
2025-01-05 17:45:00,2.4031,708.82
2025-01-05 18:00:00,2.4067,709.4
2025-01-05 18:15:00,2.4109,709.95
2025-01-05 18:30:00,2.406,709.4
2025-01-05 18:45:00,2.3994,709.29
2025-01-05 19:00:00,2.4065,709.09
2025-01-05 19:15:00,2.4053,709.63
2025-01-05 19:30:00,2.399,709.51
2025-01-05 19:45:00,2.3895,708.01
2025-01-05 20:00:00,2.379,706.48
2025-01-05 20:15:00,2.3828,707.04
2025-01-05 20:30:00,2.4016,708.8
2025-01-05 20:45:00,2.4191,712.42
2025-01-05 21:00:00,2.4293,714.08
2025-01-05 21:15:00,2.4184,713.7
2025-01-05 21:30:00,2.4161,714.42
2025-01-05 21:45:00,2.405,713.2
2025-01-05 22:00:00,2.4029,713.5
2025-01-05 22:15:00,2.4091,713.25
2025-01-05 22:30:00,2.4146,712.86
2025-01-05 22:45:00,2.4121,712.38
2025-01-05 23:00:00,2.4196,712.88
2025-01-05 23:15:00,2.4149,711.72
2025-01-05 23:30:00,2.4152,711.06
2025-01-05 23:45:00,2.4163,712.31
2025-01-06 00:00:00,2.4079,712.25
2025-01-06 00:15:00,2.4133,714.18
2025-01-06 00:30:00,2.4059,713.9
2025-01-06 00:45:00,2.4043,714.03
2025-01-06 01:00:00,2.4012,713.09
2025-01-06 01:15:00,2.4105,713.13
2025-01-06 01:30:00,2.4092,715.33
2025-01-06 01:45:00,2.412,714.9
2025-01-06 02:00:00,2.4057,714.11
2025-01-06 02:15:00,2.3991,713.96
2025-01-06 02:30:00,2.3931,714.88
2025-01-06 02:45:00,2.3927,714.35
2025-01-06 03:00:00,2.3961,713.93
2025-01-06 03:15:00,2.4001,713.5
2025-01-06 03:30:00,2.3831,711.83
2025-01-06 03:45:00,2.3797,712.36
2025-01-06 04:00:00,2.3862,714.8
2025-01-06 04:15:00,2.3769,714.98
2025-01-06 04:30:00,2.3799,715.37
2025-01-06 04:45:00,2.3858,716.56
2025-01-06 05:00:00,2.3803,717.43
2025-01-06 05:15:00,2.3858,719.4
2025-01-06 05:30:00,2.3873,718.12
2025-01-06 05:45:00,2.3869,718.99
2025-01-06 06:00:00,2.3827,718.91
2025-01-06 06:15:00,2.3942,719.09
2025-01-06 06:30:00,2.4007,718.5
2025-01-06 06:45:00,2.3959,718.69
2025-01-06 07:00:00,2.396,717.9
2025-01-06 07:15:00,2.3948,718.29
2025-01-06 07:30:00,2.3969,718.42
2025-01-06 07:45:00,2.392,718.11
2025-01-06 08:00:00,2.3866,717.9
2025-01-06 08:15:00,2.3952,717.95
2025-01-06 08:30:00,2.3983,717.62
2025-01-06 08:45:00,2.399,717.4
2025-01-06 09:00:00,2.4008,716.61
2025-01-06 09:15:00,2.3826,714.42
2025-01-06 09:30:00,2.3917,716.6
2025-01-06 09:45:00,2.4288,720.92
2025-01-06 10:00:00,2.4337,721.07
2025-01-06 10:15:00,2.4454,722.39
2025-01-06 10:30:00,2.4406,721.99
2025-01-06 10:45:00,2.4363,725.75
2025-01-06 11:00:00,2.4548,728.8
2025-01-06 11:15:00,2.4504,735.58
2025-01-06 11:30:00,2.4466,733.77
2025-01-06 11:45:00,2.4442,732.17
2025-01-06 12:00:00,2.4295,728.43
2025-01-06 12:15:00,2.4242,727.97
2025-01-06 12:30:00,2.407,724.51
2025-01-06 12:45:00,2.4165,728.29
2025-01-06 13:00:00,2.4156,728.09
2025-01-06 13:15:00,2.4251,728.1
2025-01-06 13:30:00,2.4276,728.35
2025-01-06 13:45:00,2.4262,728.81
2025-01-06 14:00:00,2.4312,730.39
2025-01-06 14:15:00,2.4315,730.79
2025-01-06 14:30:00,2.4316,732.11
2025-01-06 14:45:00,2.4249,732.3
2025-01-06 15:00:00,2.4285,733.85
2025-01-06 15:15:00,2.4251,736.95
2025-01-06 15:30:00,2.4225,740.26
2025-01-06 15:45:00,2.4196,739.33
2025-01-06 16:00:00,2.417,739.48
2025-01-06 16:15:00,2.4134,740.96
2025-01-06 16:30:00,2.4165,740.99
2025-01-06 16:45:00,2.413,741.98
2025-01-06 17:00:00,2.4088,739.99
2025-01-06 17:15:00,2.4125,739.67
2025-01-06 17:30:00,2.4173,740.39
2025-01-06 17:45:00,2.4214,737.95
2025-01-06 18:00:00,2.4161,736.29
2025-01-06 18:15:00,2.416,734.81
2025-01-06 18:30:00,2.4146,730.81
2025-01-06 18:45:00,2.42,729.42
2025-01-06 19:00:00,2.4115,728.83
2025-01-06 19:15:00,2.4175,729.42
2025-01-06 19:30:00,2.4116,729.32
2025-01-06 19:45:00,2.407,726.61
2025-01-06 20:00:00,2.3967,726.09
2025-01-06 20:15:00,2.4013,725.73
2025-01-06 20:30:00,2.4042,725.63
2025-01-06 20:45:00,2.4145,727.22
2025-01-06 21:00:00,2.4049,729.75
2025-01-06 21:15:00,2.397,727.63
2025-01-06 21:30:00,2.4001,728.5
2025-01-06 21:45:00,2.3944,727.54
2025-01-06 22:00:00,2.4019,727.17
2025-01-06 22:15:00,2.3995,728.25
2025-01-06 22:30:00,2.3995,727.75
2025-01-06 22:45:00,2.4048,728.92
2025-01-06 23:00:00,2.4163,728.74
2025-01-06 23:15:00,2.4098,728.13
2025-01-06 23:30:00,2.4115,728.49
2025-01-06 23:45:00,2.4064,727.34
2025-01-07 00:00:00,2.4086,728.0
2025-01-07 00:15:00,2.4154,729.5
2025-01-07 00:30:00,2.4129,729.63
2025-01-07 00:45:00,2.4309,730.56
2025-01-07 01:00:00,2.4342,730.33
2025-01-07 01:15:00,2.4301,732.26
2025-01-07 01:30:00,2.4372,732.8
2025-01-07 01:45:00,2.4464,731.37
2025-01-07 02:00:00,2.4397,731.68
2025-01-07 02:15:00,2.4357,731.68
2025-01-07 02:30:00,2.4321,729.71
2025-01-07 02:45:00,2.4275,730.5
2025-01-07 03:00:00,2.4354,731.19
2025-01-07 03:15:00,2.4467,730.2
2025-01-07 03:30:00,2.4457,730.8
2025-01-07 03:45:00,2.4417,730.37
2025-01-07 04:00:00,2.4443,729.32
2025-01-07 04:15:00,2.4481,729.01
2025-01-07 04:30:00,2.4407,728.31
2025-01-07 04:45:00,2.4477,726.82
2025-01-07 05:00:00,2.4422,727.01
2025-01-07 05:15:00,2.446,728.82
2025-01-07 05:30:00,2.453,728.43
2025-01-07 05:45:00,2.4565,728.08
2025-01-07 06:00:00,2.4497,727.99
2025-01-07 06:15:00,2.4464,728.17
2025-01-07 06:30:00,2.4164,724.22
2025-01-07 06:45:00,2.422,726.57
2025-01-07 07:00:00,2.425,725.38
2025-01-07 07:15:00,2.413,724.06
2025-01-07 07:30:00,2.4182,724.69
2025-01-07 07:45:00,2.4138,724.34
2025-01-07 08:00:00,2.4194,724.59
2025-01-07 08:15:00,2.4242,725.43
2025-01-07 08:30:00,2.427,725.0
2025-01-07 08:45:00,2.4257,724.68
2025-01-07 09:00:00,2.429,724.41
2025-01-07 09:15:00,2.4395,723.97
2025-01-07 09:30:00,2.4314,723.0
2025-01-07 09:45:00,2.3943,717.11
2025-01-07 10:00:00,2.3392,709.44
2025-01-07 10:15:00,2.3406,710.87
2025-01-07 10:30:00,2.2982,702.34
2025-01-07 10:45:00,2.3139,709.23
2025-01-07 11:00:00,2.3217,707.98
2025-01-07 11:15:00,2.3443,709.13
2025-01-07 11:30:00,2.3371,710.35
2025-01-07 11:45:00,2.3123,708.67
2025-01-07 12:00:00,2.3193,709.63
2025-01-07 12:15:00,2.3107,707.32
2025-01-07 12:30:00,2.3076,705.73
2025-01-07 12:45:00,2.3015,705.43
2025-01-07 13:00:00,2.3087,705.77
2025-01-07 13:15:00,2.2937,703.51
2025-01-07 13:30:00,2.2792,701.96
2025-01-07 13:45:00,2.2949,702.36
2025-01-07 14:00:00,2.2955,699.25
2025-01-07 14:15:00,2.2901,698.21
2025-01-07 14:30:00,2.2795,698.17
2025-01-07 14:45:00,2.2827,696.97
2025-01-07 15:00:00,2.2896,697.64
2025-01-07 15:15:00,2.29,697.7
