datetime,SOL/USD,BTC/USD
2025-02-10 11:15:00,203.23,97055.0
2025-02-10 11:30:00,202.93,97170.72
2025-02-10 11:45:00,203.27,97336.64
2025-02-10 12:00:00,202.46,96999.02
2025-02-10 12:15:00,203.47,97321.91
2025-02-10 12:30:00,203.27,97270.3
2025-02-10 12:45:00,203.62,97522.21
2025-02-10 13:00:00,202.83,97311.12
2025-02-10 13:15:00,203.24,97505.61
2025-02-10 13:30:00,202.55,97296.41
2025-02-10 13:45:00,203.24,97590.46
2025-02-10 14:00:00,203.16,97634.18
2025-02-10 14:15:00,202.93,97608.96
2025-02-10 14:30:00,201.83,97413.21
2025-02-10 14:45:00,201.4,97405.39
2025-02-10 15:00:00,202.47,97456.66
2025-02-10 15:15:00,201.97,97307.8
2025-02-10 15:30:00,201.99,97503.1
2025-02-10 15:45:00,201.17,97374.72
2025-02-10 16:00:00,200.76,97274.6
2025-02-10 16:15:00,201.09,97317.03
2025-02-10 16:30:00,200.92,97292.11
2025-02-10 16:45:00,200.2,97404.44
2025-02-10 17:00:00,200.25,97342.37
2025-02-10 17:15:00,200.8,97496.4
2025-02-10 17:30:00,200.29,97461.85
2025-02-10 17:45:00,200.12,97415.84
2025-02-10 18:00:00,199.77,97334.32
2025-02-10 18:15:00,199.59,97274.99
2025-02-10 18:30:00,199.83,97347.07
2025-02-10 18:45:00,200.53,97444.41
2025-02-10 19:00:00,200.92,97760.53
2025-02-10 19:15:00,201.67,97797.47
2025-02-10 19:30:00,202.49,98037.7
2025-02-10 19:45:00,201.85,97802.36
2025-02-10 20:00:00,202.01,97916.04
2025-02-10 20:15:00,203.25,97987.58
2025-02-10 20:30:00,204.05,98013.14
2025-02-10 20:45:00,203.82,98010.82
2025-02-10 21:00:00,202.62,97902.07
2025-02-10 21:15:00,201.87,97654.69
2025-02-10 21:30:00,200.84,97681.66
2025-02-10 21:45:00,201.48,97787.68
2025-02-10 22:00:00,201.15,97649.13
2025-02-10 22:15:00,201.06,97604.51
2025-02-10 22:30:00,200.95,97556.25
2025-02-10 22:45:00,201.17,97630.42
2025-02-10 23:00:00,201.37,97587.92
2025-02-10 23:15:00,202.28,97639.79
2025-02-10 23:30:00,203.08,98008.69
2025-02-10 23:45:00,203.8,98085.23
2025-02-11 00:00:00,204.6,98180.01
2025-02-11 00:15:00,203.98,98255.86
2025-02-11 00:30:00,204.87,98311.31
2025-02-11 00:45:00,205.1,98443.12
2025-02-11 01:00:00,204.47,98208.6
2025-02-11 01:15:00,204.62,98318.9
2025-02-11 01:30:00,205.18,98361.42
2025-02-11 01:45:00,205.64,98443.69
2025-02-11 02:00:00,204.83,98375.7
2025-02-11 02:15:00,205.24,98430.48
2025-02-11 02:30:00,204.99,98440.91
2025-02-11 02:45:00,204.44,98282.91
2025-02-11 03:00:00,204.38,98223.24
2025-02-11 03:15:00,204.67,98134.31
2025-02-11 03:30:00,205.34,98279.36
2025-02-11 03:45:00,204.81,98251.63
2025-02-11 04:00:00,204.56,98249.8
2025-02-11 04:15:00,204.24,98206.29
2025-02-11 04:30:00,203.02,97995.1
2025-02-11 04:45:00,202.89,98018.49
2025-02-11 05:00:00,202.23,98115.27
2025-02-11 05:15:00,201.37,97931.63
2025-02-11 05:30:00,202.18,97995.12
2025-02-11 05:45:00,202.37,97975.55
2025-02-11 06:00:00,202.39,97975.07
2025-02-11 06:15:00,202.88,98105.98
2025-02-11 06:30:00,202.59,98074.0
2025-02-11 06:45:00,203.43,98158.12
2025-02-11 07:00:00,202.11,97818.93
2025-02-11 07:15:00,201.81,97722.91
2025-02-11 07:30:00,202.33,97756.83
2025-02-11 07:45:00,202.39,97785.92
2025-02-11 08:00:00,202.25,97816.34
2025-02-11 08:15:00,200.8,97562.02
2025-02-11 08:30:00,200.32,97271.08
2025-02-11 08:45:00,198.37,96809.7
2025-02-11 09:00:00,199.06,96951.99
2025-02-11 09:15:00,199.2,96900.26
2025-02-11 09:30:00,199.58,97174.21
2025-02-11 09:45:00,199.73,96967.61
2025-02-11 10:00:00,199.27,96875.36
2025-02-11 10:15:00,199.63,96942.63
2025-02-11 10:30:00,199.35,96869.32
2025-02-11 10:45:00,199.48,97020.95
2025-02-11 11:00:00,200.0,97021.47
2025-02-11 11:15:00,199.03,96659.58
2025-02-11 11:30:00,199.0,96503.01
2025-02-11 11:45:00,198.03,96359.55
2025-02-11 12:00:00,197.27,96072.02
2025-02-11 12:15:00,198.66,96272.5
2025-02-11 12:30:00,197.9,96086.73
2025-02-11 12:45:00,198.61,96155.92
2025-02-11 13:00:00,197.62,95901.42
2025-02-11 13:15:00,196.74,95660.44
2025-02-11 13:30:00,196.76,95698.8
2025-02-11 13:45:00,196.65,95445.07
2025-02-11 14:00:00,196.84,95397.28
2025-02-11 14:15:00,195.88,94998.72
2025-02-11 14:30:00,195.58,95036.22
2025-02-11 14:45:00,195.61,95019.16
2025-02-11 15:00:00,196.56,95174.97
2025-02-11 15:15:00,196.44,95274.66
2025-02-11 15:30:00,195.94,95024.31
2025-02-11 15:45:00,196.67,95279.96
2025-02-11 16:00:00,196.6,95443.91
2025-02-11 16:15:00,197.28,95696.42
2025-02-11 16:30:00,198.52,96237.94
2025-02-11 16:45:00,198.26,96369.81
2025-02-11 17:00:00,199.09,96198.43
2025-02-11 17:15:00,199.01,96218.34
2025-02-11 17:30:00,197.57,95809.73
2025-02-11 17:45:00,196.92,95578.66
2025-02-11 18:00:00,197.69,95773.86
2025-02-11 18:15:00,198.3,95909.53
2025-02-11 18:30:00,197.85,95718.69
2025-02-11 18:45:00,197.93,95774.08
2025-02-11 19:00:00,198.33,95977.43
2025-02-11 19:15:00,197.66,95892.0
2025-02-11 19:30:00,197.48,95922.0
2025-02-11 19:45:00,198.03,96039.9
2025-02-11 20:00:00,197.12,95911.64
2025-02-11 20:15:00,196.88,95925.34
2025-02-11 20:30:00,197.24,96022.96
2025-02-11 20:45:00,197.29,96195.52
2025-02-11 21:00:00,196.83,96025.89
2025-02-11 21:15:00,196.4,95997.29
2025-02-11 21:30:00,196.93,95984.67
2025-02-11 21:45:00,195.61,95552.72
2025-02-11 22:00:00,194.08,95352.87
2025-02-11 22:15:00,195.4,95678.37
2025-02-11 22:30:00,195.09,95578.69
2025-02-11 22:45:00,194.25,95256.41
2025-02-11 23:00:00,194.67,95498.69
2025-02-11 23:15:00,193.79,95351.78
2025-02-11 23:30:00,193.81,95395.21
2025-02-11 23:45:00,194.42,95522.85
2025-02-12 00:00:00,195.38,95737.81
2025-02-12 00:15:00,195.98,95874.68
2025-02-12 00:30:00,195.4,95745.6
2025-02-12 00:45:00,195.68,95876.66
2025-02-12 01:00:00,195.5,95906.6
2025-02-12 01:15:00,194.9,95770.3
2025-02-12 01:30:00,194.65,95868.1
2025-02-12 01:45:00,193.71,95804.57
2025-02-12 02:00:00,194.55,95867.08
2025-02-12 02:15:00,195.48,96058.81
2025-02-12 02:30:00,195.59,96058.08
2025-02-12 02:45:00,195.21,96053.57
2025-02-12 03:00:00,196.03,96210.56
2025-02-12 03:15:00,196.17,96216.6
2025-02-12 03:30:00,196.2,96320.22
2025-02-12 03:45:00,196.15,96352.03
2025-02-12 04:00:00,195.45,96212.93
2025-02-12 04:15:00,196.12,96128.98
2025-02-12 04:30:00,196.65,96197.74
2025-02-12 04:45:00,196.63,96130.35
2025-02-12 05:00:00,196.26,96112.19
2025-02-12 05:15:00,196.01,96092.0
2025-02-12 05:30:00,196.12,96091.52
2025-02-12 05:45:00,196.02,95979.98
2025-02-12 06:00:00,196.48,96151.37
2025-02-12 06:15:00,197.05,96206.31
2025-02-12 06:30:00,197.56,96295.0
2025-02-12 06:45:00,197.33,96090.85
2025-02-12 07:00:00,197.47,96200.0
2025-02-12 07:15:00,197.39,96218.63
2025-02-12 07:30:00,197.05,96138.07
2025-02-12 07:45:00,196.44,95977.19
2025-02-12 08:00:00,196.7,95947.98
2025-02-12 08:15:00,198.01,96510.95
2025-02-12 08:30:00,191.62,94497.65
2025-02-12 08:45:00,191.92,94959.44
2025-02-12 09:00:00,191.59,94918.7
2025-02-12 09:15:00,189.96,94699.49
2025-02-12 09:30:00,192.4,95532.19
2025-02-12 09:45:00,193.53,95644.21
2025-02-12 10:00:00,191.36,94970.78
2025-02-12 10:15:00,192.35,95600.96
2025-02-12 10:30:00,192.67,95650.0
2025-02-12 10:45:00,191.99,95804.75
2025-02-12 11:00:00,190.58,95366.78
2025-02-12 11:15:00,190.07,95370.01
2025-02-12 11:30:00,191.59,95954.91
2025-02-12 11:45:00,194.7,97000.35
2025-02-12 12:00:00,195.41,97080.89
2025-02-12 12:15:00,196.59,97534.48
2025-02-12 12:30:00,195.02,97181.94
2025-02-12 12:45:00,195.15,97373.29
2025-02-12 13:00:00,194.67,97086.72
2025-02-12 13:15:00,193.56,96801.76
2025-02-12 13:30:00,192.85,96752.66
2025-02-12 13:45:00,193.12,96903.11
2025-02-12 14:00:00,192.07,96542.32
2025-02-12 14:15:00,192.86,96737.43
2025-02-12 14:30:00,192.91,96914.06
2025-02-12 14:45:00,193.75,97193.77
2025-02-12 15:00:00,194.46,97439.75
2025-02-12 15:15:00,194.76,97428.16
2025-02-12 15:30:00,194.31,97083.13
2025-02-12 15:45:00,194.64,97033.95
2025-02-12 16:00:00,195.75,97385.73
2025-02-12 16:15:00,195.43,97434.15
2025-02-12 16:30:00,196.54,97873.93
2025-02-12 16:45:00,195.8,97660.02
2025-02-12 17:00:00,195.78,97469.9
2025-02-12 17:15:00,198.06,97955.72
2025-02-12 17:30:00,197.17,97829.47
2025-02-12 17:45:00,196.99,97811.9
2025-02-12 18:00:00,196.61,98001.26
2025-02-12 18:15:00,195.92,97725.01
2025-02-12 18:30:00,196.4,97730.0
2025-02-12 18:45:00,196.8,97862.53
2025-02-12 19:00:00,195.93,97542.25
2025-02-12 19:15:00,195.77,97710.21
2025-02-12 19:30:00,195.21,97652.3
2025-02-12 19:45:00,195.58,97825.42
2025-02-12 20:00:00,196.13,97884.98
2025-02-12 20:15:00,196.45,97898.59
2025-02-12 20:30:00,196.56,97843.18
2025-02-12 20:45:00,197.63,97987.73
2025-02-12 21:00:00,197.3,97811.95
2025-02-12 21:15:00,196.64,97655.74
2025-02-12 21:30:00,196.62,97614.03
2025-02-12 21:45:00,196.89,97484.4
2025-02-12 22:00:00,197.78,97595.02
2025-02-12 22:15:00,197.14,97500.39
2025-02-12 22:30:00,197.88,97558.76
2025-02-12 22:45:00,198.22,97525.24
2025-02-12 23:00:00,197.6,97496.73
2025-02-12 23:15:00,197.13,97348.54
2025-02-12 23:30:00,196.43,97175.0
2025-02-12 23:45:00,195.72,96941.02
2025-02-13 00:00:00,195.63,96787.1
2025-02-13 00:15:00,195.73,96824.99
2025-02-13 00:30:00,196.22,96736.02
2025-02-13 00:45:00,195.16,96672.78
2025-02-13 01:00:00,195.21,96585.9
2025-02-13 01:15:00,195.2,96525.16
2025-02-13 01:30:00,194.35,96168.59
2025-02-13 01:45:00,193.53,96059.87
2025-02-13 02:00:00,193.58,96147.17
2025-02-13 02:15:00,193.24,96070.91
2025-02-13 02:30:00,193.82,96106.36
2025-02-13 02:45:00,193.11,96078.39
2025-02-13 03:00:00,193.07,96021.3
2025-02-13 03:15:00,193.24,96047.38
2025-02-13 03:30:00,192.41,95970.76
2025-02-13 03:45:00,192.42,95951.28
2025-02-13 04:00:00,192.83,96133.28
2025-02-13 04:15:00,192.83,96150.01
2025-02-13 04:30:00,193.28,96237.4
2025-02-13 04:45:00,193.37,96265.14
2025-02-13 05:00:00,193.42,96342.9
2025-02-13 05:15:00,192.97,96226.66
2025-02-13 05:30:00,193.02,96286.19
2025-02-13 05:45:00,192.69,96165.26
2025-02-13 06:00:00,192.66,96255.05
2025-02-13 06:15:00,192.22,96114.85
2025-02-13 06:30:00,192.07,96066.32
2025-02-13 06:45:00,191.95,95935.71
2025-02-13 07:00:00,191.66,95812.26
2025-02-13 07:15:00,191.87,95896.4
2025-02-13 07:30:00,191.89,95989.8
2025-02-13 07:45:00,191.15,95837.51
2025-02-13 08:00:00,191.1,95800.0
2025-02-13 08:15:00,190.72,95851.8
2025-02-13 08:30:00,191.21,96022.14
2025-02-13 08:45:00,191.0,96088.59
2025-02-13 09:00:00,189.74,95878.4
2025-02-13 09:15:00,190.54,95952.91
2025-02-13 09:30:00,191.19,95996.79
2025-02-13 09:45:00,190.83,95866.8
2025-02-13 10:00:00,190.51,95868.56
2025-02-13 10:15:00,191.51,95986.2
2025-02-13 10:30:00,193.11,96435.83
2025-02-13 10:45:00,191.98,96004.64
2025-02-13 11:00:00,191.33,95800.31
2025-02-13 11:15:00,190.32,95460.31
2025-02-13 11:30:00,190.84,95517.39
2025-02-13 11:45:00,190.72,95356.68
2025-02-13 12:00:00,191.29,95724.0
2025-02-13 12:15:00,192.24,95822.14
2025-02-13 12:30:00,192.3,95948.0
2025-02-13 12:45:00,191.68,95702.59
2025-02-13 13:00:00,191.56,95535.47
2025-02-13 13:15:00,191.96,95687.24
2025-02-13 13:30:00,192.2,95675.78
2025-02-13 13:45:00,193.38,95979.42
2025-02-13 14:00:00,193.83,96289.16
2025-02-13 14:15:00,192.73,95874.57
2025-02-13 14:30:00,192.3,95715.53
2025-02-13 14:45:00,192.7,95627.99
2025-02-13 15:00:00,193.87,96036.73
2025-02-13 15:15:00,194.78,96145.3
2025-02-13 15:30:00,194.55,96158.51
2025-02-13 15:45:00,194.52,96273.84
2025-02-13 16:00:00,194.94,96497.82
2025-02-13 16:15:00,194.75,96432.41
2025-02-13 16:30:00,195.18,96620.49
2025-02-13 16:45:00,195.04,96490.2
2025-02-13 17:00:00,194.47,96420.46
2025-02-13 17:15:00,194.74,96472.52
2025-02-13 17:30:00,195.01,96496.99
2025-02-13 17:45:00,194.0,96422.12
2025-02-13 18:00:00,193.94,96397.63
2025-02-13 18:15:00,194.2,96465.78
2025-02-13 18:30:00,194.34,96592.81
2025-02-13 18:45:00,194.29,96625.29
2025-02-13 19:00:00,194.45,96609.44
2025-02-13 19:15:00,195.42,96880.52
2025-02-13 19:30:00,194.94,96610.43
2025-02-13 19:45:00,196.0,96765.2
2025-02-13 20:00:00,195.3,96733.34
2025-02-13 20:15:00,195.56,96693.01
2025-02-13 20:30:00,194.9,96396.45
2025-02-13 20:45:00,195.87,96549.98
2025-02-13 21:00:00,196.51,96761.0
2025-02-13 21:15:00,196.2,96689.73
2025-02-13 21:30:00,196.67,96711.3
2025-02-13 21:45:00,195.75,96559.13
2025-02-13 22:00:00,196.11,96669.82
2025-02-13 22:15:00,196.01,96677.66
2025-02-13 22:30:00,196.48,96757.1
2025-02-13 22:45:00,197.03,97163.91
2025-02-13 23:00:00,196.47,96937.72
2025-02-13 23:15:00,196.07,96881.34
2025-02-13 23:30:00,195.74,96858.68
2025-02-13 23:45:00,195.44,96769.71
2025-02-14 00:00:00,195.69,96826.53
2025-02-14 00:15:00,195.68,96816.12
2025-02-14 00:30:00,195.22,96652.57
2025-02-14 00:45:00,195.5,96694.24
2025-02-14 01:00:00,195.59,96803.03
2025-02-14 01:15:00,195.7,96766.11
2025-02-14 01:30:00,196.05,96684.42
2025-02-14 01:45:00,196.22,96847.19
2025-02-14 02:00:00,196.69,96973.04
2025-02-14 02:15:00,196.83,97064.28
2025-02-14 02:30:00,196.96,97080.36
2025-02-14 02:45:00,196.63,96957.05
2025-02-14 03:00:00,196.72,96847.47
2025-02-14 03:15:00,197.85,97032.7
2025-02-14 03:30:00,197.73,96909.71
2025-02-14 03:45:00,197.55,96897.65
2025-02-14 04:00:00,198.48,97061.71
2025-02-14 04:15:00,198.1,97053.41
2025-02-14 04:30:00,198.91,97084.07
2025-02-14 04:45:00,199.93,97119.48
2025-02-14 05:00:00,200.47,97114.86
2025-02-14 05:15:00,199.88,97013.49
2025-02-14 05:30:00,201.0,97124.81
2025-02-14 05:45:00,200.64,97024.18
2025-02-14 06:00:00,201.12,97094.01
2025-02-14 06:15:00,199.84,96870.01
2025-02-14 06:30:00,199.34,96804.75
2025-02-14 06:45:00,199.65,96890.8
2025-02-14 07:00:00,198.24,96681.25
2025-02-14 07:15:00,197.54,96735.94
2025-02-14 07:30:00,197.06,96597.7
2025-02-14 07:45:00,197.06,96660.57
2025-02-14 08:00:00,197.22,96615.46
2025-02-14 08:15:00,196.59,96515.51
2025-02-14 08:30:00,197.34,96734.5
2025-02-14 08:45:00,197.82,96800.02
2025-02-14 09:00:00,197.58,96759.81
2025-02-14 09:15:00,197.09,96628.89
2025-02-14 09:30:00,198.63,97125.67
2025-02-14 09:45:00,199.77,97304.78
2025-02-14 10:00:00,199.84,96668.39
2025-02-14 10:15:00,198.69,96437.4
2025-02-14 10:30:00,199.15,96749.93
2025-02-14 10:45:00,200.88,96954.71
2025-02-14 11:00:00,200.21,96835.54
2025-02-14 11:15:00,199.89,96772.2
2025-02-14 11:30:00,199.86,96791.53
2025-02-14 11:45:00,201.63,97658.51
2025-02-14 12:00:00,201.38,97254.91
2025-02-14 12:15:00,202.44,97370.02
2025-02-14 12:30:00,203.88,97987.84
2025-02-14 12:45:00,204.65,98581.09
2025-02-14 13:00:00,204.93,98540.97
2025-02-14 13:15:00,204.05,98324.16
2025-02-14 13:30:00,203.07,98347.17
2025-02-14 13:45:00,202.74,98237.8
2025-02-14 14:00:00,203.5,98459.39
2025-02-14 14:15:00,202.48,98228.32
2025-02-14 14:30:00,202.46,98274.75
2025-02-14 14:45:00,201.63,97994.91
2025-02-14 15:00:00,201.92,98109.57
2025-02-14 15:15:00,201.85,98027.2
2025-02-14 15:30:00,201.93,97895.06
2025-02-14 15:45:00,201.25,97236.51
2025-02-14 16:00:00,200.07,96924.53
2025-02-14 16:15:00,200.55,97107.23
2025-02-14 16:30:00,201.17,97348.74
2025-02-14 16:45:00,201.52,97491.11
2025-02-14 17:00:00,200.07,97416.84
2025-02-14 17:15:00,200.85,97475.23
2025-02-14 17:30:00,200.4,97296.28
2025-02-14 17:45:00,199.45,97154.06
2025-02-14 18:00:00,199.57,97251.78
2025-02-14 18:15:00,199.38,97339.69
2025-02-14 18:30:00,199.24,97436.27
2025-02-14 18:45:00,199.43,97509.03
2025-02-14 19:00:00,197.91,97471.13
2025-02-14 19:15:00,197.51,97366.71
2025-02-14 19:30:00,197.76,97427.59
2025-02-14 19:45:00,198.07,97473.87
2025-02-14 20:00:00,198.47,97620.94
2025-02-14 20:15:00,198.25,97699.42
2025-02-14 20:30:00,198.55,97647.87
2025-02-14 20:45:00,199.53,97809.6
2025-02-14 21:00:00,199.89,97918.36
2025-02-14 21:15:00,198.53,97698.99
2025-02-14 21:30:00,198.96,97721.71
2025-02-14 21:45:00,199.23,97857.06
2025-02-14 22:00:00,199.5,97941.33
2025-02-14 22:15:00,199.05,97823.4
2025-02-14 22:30:00,198.58,97700.71
2025-02-14 22:45:00,198.4,97675.76
2025-02-14 23:00:00,198.64,97781.67
2025-02-14 23:15:00,198.31,97688.27
2025-02-14 23:30:00,197.42,97523.3
2025-02-14 23:45:00,197.49,97546.53
2025-02-15 00:00:00,197.31,97523.01
2025-02-15 00:15:00,197.3,97601.37
2025-02-15 00:30:00,197.45,97643.7
2025-02-15 00:45:00,197.34,97624.48
2025-02-15 01:00:00,196.82,97552.18
2025-02-15 01:15:00,196.87,97643.04
2025-02-15 01:30:00,196.37,97530.25
2025-02-15 01:45:00,195.79,97509.5
2025-02-15 02:00:00,195.67,97448.89
2025-02-15 02:15:00,196.18,97479.59
2025-02-15 02:30:00,196.73,97475.54
2025-02-15 02:45:00,195.9,97367.24
2025-02-15 03:00:00,196.08,97385.64
2025-02-15 03:15:00,196.47,97465.6
2025-02-15 03:30:00,196.37,97536.26
2025-02-15 03:45:00,196.08,97533.28
2025-02-15 04:00:00,196.43,97563.43
2025-02-15 04:15:00,195.49,97479.9
2025-02-15 04:30:00,195.75,97573.98
2025-02-15 04:45:00,195.22,97577.88
2025-02-15 05:00:00,194.5,97528.16
2025-02-15 05:15:00,194.51,97601.61
2025-02-15 05:30:00,194.74,97574.29
2025-02-15 05:45:00,195.07,97669.69
2025-02-15 06:00:00,194.91,97558.4
2025-02-15 06:15:00,194.42,97609.25
2025-02-15 06:30:00,194.58,97618.53
2025-02-15 06:45:00,194.9,97637.59
2025-02-15 07:00:00,195.17,97577.6
2025-02-15 07:15:00,195.79,97668.5
2025-02-15 07:30:00,195.43,97739.3
2025-02-15 07:45:00,195.69,97753.3
2025-02-15 08:00:00,195.12,97715.05
2025-02-15 08:15:00,195.3,97815.35
2025-02-15 08:30:00,195.57,97765.26
2025-02-15 08:45:00,195.05,97728.81
2025-02-15 09:00:00,194.94,97720.04
2025-02-15 09:15:00,194.27,97590.99
2025-02-15 09:30:00,193.6,97495.56
2025-02-15 09:45:00,194.33,97617.47
2025-02-15 10:00:00,194.29,97707.9
2025-02-15 10:15:00,193.93,97627.34
2025-02-15 10:30:00,194.64,97721.98
2025-02-15 10:45:00,194.69,97648.41
2025-02-15 11:00:00,194.58,97624.6
2025-02-15 11:15:00,194.95,97609.21
2025-02-15 11:30:00,194.13,97512.47
2025-02-15 11:45:00,194.32,97548.11
2025-02-15 12:00:00,194.6,97574.92
2025-02-15 12:15:00,194.25,97419.71
2025-02-15 12:30:00,193.59,97360.92
2025-02-15 12:45:00,193.69,97418.78
2025-02-15 13:00:00,194.38,97471.5
2025-02-15 13:15:00,194.55,97469.59
2025-02-15 13:30:00,194.75,97528.6
2025-02-15 13:45:00,194.82,97550.34
2025-02-15 14:00:00,194.7,97609.08
2025-02-15 14:15:00,194.8,97661.43
2025-02-15 14:30:00,194.42,97583.18
2025-02-15 14:45:00,194.21,97544.89
2025-02-15 15:00:00,194.43,97610.91
2025-02-15 15:15:00,193.79,97570.84
2025-02-15 15:30:00,193.43,97456.63
2025-02-15 15:45:00,193.25,97549.99
2025-02-15 16:00:00,194.03,97646.62
2025-02-15 16:15:00,193.97,97640.79
2025-02-15 16:30:00,193.97,97635.55
2025-02-15 16:45:00,194.35,97694.68
2025-02-15 17:00:00,194.93,97763.01
2025-02-15 17:15:00,194.0,97467.61
2025-02-15 17:30:00,193.74,97459.2
2025-02-15 17:45:00,194.52,97555.33
2025-02-15 18:00:00,194.77,97457.22
2025-02-15 18:15:00,194.9,97611.55
2025-02-15 18:30:00,194.55,97570.5
2025-02-15 18:45:00,194.53,97596.94
2025-02-15 19:00:00,194.84,97647.47
2025-02-15 19:15:00,195.14,97685.32
2025-02-15 19:30:00,194.84,97707.07
2025-02-15 19:45:00,195.08,97602.68
2025-02-15 20:00:00,194.72,97626.07
2025-02-15 20:15:00,194.33,97610.38
2025-02-15 20:30:00,194.19,97630.25
2025-02-15 20:45:00,194.87,97653.72
2025-02-15 21:00:00,193.88,97584.78
2025-02-15 21:15:00,194.14,97663.45
2025-02-15 21:30:00,194.11,97595.43
2025-02-15 21:45:00,193.6,97534.15
2025-02-15 22:00:00,193.53,97540.49
2025-02-15 22:15:00,193.63,97489.94
2025-02-15 22:30:00,194.16,97521.26
2025-02-15 22:45:00,194.74,97551.33
2025-02-15 23:00:00,194.97,97536.5
2025-02-15 23:15:00,194.61,97503.74
2025-02-15 23:30:00,194.49,97525.09
2025-02-15 23:45:00,194.58,97536.31
2025-02-16 00:00:00,194.68,97511.5
2025-02-16 00:15:00,194.74,97528.16
2025-02-16 00:30:00,194.94,97592.26
2025-02-16 00:45:00,195.16,97597.07
2025-02-16 01:00:00,195.56,97572.32
2025-02-16 01:15:00,196.0,97605.14
2025-02-16 01:30:00,195.59,97529.23
2025-02-16 01:45:00,195.31,97496.73
2025-02-16 02:00:00,194.1,97456.5
2025-02-16 02:15:00,193.38,97384.17
2025-02-16 02:30:00,193.57,97375.02
2025-02-16 02:45:00,192.96,97258.24
2025-02-16 03:00:00,193.46,97310.5
2025-02-16 03:15:00,193.65,97271.02
2025-02-16 03:30:00,192.87,97189.11
2025-02-16 03:45:00,193.25,97175.26
2025-02-16 04:00:00,192.78,97127.75
2025-02-16 04:15:00,193.05,97201.32
2025-02-16 04:30:00,193.29,97313.07
2025-02-16 04:45:00,193.76,97369.71
2025-02-16 05:00:00,193.75,97326.91
2025-02-16 05:15:00,193.6,97277.88
2025-02-16 05:30:00,193.34,97290.31
2025-02-16 05:45:00,193.04,97199.27
2025-02-16 06:00:00,193.25,97230.21
2025-02-16 06:15:00,193.64,97296.0
2025-02-16 06:30:00,193.33,97255.84
2025-02-16 06:45:00,193.75,97336.01
2025-02-16 07:00:00,193.78,97244.15
2025-02-16 07:15:00,193.21,97252.67
2025-02-16 07:30:00,192.69,97176.25
2025-02-16 07:45:00,192.67,97140.72
2025-02-16 08:00:00,192.43,97125.09
2025-02-16 08:15:00,192.37,97107.52
2025-02-16 08:30:00,191.27,96924.13
2025-02-16 08:45:00,190.74,96837.58
2025-02-16 09:00:00,190.95,96857.17
2025-02-16 09:15:00,190.12,96852.42
2025-02-16 09:30:00,190.19,96926.15
2025-02-16 09:45:00,190.14,96989.53
2025-02-16 10:00:00,190.2,96947.97
2025-02-16 10:15:00,190.58,97089.24
2025-02-16 10:30:00,190.45,97029.22
2025-02-16 10:45:00,190.35,96919.5
2025-02-16 11:00:00,190.81,97061.76
2025-02-16 11:15:00,191.05,97084.05
2025-02-16 11:30:00,190.49,97042.77
2025-02-16 11:45:00,190.39,97064.15
2025-02-16 12:00:00,190.96,97140.67
2025-02-16 12:15:00,190.51,97104.39
2025-02-16 12:30:00,190.57,97065.78
2025-02-16 12:45:00,190.05,96995.1
2025-02-16 13:00:00,189.69,96932.77
2025-02-16 13:15:00,188.55,96801.15
