datetime,BNB/USD:Binance,ADA/USD:Binance
2025-01-01 00:00:00,704.81,0.8533
2025-01-01 00:15:00,705.99,0.8565
2025-01-01 00:30:00,705.5,0.8574
2025-01-01 00:45:00,705.58,0.8561
2025-01-01 01:00:00,705.4,0.8553
2025-01-01 01:15:00,706.4,0.8571
2025-01-01 01:30:00,705.85,0.8552
2025-01-01 01:45:00,706.59,0.8574
2025-01-01 02:00:00,705.12,0.8583
2025-01-01 02:15:00,704.24,0.858
2025-01-01 02:30:00,703.83,0.8551
2025-01-01 02:45:00,703.75,0.8518
2025-01-01 03:00:00,703.95,0.8531
2025-01-01 03:15:00,702.93,0.85
2025-01-01 03:30:00,703.58,0.8492
2025-01-01 03:45:00,703.06,0.8467
2025-01-01 04:00:00,703.36,0.8456
2025-01-01 04:15:00,701.79,0.8424
2025-01-01 04:30:00,701.48,0.8426
2025-01-01 04:45:00,703.73,0.8462
2025-01-01 05:00:00,703.4,0.8466
2025-01-01 05:15:00,705.36,0.8455
2025-01-01 05:30:00,706.82,0.8467
2025-01-01 05:45:00,707.23,0.8441
2025-01-01 06:00:00,708.09,0.8439
2025-01-01 06:15:00,708.75,0.8498
2025-01-01 06:30:00,708.62,0.8538
2025-01-01 06:45:00,707.57,0.8532
2025-01-01 07:00:00,706.6,0.8553
2025-01-01 07:15:00,706.9,0.8613
2025-01-01 07:30:00,707.05,0.8638
2025-01-01 07:45:00,706.29,0.8657
2025-01-01 08:00:00,706.76,0.8671
2025-01-01 08:15:00,709.43,0.8644
2025-01-01 08:30:00,709.03,0.8633
2025-01-01 08:45:00,710.22,0.8649
2025-01-01 09:00:00,708.82,0.8671
2025-01-01 09:15:00,707.26,0.8635
2025-01-01 09:30:00,707.3,0.862
2025-01-01 09:45:00,708.02,0.8648
2025-01-01 10:00:00,707.36,0.8629
2025-01-01 10:15:00,707.11,0.8662
2025-01-01 10:30:00,707.2,0.8701
2025-01-01 10:45:00,708.11,0.877
2025-01-01 11:00:00,706.56,0.8893
2025-01-01 11:15:00,705.5,0.8909
2025-01-01 11:30:00,704.58,0.8803
2025-01-01 11:45:00,704.99,0.8893
2025-01-01 12:00:00,703.7,0.881
2025-01-01 12:15:00,705.3,0.8818
2025-01-01 12:30:00,705.33,0.8868
2025-01-01 12:45:00,705.61,0.8887
2025-01-01 13:00:00,704.78,0.8851
2025-01-01 13:15:00,704.62,0.8926
2025-01-01 13:30:00,705.8,0.906
2025-01-01 13:45:00,706.02,0.9218
2025-01-01 14:00:00,706.33,0.9269
2025-01-01 14:15:00,706.6,0.9137
2025-01-01 14:30:00,706.5,0.9167
2025-01-01 14:45:00,707.85,0.9172
2025-01-01 15:00:00,708.61,0.9236
2025-01-01 15:15:00,708.14,0.9292
2025-01-01 15:30:00,708.16,0.9227
2025-01-01 15:45:00,708.22,0.9205
2025-01-01 16:00:00,707.89,0.9206
2025-01-01 16:15:00,707.83,0.9209
2025-01-01 16:30:00,707.15,0.9173
2025-01-01 16:45:00,707.96,0.919
2025-01-01 17:00:00,708.49,0.9165
2025-01-01 17:15:00,707.49,0.9148
2025-01-01 17:30:00,707.37,0.921
2025-01-01 17:45:00,707.58,0.9213
2025-01-01 18:00:00,708.39,0.9193
2025-01-01 18:15:00,707.36,0.9167
2025-01-01 18:30:00,708.18,0.9156
2025-01-01 18:45:00,707.84,0.9222
2025-01-01 19:00:00,705.68,0.9342
2025-01-01 19:15:00,701.7,0.9482
2025-01-01 19:30:00,703.57,0.9522
2025-01-01 19:45:00,702.09,0.9456
2025-01-01 20:00:00,702.47,0.9486
2025-01-01 20:15:00,702.56,0.9518
2025-01-01 20:30:00,702.76,0.9551
2025-01-01 20:45:00,701.53,0.9466
2025-01-01 21:00:00,701.52,0.9423
2025-01-01 21:15:00,700.68,0.9429
2025-01-01 21:30:00,699.7,0.9406
2025-01-01 21:45:00,702.11,0.9419
2025-01-01 22:00:00,702.1,0.9398
2025-01-01 22:15:00,703.46,0.9429
2025-01-01 22:30:00,702.89,0.9423
2025-01-01 22:45:00,702.17,0.9421
2025-01-01 23:00:00,702.12,0.9403
2025-01-01 23:15:00,702.21,0.936
2025-01-01 23:30:00,706.64,0.945
2025-01-01 23:45:00,707.5,0.9447
2025-01-02 00:00:00,707.16,0.9405
2025-01-02 00:15:00,707.48,0.9375
2025-01-02 00:30:00,707.6,0.9386
2025-01-02 00:45:00,706.49,0.9327
2025-01-02 01:00:00,706.42,0.9299
2025-01-02 01:15:00,703.65,0.9257
2025-01-02 01:30:00,704.74,0.9282
2025-01-02 01:45:00,704.88,0.9273
2025-01-02 02:00:00,706.17,0.9304
2025-01-02 02:15:00,707.21,0.9306
2025-01-02 02:30:00,706.77,0.9334
2025-01-02 02:45:00,706.94,0.9335
2025-01-02 03:00:00,708.79,0.9345
2025-01-02 03:15:00,707.8,0.9317
2025-01-02 03:30:00,708.63,0.9319
2025-01-02 03:45:00,710.49,0.9361
2025-01-02 04:00:00,710.06,0.938
2025-01-02 04:15:00,711.3,0.9441
2025-01-02 04:30:00,712.42,0.9471
2025-01-02 04:45:00,715.08,0.949
2025-01-02 05:00:00,712.24,0.9496
2025-01-02 05:15:00,713.14,0.9522
2025-01-02 05:30:00,712.82,0.9617
2025-01-02 05:45:00,712.5,0.9666
2025-01-02 06:00:00,711.06,0.9601
2025-01-02 06:15:00,712.2,0.9617
2025-01-02 06:30:00,712.8,0.9678
2025-01-02 06:45:00,713.26,0.9709
2025-01-02 07:00:00,713.32,0.9794
2025-01-02 07:15:00,711.85,0.9749
2025-01-02 07:30:00,712.66,0.9708
2025-01-02 07:45:00,713.96,0.973
2025-01-02 08:00:00,712.12,0.967
2025-01-02 08:15:00,712.28,0.9668
2025-01-02 08:30:00,711.55,0.965
2025-01-02 08:45:00,711.39,0.9635
2025-01-02 09:00:00,710.59,0.9586
2025-01-02 09:15:00,710.63,0.9629
2025-01-02 09:30:00,711.68,0.9642
2025-01-02 09:45:00,711.9,0.965
2025-01-02 10:00:00,711.17,0.9607
2025-01-02 10:15:00,708.95,0.9538
2025-01-02 10:30:00,707.2,0.9523
2025-01-02 10:45:00,704.54,0.955
2025-01-02 11:00:00,705.32,0.9556
2025-01-02 11:15:00,707.21,0.9636
2025-01-02 11:30:00,707.38,0.9641
2025-01-02 11:45:00,706.44,0.9614
2025-01-02 12:00:00,708.98,0.9637
2025-01-02 12:15:00,707.58,0.9595
2025-01-02 12:30:00,703.54,0.9498
2025-01-02 12:45:00,705.0,0.9529
2025-01-02 13:00:00,704.82,0.9546
2025-01-02 13:15:00,705.19,0.9578
2025-01-02 13:30:00,705.59,0.9581
2025-01-02 13:45:00,706.4,0.9615
2025-01-02 14:00:00,706.71,0.9604
2025-01-02 14:15:00,707.3,0.9608
2025-01-02 14:30:00,706.69,0.9575
2025-01-02 14:45:00,704.81,0.9571
2025-01-02 15:00:00,706.06,0.9631
2025-01-02 15:15:00,706.75,0.9618
2025-01-02 15:30:00,705.87,0.9559
2025-01-02 15:45:00,706.1,0.9601
2025-01-02 16:00:00,704.75,0.9578
2025-01-02 16:15:00,705.5,0.9639
2025-01-02 16:30:00,704.8,0.9637
2025-01-02 16:45:00,705.99,0.9663
2025-01-02 17:00:00,704.81,0.9629
2025-01-02 17:15:00,704.42,0.9625
2025-01-02 17:30:00,705.65,0.9641
2025-01-02 17:45:00,705.76,0.9622
2025-01-02 18:00:00,705.5,0.9594
2025-01-02 18:15:00,706.24,0.9624
2025-01-02 18:30:00,706.47,0.9647
2025-01-02 18:45:00,706.25,0.9612
2025-01-02 19:00:00,706.13,0.9676
2025-01-02 19:15:00,706.48,0.9681
2025-01-02 19:30:00,704.6,0.9672
2025-01-02 19:45:00,704.07,0.9631
2025-01-02 20:00:00,702.06,0.9584
2025-01-02 20:15:00,702.7,0.9686
2025-01-02 20:30:00,701.55,0.9721
2025-01-02 20:45:00,704.65,0.9745
2025-01-02 21:00:00,705.68,0.9805
2025-01-02 21:15:00,706.51,0.9953
2025-01-02 21:30:00,705.06,0.9889
2025-01-02 21:45:00,703.88,0.9878
2025-01-02 22:00:00,703.36,0.9937
2025-01-02 22:15:00,703.5,0.9954
2025-01-02 22:30:00,703.89,0.9986
2025-01-02 22:45:00,705.2,1.027
2025-01-02 23:00:00,704.61,1.0182
2025-01-02 23:15:00,705.19,1.0136
2025-01-02 23:30:00,705.2,1.0157
2025-01-02 23:45:00,704.71,1.0146
2025-01-03 00:00:00,704.72,1.0183
2025-01-03 00:15:00,704.6,1.0112
2025-01-03 00:30:00,705.2,1.0151
2025-01-03 00:45:00,705.31,1.0212
2025-01-03 01:00:00,705.91,1.034
2025-01-03 01:15:00,705.04,1.0307
2025-01-03 01:30:00,705.2,1.0327
2025-01-03 01:45:00,702.84,1.0398
2025-01-03 02:00:00,702.66,1.0316
2025-01-03 02:15:00,702.1,1.0383
2025-01-03 02:30:00,702.76,1.031
2025-01-03 02:45:00,700.73,1.0358
2025-01-03 03:00:00,700.67,1.0486
2025-01-03 03:15:00,700.01,1.0559
2025-01-03 03:30:00,699.29,1.05
2025-01-03 03:45:00,699.14,1.0412
2025-01-03 04:00:00,700.4,1.0522
2025-01-03 04:15:00,702.24,1.0605
2025-01-03 04:30:00,701.24,1.0518
2025-01-03 04:45:00,701.3,1.0539
2025-01-03 05:00:00,700.41,1.0491
2025-01-03 05:15:00,701.38,1.0585
2025-01-03 05:30:00,701.44,1.0649
2025-01-03 05:45:00,701.01,1.0602
2025-01-03 06:00:00,701.99,1.0624
2025-01-03 06:15:00,703.14,1.0815
2025-01-03 06:30:00,703.62,1.0774
2025-01-03 06:45:00,705.4,1.0737
2025-01-03 07:00:00,707.0,1.08
2025-01-03 07:15:00,706.19,1.0983
2025-01-03 07:30:00,704.64,1.0938
2025-01-03 07:45:00,703.71,1.09
2025-01-03 08:00:00,705.24,1.0869
2025-01-03 08:15:00,704.63,1.0642
2025-01-03 08:30:00,705.72,1.073
2025-01-03 08:45:00,704.61,1.0716
2025-01-03 09:00:00,706.47,1.08
2025-01-03 09:15:00,708.0,1.0796
2025-01-03 09:30:00,709.43,1.0866
2025-01-03 09:45:00,708.15,1.0917
2025-01-03 10:00:00,708.4,1.0901
2025-01-03 10:15:00,708.71,1.0897
2025-01-03 10:30:00,709.71,1.0822
2025-01-03 10:45:00,710.04,1.086
2025-01-03 11:00:00,710.68,1.0988
2025-01-03 11:15:00,713.68,1.0929
2025-01-03 11:30:00,714.03,1.1017
2025-01-03 11:45:00,712.72,1.0909
2025-01-03 12:00:00,709.48,1.0932
2025-01-03 12:15:00,710.64,1.0936
2025-01-03 12:30:00,710.99,1.0903
2025-01-03 12:45:00,711.97,1.0841
2025-01-03 13:00:00,712.88,1.0836
2025-01-03 13:15:00,713.12,1.0866
2025-01-03 13:30:00,712.85,1.0829
2025-01-03 13:45:00,712.09,1.0815
2025-01-03 14:00:00,713.36,1.0894
2025-01-03 14:15:00,713.59,1.0964
2025-01-03 14:30:00,713.46,1.0972
2025-01-03 14:45:00,713.28,1.0966
2025-01-03 15:00:00,711.61,1.0952
2025-01-03 15:15:00,712.6,1.1098
2025-01-03 15:30:00,712.1,1.1131
2025-01-03 15:45:00,712.12,1.1156
2025-01-03 16:00:00,714.16,1.0967
2025-01-03 16:15:00,715.27,1.099
2025-01-03 16:30:00,715.17,1.0912
2025-01-03 16:45:00,714.36,1.0896
2025-01-03 17:00:00,713.68,1.0886
2025-01-03 17:15:00,713.98,1.0916
2025-01-03 17:30:00,714.5,1.0932
2025-01-03 17:45:00,713.81,1.0975
2025-01-03 18:00:00,713.79,1.097
2025-01-03 18:15:00,712.73,1.0962
2025-01-03 18:30:00,713.33,1.0953
2025-01-03 18:45:00,714.88,1.0894
2025-01-03 19:00:00,715.3,1.1003
2025-01-03 19:15:00,717.8,1.104
2025-01-03 19:30:00,719.13,1.0857
2025-01-03 19:45:00,717.1,1.0857
2025-01-03 20:00:00,715.68,1.082
2025-01-03 20:15:00,717.52,1.0844
2025-01-03 20:30:00,717.17,1.0934
2025-01-03 20:45:00,715.98,1.1057
2025-01-03 21:00:00,715.08,1.0971
2025-01-03 21:15:00,716.5,1.0981
2025-01-03 21:30:00,718.4,1.0927
2025-01-03 21:45:00,719.29,1.0941
2025-01-03 22:00:00,721.38,1.0996
2025-01-03 22:15:00,720.4,1.0924
2025-01-03 22:30:00,719.52,1.0968
2025-01-03 22:45:00,719.43,1.0922
2025-01-03 23:00:00,718.77,1.0959
2025-01-03 23:15:00,717.5,1.0868
2025-01-03 23:30:00,718.98,1.0836
2025-01-03 23:45:00,720.13,1.0881
2025-01-04 00:00:00,718.89,1.09
2025-01-04 00:15:00,719.35,1.0924
2025-01-04 00:30:00,718.91,1.0888
2025-01-04 00:45:00,719.36,1.0848
2025-01-04 01:00:00,718.73,1.085
2025-01-04 01:15:00,717.91,1.0849
2025-01-04 01:30:00,717.88,1.0837
2025-01-04 01:45:00,718.8,1.0856
2025-01-04 02:00:00,718.08,1.0857
2025-01-04 02:15:00,717.93,1.0836
2025-01-04 02:30:00,718.5,1.0807
2025-01-04 02:45:00,717.95,1.0739
2025-01-04 03:00:00,716.88,1.0679
2025-01-04 03:15:00,715.6,1.062
2025-01-04 03:30:00,714.97,1.0627
2025-01-04 03:45:00,714.51,1.0629
2025-01-04 04:00:00,715.76,1.0652
2025-01-04 04:15:00,715.29,1.0677
2025-01-04 04:30:00,715.37,1.067
2025-01-04 04:45:00,715.56,1.0626
2025-01-04 05:00:00,714.4,1.0597
2025-01-04 05:15:00,713.44,1.0594
2025-01-04 05:30:00,714.19,1.063
2025-01-04 05:45:00,714.19,1.0607
2025-01-04 06:00:00,714.06,1.0628
2025-01-04 06:15:00,713.67,1.0624
2025-01-04 06:30:00,714.0,1.0643
2025-01-04 06:45:00,714.21,1.0614
2025-01-04 07:00:00,714.36,1.0615
2025-01-04 07:15:00,716.3,1.0685
2025-01-04 07:30:00,716.0,1.0675
2025-01-04 07:45:00,717.02,1.0698
2025-01-04 08:00:00,716.32,1.0747
2025-01-04 08:15:00,715.59,1.0749
2025-01-04 08:30:00,715.3,1.0748
2025-01-04 08:45:00,715.25,1.0796
2025-01-04 09:00:00,715.14,1.0786
2025-01-04 09:15:00,715.61,1.0789
2025-01-04 09:30:00,716.11,1.0831
2025-01-04 09:45:00,716.77,1.0889
2025-01-04 10:00:00,716.27,1.0838
2025-01-04 10:15:00,713.32,1.0773
2025-01-04 10:30:00,708.66,1.0616
2025-01-04 10:45:00,709.38,1.0653
2025-01-04 11:00:00,710.76,1.0717
2025-01-04 11:15:00,711.27,1.0703
2025-01-04 11:30:00,710.27,1.0687
2025-01-04 11:45:00,710.79,1.0762
2025-01-04 12:00:00,711.57,1.0726
2025-01-04 12:15:00,711.6,1.0709
2025-01-04 12:30:00,711.71,1.0718
2025-01-04 12:45:00,712.71,1.0734
2025-01-04 13:00:00,712.19,1.0724
2025-01-04 13:15:00,712.67,1.0716
2025-01-04 13:30:00,712.34,1.0703
2025-01-04 13:45:00,711.7,1.0676
2025-01-04 14:00:00,712.1,1.0713
2025-01-04 14:15:00,711.81,1.0713
2025-01-04 14:30:00,711.6,1.0701
2025-01-04 14:45:00,711.92,1.0728
2025-01-04 15:00:00,712.47,1.0731
2025-01-04 15:15:00,712.48,1.0735
2025-01-04 15:30:00,714.23,1.0777
2025-01-04 15:45:00,714.48,1.0782
2025-01-04 16:00:00,713.1,1.078
2025-01-04 16:15:00,712.87,1.0768
2025-01-04 16:30:00,712.89,1.0766
2025-01-04 16:45:00,713.3,1.0762
2025-01-04 17:00:00,712.85,1.0756
2025-01-04 17:15:00,713.5,1.0719
2025-01-04 17:30:00,713.65,1.0742
2025-01-04 17:45:00,714.65,1.0745
2025-01-04 18:00:00,713.76,1.0717
2025-01-04 18:15:00,713.68,1.0734
2025-01-04 18:30:00,714.07,1.0711
2025-01-04 18:45:00,713.41,1.0707
2025-01-04 19:00:00,712.52,1.0706
2025-01-04 19:15:00,712.79,1.073
2025-01-04 19:30:00,713.19,1.067
2025-01-04 19:45:00,712.66,1.0637
2025-01-04 20:00:00,711.72,1.0654
2025-01-04 20:15:00,711.37,1.0614
2025-01-04 20:30:00,710.55,1.0591
2025-01-04 20:45:00,710.55,1.061
2025-01-04 21:00:00,711.59,1.0639
2025-01-04 21:15:00,711.66,1.0607
2025-01-04 21:30:00,711.46,1.0602
2025-01-04 21:45:00,712.41,1.0621
2025-01-04 22:00:00,711.96,1.0572
2025-01-04 22:15:00,711.44,1.0567
2025-01-04 22:30:00,711.35,1.055
2025-01-04 22:45:00,712.3,1.0583
2025-01-04 23:00:00,712.95,1.061
2025-01-04 23:15:00,713.43,1.0652
2025-01-04 23:30:00,713.46,1.0659
2025-01-04 23:45:00,713.68,1.0706
2025-01-05 00:00:00,712.76,1.0773
2025-01-05 00:15:00,713.0,1.0733
2025-01-05 00:30:00,712.51,1.071
2025-01-05 00:45:00,711.39,1.0756
2025-01-05 01:00:00,710.78,1.0702
2025-01-05 01:15:00,711.4,1.075
2025-01-05 01:30:00,711.73,1.0851
2025-01-05 01:45:00,712.21,1.0896
2025-01-05 02:00:00,712.03,1.1015
2025-01-05 02:15:00,712.29,1.0976
2025-01-05 02:30:00,712.59,1.1006
2025-01-05 02:45:00,712.44,1.0934
2025-01-05 03:00:00,710.6,1.0785
2025-01-05 03:15:00,711.25,1.0786
2025-01-05 03:30:00,711.28,1.0803
2025-01-05 03:45:00,711.29,1.0859
2025-01-05 04:00:00,709.02,1.0822
2025-01-05 04:15:00,708.66,1.0872
2025-01-05 04:30:00,708.12,1.0867
2025-01-05 04:45:00,705.7,1.0788
2025-01-05 05:00:00,706.51,1.0799
2025-01-05 05:15:00,706.15,1.0779
2025-01-05 05:30:00,706.5,1.0833
2025-01-05 05:45:00,708.21,1.0788
2025-01-05 06:00:00,708.37,1.0804
2025-01-05 06:15:00,708.11,1.0768
2025-01-05 06:30:00,708.34,1.0783
2025-01-05 06:45:00,708.05,1.0734
2025-01-05 07:00:00,707.52,1.076
2025-01-05 07:15:00,706.89,1.0743
2025-01-05 07:30:00,707.17,1.076
2025-01-05 07:45:00,707.31,1.0782
2025-01-05 08:00:00,707.28,1.0751
2025-01-05 08:15:00,708.22,1.0847
2025-01-05 08:30:00,708.66,1.0981
2025-01-05 08:45:00,706.57,1.0923
2025-01-05 09:00:00,704.41,1.0862
2025-01-05 09:15:00,705.13,1.0752
2025-01-05 09:30:00,705.92,1.0837
2025-01-05 09:45:00,707.04,1.0952
2025-01-05 10:00:00,707.66,1.0887
2025-01-05 10:15:00,707.54,1.094
2025-01-05 10:30:00,708.64,1.0962
2025-01-05 10:45:00,708.06,1.0902
2025-01-05 11:00:00,707.8,1.0887
2025-01-05 11:15:00,706.66,1.0821
2025-01-05 11:30:00,706.07,1.0807
2025-01-05 11:45:00,706.58,1.0821
2025-01-05 12:00:00,707.06,1.0892
2025-01-05 12:15:00,706.98,1.095
2025-01-05 12:30:00,705.41,1.0936
2025-01-05 12:45:00,704.47,1.0879
2025-01-05 13:00:00,703.79,1.083
2025-01-05 13:15:00,704.92,1.0855
2025-01-05 13:30:00,705.04,1.0874
2025-01-05 13:45:00,705.21,1.0927
2025-01-05 14:00:00,705.8,1.092
2025-01-05 14:15:00,705.98,1.0944
2025-01-05 14:30:00,705.4,1.094
2025-01-05 14:45:00,705.84,1.0918
2025-01-05 15:00:00,706.47,1.0924
2025-01-05 15:15:00,707.66,1.0963
2025-01-05 15:30:00,706.81,1.0905
2025-01-05 15:45:00,706.46,1.0889
2025-01-05 16:00:00,707.0,1.091
2025-01-05 16:15:00,707.04,1.0856
2025-01-05 16:30:00,707.46,1.0861
2025-01-05 16:45:00,707.99,1.0882
2025-01-05 17:00:00,707.4,1.085
2025-01-05 17:15:00,708.4,1.0864
2025-01-05 17:30:00,708.29,1.0904
2025-01-05 17:45:00,708.82,1.0964
2025-01-05 18:00:00,709.4,1.1008
2025-01-05 18:15:00,709.95,1.1024
2025-01-05 18:30:00,709.4,1.099
2025-01-05 18:45:00,709.29,1.0911
2025-01-05 19:00:00,709.09,1.0808
2025-01-05 19:15:00,709.63,1.0826
2025-01-05 19:30:00,709.51,1.0799
2025-01-05 19:45:00,708.01,1.0766
2025-01-05 20:00:00,706.48,1.0785
2025-01-05 20:15:00,707.04,1.0786
2025-01-05 20:30:00,708.8,1.0845
2025-01-05 20:45:00,712.42,1.0949
2025-01-05 21:00:00,714.08,1.1008
2025-01-05 21:15:00,713.7,1.0945
2025-01-05 21:30:00,714.42,1.0868
2025-01-05 21:45:00,713.2,1.0842
2025-01-05 22:00:00,713.5,1.0902
2025-01-05 22:15:00,713.25,1.0881
2025-01-05 22:30:00,712.86,1.0881
2025-01-05 22:45:00,712.38,1.0901
2025-01-05 23:00:00,712.88,1.0898
2025-01-05 23:15:00,711.72,1.0887
2025-01-05 23:30:00,711.06,1.089
2025-01-05 23:45:00,712.31,1.0902
2025-01-06 00:00:00,712.25,1.0894
2025-01-06 00:15:00,714.18,1.0894
2025-01-06 00:30:00,713.9,1.089
2025-01-06 00:45:00,714.03,1.0875
2025-01-06 01:00:00,713.09,1.081
2025-01-06 01:15:00,713.13,1.0846
2025-01-06 01:30:00,715.33,1.0849
2025-01-06 01:45:00,714.9,1.0821
2025-01-06 02:00:00,714.11,1.0799
2025-01-06 02:15:00,713.96,1.077
2025-01-06 02:30:00,714.88,1.0782
2025-01-06 02:45:00,714.35,1.0784
2025-01-06 03:00:00,713.93,1.0831
2025-01-06 03:15:00,713.5,1.0861
2025-01-06 03:30:00,711.83,1.0781
2025-01-06 03:45:00,712.36,1.0767
2025-01-06 04:00:00,714.8,1.0783
2025-01-06 04:15:00,714.98,1.075
2025-01-06 04:30:00,715.37,1.0788
2025-01-06 04:45:00,716.56,1.0798
2025-01-06 05:00:00,717.43,1.0745
2025-01-06 05:15:00,719.4,1.0755
2025-01-06 05:30:00,718.12,1.0768
2025-01-06 05:45:00,718.99,1.0787
2025-01-06 06:00:00,718.91,1.0795
2025-01-06 06:15:00,719.09,1.0822
2025-01-06 06:30:00,718.5,1.0816
2025-01-06 06:45:00,718.69,1.0848
2025-01-06 07:00:00,717.9,1.081
2025-01-06 07:15:00,718.29,1.0795
2025-01-06 07:30:00,718.42,1.0816
2025-01-06 07:45:00,718.11,1.0769
2025-01-06 08:00:00,717.9,1.0728
2025-01-06 08:15:00,717.95,1.0722
2025-01-06 08:30:00,717.62,1.0742
2025-01-06 08:45:00,717.4,1.0776
2025-01-06 09:00:00,716.61,1.0736
2025-01-06 09:15:00,714.42,1.0693
2025-01-06 09:30:00,716.6,1.0698
2025-01-06 09:45:00,720.92,1.0915
2025-01-06 10:00:00,721.07,1.0993
2025-01-06 10:15:00,722.39,1.0987
2025-01-06 10:30:00,721.99,1.0963
2025-01-06 10:45:00,725.75,1.0954
2025-01-06 11:00:00,728.8,1.1147
2025-01-06 11:15:00,735.58,1.1088
2025-01-06 11:30:00,733.77,1.1031
2025-01-06 11:45:00,732.17,1.1058
2025-01-06 12:00:00,728.43,1.0983
2025-01-06 12:15:00,727.97,1.0998
2025-01-06 12:30:00,724.51,1.0913
2025-01-06 12:45:00,728.29,1.0936
2025-01-06 13:00:00,728.09,1.0944
2025-01-06 13:15:00,728.1,1.1019
2025-01-06 13:30:00,728.35,1.1016
2025-01-06 13:45:00,728.81,1.1038
2025-01-06 14:00:00,730.39,1.1076
2025-01-06 14:15:00,730.79,1.1055
2025-01-06 14:30:00,732.11,1.1115
2025-01-06 14:45:00,732.3,1.107
2025-01-06 15:00:00,733.85,1.1113
2025-01-06 15:15:00,736.95,1.1108
2025-01-06 15:30:00,740.26,1.1081
2025-01-06 15:45:00,739.33,1.1062
2025-01-06 16:00:00,739.48,1.1035
2025-01-06 16:15:00,740.96,1.0986
2025-01-06 16:30:00,740.99,1.0977
2025-01-06 16:45:00,741.98,1.1
2025-01-06 17:00:00,739.99,1.1041
2025-01-06 17:15:00,739.67,1.0997
2025-01-06 17:30:00,740.39,1.0982
2025-01-06 17:45:00,737.95,1.099
2025-01-06 18:00:00,736.29,1.0947
2025-01-06 18:15:00,734.81,1.0942
2025-01-06 18:30:00,730.81,1.092
2025-01-06 18:45:00,729.42,1.0934
2025-01-06 19:00:00,728.83,1.0908
2025-01-06 19:15:00,729.42,1.094
2025-01-06 19:30:00,729.32,1.0918
2025-01-06 19:45:00,726.61,1.0891
2025-01-06 20:00:00,726.09,1.091
2025-01-06 20:15:00,725.73,1.0958
2025-01-06 20:30:00,725.63,1.0904
2025-01-06 20:45:00,727.22,1.0919
2025-01-06 21:00:00,729.75,1.0903
2025-01-06 21:15:00,727.63,1.0872
2025-01-06 21:30:00,728.5,1.0876
2025-01-06 21:45:00,727.54,1.0816
2025-01-06 22:00:00,727.17,1.0878
2025-01-06 22:15:00,728.25,1.087
2025-01-06 22:30:00,727.75,1.0859
2025-01-06 22:45:00,728.92,1.0874
2025-01-06 23:00:00,728.74,1.0897
2025-01-06 23:15:00,728.13,1.0867
2025-01-06 23:30:00,728.49,1.0871
2025-01-06 23:45:00,727.34,1.0875
2025-01-07 00:00:00,728.0,1.0851
2025-01-07 00:15:00,729.5,1.0884
2025-01-07 00:30:00,729.63,1.0882
2025-01-07 00:45:00,730.56,1.0877
2025-01-07 01:00:00,730.33,1.0865
2025-01-07 01:15:00,732.26,1.089
2025-01-07 01:30:00,732.8,1.0943
2025-01-07 01:45:00,731.37,1.0989
2025-01-07 02:00:00,731.68,1.0963
2025-01-07 02:15:00,731.68,1.0977
2025-01-07 02:30:00,729.71,1.0964
2025-01-07 02:45:00,730.5,1.1025
2025-01-07 03:00:00,731.19,1.108
2025-01-07 03:15:00,730.2,1.1258
2025-01-07 03:30:00,730.8,1.135
2025-01-07 03:45:00,730.37,1.1391
2025-01-07 04:00:00,729.32,1.144
2025-01-07 04:15:00,729.01,1.1415
2025-01-07 04:30:00,728.31,1.129
2025-01-07 04:45:00,726.82,1.1394
2025-01-07 05:00:00,727.01,1.1343
2025-01-07 05:15:00,728.82,1.1356
2025-01-07 05:30:00,728.43,1.1425
2025-01-07 05:45:00,728.08,1.1398
2025-01-07 06:00:00,727.99,1.145
2025-01-07 06:15:00,728.17,1.1474
2025-01-07 06:30:00,724.22,1.1294
2025-01-07 06:45:00,726.57,1.1341
2025-01-07 07:00:00,725.38,1.1336
2025-01-07 07:15:00,724.06,1.1288
2025-01-07 07:30:00,724.69,1.1304
2025-01-07 07:45:00,724.34,1.1321
2025-01-07 08:00:00,724.59,1.1328
2025-01-07 08:15:00,725.43,1.1359
2025-01-07 08:30:00,725.0,1.1333
2025-01-07 08:45:00,724.68,1.1316
2025-01-07 09:00:00,724.41,1.1312
2025-01-07 09:15:00,723.97,1.1331
2025-01-07 09:30:00,723.0,1.1336
2025-01-07 09:45:00,717.11,1.1139
2025-01-07 10:00:00,709.44,1.0788
2025-01-07 10:15:00,710.87,1.0736
2025-01-07 10:30:00,702.34,1.041
2025-01-07 10:45:00,709.23,1.0452
2025-01-07 11:00:00,707.98,1.0416
2025-01-07 11:15:00,709.13,1.0519
2025-01-07 11:30:00,710.35,1.059
2025-01-07 11:45:00,708.67,1.0428
2025-01-07 12:00:00,709.63,1.0404
2025-01-07 12:15:00,707.32,1.0387
2025-01-07 12:30:00,705.73,1.0334
2025-01-07 12:45:00,705.43,1.0292
2025-01-07 13:00:00,705.77,1.0366
2025-01-07 13:15:00,703.51,1.0192
2025-01-07 13:30:00,701.96,1.0124
2025-01-07 13:45:00,702.36,1.009
2025-01-07 14:00:00,699.25,1.0151
2025-01-07 14:15:00,698.21,1.0132
2025-01-07 14:30:00,698.17,1.0106
2025-01-07 14:45:00,696.97,1.0092
2025-01-07 15:00:00,697.64,1.0083
2025-01-07 15:15:00,697.7,1.0046
