datetime,BNB/USD:Binance,XRP/USD:Binance
2025-01-01 00:00:00,704.81,2.1229
2025-01-01 00:15:00,705.99,2.1283
2025-01-01 00:30:00,705.5,2.1429
2025-01-01 00:45:00,705.58,2.1358
2025-01-01 01:00:00,705.4,2.1356
2025-01-01 01:15:00,706.4,2.1442
2025-01-01 01:30:00,705.85,2.1366
2025-01-01 01:45:00,706.59,2.1439
2025-01-01 02:00:00,705.12,2.1327
2025-01-01 02:15:00,704.24,2.1387
2025-01-01 02:30:00,703.83,2.1334
2025-01-01 02:45:00,703.75,2.1246
2025-01-01 03:00:00,703.95,2.1319
2025-01-01 03:15:00,702.93,2.1206
2025-01-01 03:30:00,703.58,2.1173
2025-01-01 03:45:00,703.06,2.1103
2025-01-01 04:00:00,703.36,2.1073
2025-01-01 04:15:00,701.79,2.0966
2025-01-01 04:30:00,701.48,2.0977
2025-01-01 04:45:00,703.73,2.1052
2025-01-01 05:00:00,703.4,2.1081
2025-01-01 05:15:00,705.36,2.1099
2025-01-01 05:30:00,706.82,2.1123
2025-01-01 05:45:00,707.23,2.109
2025-01-01 06:00:00,708.09,2.1123
2025-01-01 06:15:00,708.75,2.1312
2025-01-01 06:30:00,708.62,2.1392
2025-01-01 06:45:00,707.57,2.1357
2025-01-01 07:00:00,706.6,2.1397
2025-01-01 07:15:00,706.9,2.1604
2025-01-01 07:30:00,707.05,2.1595
2025-01-01 07:45:00,706.29,2.1679
2025-01-01 08:00:00,706.76,2.176
2025-01-01 08:15:00,709.43,2.17
2025-01-01 08:30:00,709.03,2.1617
2025-01-01 08:45:00,710.22,2.1653
2025-01-01 09:00:00,708.82,2.1806
2025-01-01 09:15:00,707.26,2.1712
2025-01-01 09:30:00,707.3,2.1677
2025-01-01 09:45:00,708.02,2.174
2025-01-01 10:00:00,707.36,2.1662
2025-01-01 10:15:00,707.11,2.1799
2025-01-01 10:30:00,707.2,2.1979
2025-01-01 10:45:00,708.11,2.2283
2025-01-01 11:00:00,706.56,2.2628
2025-01-01 11:15:00,705.5,2.2835
2025-01-01 11:30:00,704.58,2.2535
2025-01-01 11:45:00,704.99,2.2635
2025-01-01 12:00:00,703.7,2.227
2025-01-01 12:15:00,705.3,2.2308
2025-01-01 12:30:00,705.33,2.2497
2025-01-01 12:45:00,705.61,2.2596
2025-01-01 13:00:00,704.78,2.2588
2025-01-01 13:15:00,704.62,2.2754
2025-01-01 13:30:00,705.8,2.3083
2025-01-01 13:45:00,706.02,2.322
2025-01-01 14:00:00,706.33,2.3254
2025-01-01 14:15:00,706.6,2.3019
2025-01-01 14:30:00,706.5,2.3121
2025-01-01 14:45:00,707.85,2.3172
2025-01-01 15:00:00,708.61,2.3119
2025-01-01 15:15:00,708.14,2.3108
2025-01-01 15:30:00,708.16,2.3012
2025-01-01 15:45:00,708.22,2.3068
2025-01-01 16:00:00,707.89,2.3057
2025-01-01 16:15:00,707.83,2.3136
2025-01-01 16:30:00,707.15,2.3179
2025-01-01 16:45:00,707.96,2.3207
2025-01-01 17:00:00,708.49,2.3016
2025-01-01 17:15:00,707.49,2.3119
2025-01-01 17:30:00,707.37,2.3316
2025-01-01 17:45:00,707.58,2.3493
2025-01-01 18:00:00,708.39,2.3378
2025-01-01 18:15:00,707.36,2.3354
2025-01-01 18:30:00,708.18,2.3205
2025-01-01 18:45:00,707.84,2.3328
2025-01-01 19:00:00,705.68,2.3895
2025-01-01 19:15:00,701.7,2.4438
2025-01-01 19:30:00,703.57,2.4313
2025-01-01 19:45:00,702.09,2.3887
2025-01-01 20:00:00,702.47,2.3947
2025-01-01 20:15:00,702.56,2.4004
2025-01-01 20:30:00,702.76,2.4008
2025-01-01 20:45:00,701.53,2.4008
2025-01-01 21:00:00,701.52,2.3982
2025-01-01 21:15:00,700.68,2.4058
2025-01-01 21:30:00,699.7,2.4005
2025-01-01 21:45:00,702.11,2.4054
2025-01-01 22:00:00,702.1,2.4007
2025-01-01 22:15:00,703.46,2.4125
2025-01-01 22:30:00,702.89,2.4159
2025-01-01 22:45:00,702.17,2.4249
2025-01-01 23:00:00,702.12,2.415
2025-01-01 23:15:00,702.21,2.4132
2025-01-01 23:30:00,706.64,2.4132
2025-01-01 23:45:00,707.5,2.4001
2025-01-02 00:00:00,707.16,2.3907
2025-01-02 00:15:00,707.48,2.3939
2025-01-02 00:30:00,707.6,2.3926
2025-01-02 00:45:00,706.49,2.3725
2025-01-02 01:00:00,706.42,2.37
2025-01-02 01:15:00,703.65,2.3479
2025-01-02 01:30:00,704.74,2.3593
2025-01-02 01:45:00,704.88,2.3545
2025-01-02 02:00:00,706.17,2.359
2025-01-02 02:15:00,707.21,2.3508
2025-01-02 02:30:00,706.77,2.3625
2025-01-02 02:45:00,706.94,2.3672
2025-01-02 03:00:00,708.79,2.3773
2025-01-02 03:15:00,707.8,2.3825
2025-01-02 03:30:00,708.63,2.3803
2025-01-02 03:45:00,710.49,2.3788
2025-01-02 04:00:00,710.06,2.3989
2025-01-02 04:15:00,711.3,2.4008
2025-01-02 04:30:00,712.42,2.4094
2025-01-02 04:45:00,715.08,2.4005
2025-01-02 05:00:00,712.24,2.3931
2025-01-02 05:15:00,713.14,2.3882
2025-01-02 05:30:00,712.82,2.3975
2025-01-02 05:45:00,712.5,2.3952
2025-01-02 06:00:00,711.06,2.3968
2025-01-02 06:15:00,712.2,2.4001
2025-01-02 06:30:00,712.8,2.4094
2025-01-02 06:45:00,713.26,2.4035
2025-01-02 07:00:00,713.32,2.403
2025-01-02 07:15:00,711.85,2.4072
2025-01-02 07:30:00,712.66,2.4149
2025-01-02 07:45:00,713.96,2.4071
2025-01-02 08:00:00,712.12,2.4052
2025-01-02 08:15:00,712.28,2.4036
2025-01-02 08:30:00,711.55,2.4014
2025-01-02 08:45:00,711.39,2.3911
2025-01-02 09:00:00,710.59,2.3837
2025-01-02 09:15:00,710.63,2.389
2025-01-02 09:30:00,711.68,2.4093
2025-01-02 09:45:00,711.9,2.4076
2025-01-02 10:00:00,711.17,2.4012
2025-01-02 10:15:00,708.95,2.3904
2025-01-02 10:30:00,707.2,2.3907
2025-01-02 10:45:00,704.54,2.4042
2025-01-02 11:00:00,705.32,2.4089
2025-01-02 11:15:00,707.21,2.4098
2025-01-02 11:30:00,707.38,2.4093
2025-01-02 11:45:00,706.44,2.4189
2025-01-02 12:00:00,708.98,2.432
2025-01-02 12:15:00,707.58,2.4271
2025-01-02 12:30:00,703.54,2.3982
2025-01-02 12:45:00,705.0,2.396
2025-01-02 13:00:00,704.82,2.3972
2025-01-02 13:15:00,705.19,2.4034
2025-01-02 13:30:00,705.59,2.4058
2025-01-02 13:45:00,706.4,2.4072
2025-01-02 14:00:00,706.71,2.4039
2025-01-02 14:15:00,707.3,2.4057
2025-01-02 14:30:00,706.69,2.3981
2025-01-02 14:45:00,704.81,2.3878
2025-01-02 15:00:00,706.06,2.3941
2025-01-02 15:15:00,706.75,2.3867
2025-01-02 15:30:00,705.87,2.3738
2025-01-02 15:45:00,706.1,2.3841
2025-01-02 16:00:00,704.75,2.3765
2025-01-02 16:15:00,705.5,2.3818
2025-01-02 16:30:00,704.8,2.3837
2025-01-02 16:45:00,705.99,2.3865
2025-01-02 17:00:00,704.81,2.3925
2025-01-02 17:15:00,704.42,2.3945
2025-01-02 17:30:00,705.65,2.4051
2025-01-02 17:45:00,705.76,2.4056
2025-01-02 18:00:00,705.5,2.4003
2025-01-02 18:15:00,706.24,2.4024
2025-01-02 18:30:00,706.47,2.4085
2025-01-02 18:45:00,706.25,2.4024
2025-01-02 19:00:00,706.13,2.4124
2025-01-02 19:15:00,706.48,2.4129
2025-01-02 19:30:00,704.6,2.4108
2025-01-02 19:45:00,704.07,2.4112
2025-01-02 20:00:00,702.06,2.3987
2025-01-02 20:15:00,702.7,2.4215
2025-01-02 20:30:00,701.55,2.423
2025-01-02 20:45:00,704.65,2.4231
2025-01-02 21:00:00,705.68,2.4269
2025-01-02 21:15:00,706.51,2.4598
2025-01-02 21:30:00,705.06,2.4431
2025-01-02 21:45:00,703.88,2.4475
2025-01-02 22:00:00,703.36,2.4526
2025-01-02 22:15:00,703.5,2.4574
2025-01-02 22:30:00,703.89,2.4522
2025-01-02 22:45:00,705.2,2.468
2025-01-02 23:00:00,704.61,2.4575
2025-01-02 23:15:00,705.19,2.4498
2025-01-02 23:30:00,705.2,2.4501
2025-01-02 23:45:00,704.71,2.4428
2025-01-03 00:00:00,704.72,2.4406
2025-01-03 00:15:00,704.6,2.4291
2025-01-03 00:30:00,705.2,2.4246
2025-01-03 00:45:00,705.31,2.4301
2025-01-03 01:00:00,705.91,2.4504
2025-01-03 01:15:00,705.04,2.4444
2025-01-03 01:30:00,705.2,2.4479
2025-01-03 01:45:00,702.84,2.4444
2025-01-03 02:00:00,702.66,2.4218
2025-01-03 02:15:00,702.1,2.4136
2025-01-03 02:30:00,702.76,2.4152
2025-01-03 02:45:00,700.73,2.4152
2025-01-03 03:00:00,700.67,2.4209
2025-01-03 03:15:00,700.01,2.413
2025-01-03 03:30:00,699.29,2.4179
2025-01-03 03:45:00,699.14,2.4133
2025-01-03 04:00:00,700.4,2.4204
2025-01-03 04:15:00,702.24,2.4202
2025-01-03 04:30:00,701.24,2.4173
2025-01-03 04:45:00,701.3,2.4204
2025-01-03 05:00:00,700.41,2.415
2025-01-03 05:15:00,701.38,2.4229
2025-01-03 05:30:00,701.44,2.4166
2025-01-03 05:45:00,701.01,2.4106
2025-01-03 06:00:00,701.99,2.4128
2025-01-03 06:15:00,703.14,2.426
2025-01-03 06:30:00,703.62,2.4217
2025-01-03 06:45:00,705.4,2.4087
2025-01-03 07:00:00,707.0,2.4145
2025-01-03 07:15:00,706.19,2.4147
2025-01-03 07:30:00,704.64,2.4109
2025-01-03 07:45:00,703.71,2.4041
2025-01-03 08:00:00,705.24,2.4092
2025-01-03 08:15:00,704.63,2.4043
2025-01-03 08:30:00,705.72,2.4155
2025-01-03 08:45:00,704.61,2.4082
2025-01-03 09:00:00,706.47,2.4185
2025-01-03 09:15:00,708.0,2.4215
2025-01-03 09:30:00,709.43,2.4344
2025-01-03 09:45:00,708.15,2.4346
2025-01-03 10:00:00,708.4,2.4408
2025-01-03 10:15:00,708.71,2.4372
2025-01-03 10:30:00,709.71,2.4328
2025-01-03 10:45:00,710.04,2.4468
2025-01-03 11:00:00,710.68,2.4451
2025-01-03 11:15:00,713.68,2.4513
2025-01-03 11:30:00,714.03,2.4773
2025-01-03 11:45:00,712.72,2.4596
2025-01-03 12:00:00,709.48,2.4569
2025-01-03 12:15:00,710.64,2.4671
2025-01-03 12:30:00,710.99,2.4581
2025-01-03 12:45:00,711.97,2.4419
2025-01-03 13:00:00,712.88,2.4456
2025-01-03 13:15:00,713.12,2.4563
2025-01-03 13:30:00,712.85,2.4527
2025-01-03 13:45:00,712.09,2.4512
2025-01-03 14:00:00,713.36,2.4698
2025-01-03 14:15:00,713.59,2.4753
2025-01-03 14:30:00,713.46,2.4697
2025-01-03 14:45:00,713.28,2.4728
2025-01-03 15:00:00,711.61,2.4571
2025-01-03 15:15:00,712.6,2.4625
2025-01-03 15:30:00,712.1,2.4563
2025-01-03 15:45:00,712.12,2.4486
2025-01-03 16:00:00,714.16,2.4451
2025-01-03 16:15:00,715.27,2.4521
2025-01-03 16:30:00,715.17,2.4483
2025-01-03 16:45:00,714.36,2.4533
2025-01-03 17:00:00,713.68,2.4615
2025-01-03 17:15:00,713.98,2.4578
2025-01-03 17:30:00,714.5,2.4615
2025-01-03 17:45:00,713.81,2.4597
2025-01-03 18:00:00,713.79,2.4569
2025-01-03 18:15:00,712.73,2.4643
2025-01-03 18:30:00,713.33,2.4562
2025-01-03 18:45:00,714.88,2.4547
2025-01-03 19:00:00,715.3,2.4585
2025-01-03 19:15:00,717.8,2.4545
2025-01-03 19:30:00,719.13,2.4355
2025-01-03 19:45:00,717.1,2.444
2025-01-03 20:00:00,715.68,2.4387
2025-01-03 20:15:00,717.52,2.4413
2025-01-03 20:30:00,717.17,2.4449
2025-01-03 20:45:00,715.98,2.4731
2025-01-03 21:00:00,715.08,2.483
2025-01-03 21:15:00,716.5,2.4805
2025-01-03 21:30:00,718.4,2.4762
2025-01-03 21:45:00,719.29,2.4838
2025-01-03 22:00:00,721.38,2.478
2025-01-03 22:15:00,720.4,2.4706
2025-01-03 22:30:00,719.52,2.472
2025-01-03 22:45:00,719.43,2.4657
2025-01-03 23:00:00,718.77,2.4613
2025-01-03 23:15:00,717.5,2.4528
2025-01-03 23:30:00,718.98,2.4472
2025-01-03 23:45:00,720.13,2.4506
2025-01-04 00:00:00,718.89,2.458
2025-01-04 00:15:00,719.35,2.4544
2025-01-04 00:30:00,718.91,2.4497
2025-01-04 00:45:00,719.36,2.4544
2025-01-04 01:00:00,718.73,2.4575
2025-01-04 01:15:00,717.91,2.4599
2025-01-04 01:30:00,717.88,2.4561
2025-01-04 01:45:00,718.8,2.4556
2025-01-04 02:00:00,718.08,2.4585
2025-01-04 02:15:00,717.93,2.4519
2025-01-04 02:30:00,718.5,2.451
2025-01-04 02:45:00,717.95,2.4462
2025-01-04 03:00:00,716.88,2.4499
2025-01-04 03:15:00,715.6,2.4434
2025-01-04 03:30:00,714.97,2.436
2025-01-04 03:45:00,714.51,2.4329
2025-01-04 04:00:00,715.76,2.4417
2025-01-04 04:15:00,715.29,2.444
2025-01-04 04:30:00,715.37,2.4449
2025-01-04 04:45:00,715.56,2.4464
2025-01-04 05:00:00,714.4,2.4394
2025-01-04 05:15:00,713.44,2.4358
2025-01-04 05:30:00,714.19,2.4413
2025-01-04 05:45:00,714.19,2.4393
2025-01-04 06:00:00,714.06,2.4361
2025-01-04 06:15:00,713.67,2.4359
2025-01-04 06:30:00,714.0,2.4411
2025-01-04 06:45:00,714.21,2.4407
2025-01-04 07:00:00,714.36,2.4415
2025-01-04 07:15:00,716.3,2.4471
2025-01-04 07:30:00,716.0,2.4484
2025-01-04 07:45:00,717.02,2.45
2025-01-04 08:00:00,716.32,2.4521
2025-01-04 08:15:00,715.59,2.4509
2025-01-04 08:30:00,715.3,2.449
2025-01-04 08:45:00,715.25,2.4541
2025-01-04 09:00:00,715.14,2.4479
2025-01-04 09:15:00,715.61,2.4514
2025-01-04 09:30:00,716.11,2.4534
2025-01-04 09:45:00,716.77,2.4583
2025-01-04 10:00:00,716.27,2.4556
2025-01-04 10:15:00,713.32,2.4471
2025-01-04 10:30:00,708.66,2.4097
2025-01-04 10:45:00,709.38,2.4115
2025-01-04 11:00:00,710.76,2.4283
2025-01-04 11:15:00,711.27,2.4258
2025-01-04 11:30:00,710.27,2.4178
2025-01-04 11:45:00,710.79,2.4196
2025-01-04 12:00:00,711.57,2.4189
2025-01-04 12:15:00,711.6,2.4171
2025-01-04 12:30:00,711.71,2.4193
2025-01-04 12:45:00,712.71,2.427
2025-01-04 13:00:00,712.19,2.4262
2025-01-04 13:15:00,712.67,2.424
2025-01-04 13:30:00,712.34,2.4216
2025-01-04 13:45:00,711.7,2.4198
2025-01-04 14:00:00,712.1,2.4167
2025-01-04 14:15:00,711.81,2.4165
2025-01-04 14:30:00,711.6,2.4173
2025-01-04 14:45:00,711.92,2.4234
2025-01-04 15:00:00,712.47,2.4227
2025-01-04 15:15:00,712.48,2.4274
2025-01-04 15:30:00,714.23,2.4371
2025-01-04 15:45:00,714.48,2.4348
2025-01-04 16:00:00,713.1,2.4376
2025-01-04 16:15:00,712.87,2.4343
2025-01-04 16:30:00,712.89,2.429
2025-01-04 16:45:00,713.3,2.4241
2025-01-04 17:00:00,712.85,2.4204
2025-01-04 17:15:00,713.5,2.4186
2025-01-04 17:30:00,713.65,2.4224
2025-01-04 17:45:00,714.65,2.4294
2025-01-04 18:00:00,713.76,2.4215
2025-01-04 18:15:00,713.68,2.4248
2025-01-04 18:30:00,714.07,2.4208
2025-01-04 18:45:00,713.41,2.4201
2025-01-04 19:00:00,712.52,2.4195
2025-01-04 19:15:00,712.79,2.421
2025-01-04 19:30:00,713.19,2.4114
2025-01-04 19:45:00,712.66,2.4085
2025-01-04 20:00:00,711.72,2.4002
2025-01-04 20:15:00,711.37,2.4007
2025-01-04 20:30:00,710.55,2.3865
2025-01-04 20:45:00,710.55,2.3886
2025-01-04 21:00:00,711.59,2.3931
2025-01-04 21:15:00,711.66,2.3919
2025-01-04 21:30:00,711.46,2.3884
2025-01-04 21:45:00,712.41,2.3929
2025-01-04 22:00:00,711.96,2.3918
2025-01-04 22:15:00,711.44,2.389
2025-01-04 22:30:00,711.35,2.388
2025-01-04 22:45:00,712.3,2.3903
2025-01-04 23:00:00,712.95,2.3957
2025-01-04 23:15:00,713.43,2.4025
2025-01-04 23:30:00,713.46,2.4026
2025-01-04 23:45:00,713.68,2.4012
2025-01-05 00:00:00,712.76,2.4029
2025-01-05 00:15:00,713.0,2.4012
2025-01-05 00:30:00,712.51,2.3978
2025-01-05 00:45:00,711.39,2.3954
2025-01-05 01:00:00,710.78,2.3905
2025-01-05 01:15:00,711.4,2.3978
2025-01-05 01:30:00,711.73,2.4049
2025-01-05 01:45:00,712.21,2.4072
2025-01-05 02:00:00,712.03,2.406
2025-01-05 02:15:00,712.29,2.4045
2025-01-05 02:30:00,712.59,2.4031
2025-01-05 02:45:00,712.44,2.4006
2025-01-05 03:00:00,710.6,2.3785
2025-01-05 03:15:00,711.25,2.3824
2025-01-05 03:30:00,711.28,2.3803
2025-01-05 03:45:00,711.29,2.3823
2025-01-05 04:00:00,709.02,2.3817
2025-01-05 04:15:00,708.66,2.3715
2025-01-05 04:30:00,708.12,2.3721
2025-01-05 04:45:00,705.7,2.3493
2025-01-05 05:00:00,706.51,2.349
2025-01-05 05:15:00,706.15,2.3342
2025-01-05 05:30:00,706.5,2.342
2025-01-05 05:45:00,708.21,2.3415
2025-01-05 06:00:00,708.37,2.3484
2025-01-05 06:15:00,708.11,2.3509
2025-01-05 06:30:00,708.34,2.3561
2025-01-05 06:45:00,708.05,2.3527
2025-01-05 07:00:00,707.52,2.3531
2025-01-05 07:15:00,706.89,2.3532
2025-01-05 07:30:00,707.17,2.3571
2025-01-05 07:45:00,707.31,2.3589
2025-01-05 08:00:00,707.28,2.3606
2025-01-05 08:15:00,708.22,2.3686
2025-01-05 08:30:00,708.66,2.3745
2025-01-05 08:45:00,706.57,2.3665
2025-01-05 09:00:00,704.41,2.3591
2025-01-05 09:15:00,705.13,2.3592
2025-01-05 09:30:00,705.92,2.3639
2025-01-05 09:45:00,707.04,2.3753
2025-01-05 10:00:00,707.66,2.3691
2025-01-05 10:15:00,707.54,2.3677
2025-01-05 10:30:00,708.64,2.3716
2025-01-05 10:45:00,708.06,2.3683
2025-01-05 11:00:00,707.8,2.3721
2025-01-05 11:15:00,706.66,2.3676
2025-01-05 11:30:00,706.07,2.3619
2025-01-05 11:45:00,706.58,2.3667
2025-01-05 12:00:00,707.06,2.3754
2025-01-05 12:15:00,706.98,2.3824
2025-01-05 12:30:00,705.41,2.3807
2025-01-05 12:45:00,704.47,2.3795
2025-01-05 13:00:00,703.79,2.3751
2025-01-05 13:15:00,704.92,2.3808
2025-01-05 13:30:00,705.04,2.396
2025-01-05 13:45:00,705.21,2.403
2025-01-05 14:00:00,705.8,2.3984
2025-01-05 14:15:00,705.98,2.3956
2025-01-05 14:30:00,705.4,2.3862
2025-01-05 14:45:00,705.84,2.3837
2025-01-05 15:00:00,706.47,2.3927
2025-01-05 15:15:00,707.66,2.3965
2025-01-05 15:30:00,706.81,2.3942
2025-01-05 15:45:00,706.46,2.3976
2025-01-05 16:00:00,707.0,2.4008
2025-01-05 16:15:00,707.04,2.3991
2025-01-05 16:30:00,707.46,2.3964
2025-01-05 16:45:00,707.99,2.3918
2025-01-05 17:00:00,707.4,2.3905
2025-01-05 17:15:00,708.4,2.3955
2025-01-05 17:30:00,708.29,2.3993
2025-01-05 17:45:00,708.82,2.4031
2025-01-05 18:00:00,709.4,2.4067
2025-01-05 18:15:00,709.95,2.4109
2025-01-05 18:30:00,709.4,2.406
2025-01-05 18:45:00,709.29,2.3994
2025-01-05 19:00:00,709.09,2.4065
2025-01-05 19:15:00,709.63,2.4053
2025-01-05 19:30:00,709.51,2.399
2025-01-05 19:45:00,708.01,2.3895
2025-01-05 20:00:00,706.48,2.379
2025-01-05 20:15:00,707.04,2.3828
2025-01-05 20:30:00,708.8,2.4016
2025-01-05 20:45:00,712.42,2.4191
2025-01-05 21:00:00,714.08,2.4293
2025-01-05 21:15:00,713.7,2.4184
2025-01-05 21:30:00,714.42,2.4161
2025-01-05 21:45:00,713.2,2.405
2025-01-05 22:00:00,713.5,2.4029
2025-01-05 22:15:00,713.25,2.4091
2025-01-05 22:30:00,712.86,2.4146
2025-01-05 22:45:00,712.38,2.4121
2025-01-05 23:00:00,712.88,2.4196
2025-01-05 23:15:00,711.72,2.4149
2025-01-05 23:30:00,711.06,2.4152
2025-01-05 23:45:00,712.31,2.4163
2025-01-06 00:00:00,712.25,2.4079
2025-01-06 00:15:00,714.18,2.4133
2025-01-06 00:30:00,713.9,2.4059
2025-01-06 00:45:00,714.03,2.4043
2025-01-06 01:00:00,713.09,2.4012
2025-01-06 01:15:00,713.13,2.4105
2025-01-06 01:30:00,715.33,2.4092
2025-01-06 01:45:00,714.9,2.412
2025-01-06 02:00:00,714.11,2.4057
2025-01-06 02:15:00,713.96,2.3991
2025-01-06 02:30:00,714.88,2.3931
2025-01-06 02:45:00,714.35,2.3927
2025-01-06 03:00:00,713.93,2.3961
2025-01-06 03:15:00,713.5,2.4001
2025-01-06 03:30:00,711.83,2.3831
2025-01-06 03:45:00,712.36,2.3797
2025-01-06 04:00:00,714.8,2.3862
2025-01-06 04:15:00,714.98,2.3769
2025-01-06 04:30:00,715.37,2.3799
2025-01-06 04:45:00,716.56,2.3858
2025-01-06 05:00:00,717.43,2.3803
2025-01-06 05:15:00,719.4,2.3858
2025-01-06 05:30:00,718.12,2.3873
2025-01-06 05:45:00,718.99,2.3869
2025-01-06 06:00:00,718.91,2.3827
2025-01-06 06:15:00,719.09,2.3942
2025-01-06 06:30:00,718.5,2.4007
2025-01-06 06:45:00,718.69,2.3959
2025-01-06 07:00:00,717.9,2.396
2025-01-06 07:15:00,718.29,2.3948
2025-01-06 07:30:00,718.42,2.3969
2025-01-06 07:45:00,718.11,2.392
2025-01-06 08:00:00,717.9,2.3866
2025-01-06 08:15:00,717.95,2.3952
2025-01-06 08:30:00,717.62,2.3983
2025-01-06 08:45:00,717.4,2.399
2025-01-06 09:00:00,716.61,2.4008
2025-01-06 09:15:00,714.42,2.3826
2025-01-06 09:30:00,716.6,2.3917
2025-01-06 09:45:00,720.92,2.4288
2025-01-06 10:00:00,721.07,2.4337
2025-01-06 10:15:00,722.39,2.4454
2025-01-06 10:30:00,721.99,2.4406
2025-01-06 10:45:00,725.75,2.4363
2025-01-06 11:00:00,728.8,2.4548
2025-01-06 11:15:00,735.58,2.4504
2025-01-06 11:30:00,733.77,2.4466
2025-01-06 11:45:00,732.17,2.4442
2025-01-06 12:00:00,728.43,2.4295
2025-01-06 12:15:00,727.97,2.4242
2025-01-06 12:30:00,724.51,2.407
2025-01-06 12:45:00,728.29,2.4165
2025-01-06 13:00:00,728.09,2.4156
2025-01-06 13:15:00,728.1,2.4251
2025-01-06 13:30:00,728.35,2.4276
2025-01-06 13:45:00,728.81,2.4262
2025-01-06 14:00:00,730.39,2.4312
2025-01-06 14:15:00,730.79,2.4315
2025-01-06 14:30:00,732.11,2.4316
2025-01-06 14:45:00,732.3,2.4249
2025-01-06 15:00:00,733.85,2.4285
2025-01-06 15:15:00,736.95,2.4251
2025-01-06 15:30:00,740.26,2.4225
2025-01-06 15:45:00,739.33,2.4196
2025-01-06 16:00:00,739.48,2.417
2025-01-06 16:15:00,740.96,2.4134
2025-01-06 16:30:00,740.99,2.4165
2025-01-06 16:45:00,741.98,2.413
2025-01-06 17:00:00,739.99,2.4088
2025-01-06 17:15:00,739.67,2.4125
2025-01-06 17:30:00,740.39,2.4173
2025-01-06 17:45:00,737.95,2.4214
2025-01-06 18:00:00,736.29,2.4161
2025-01-06 18:15:00,734.81,2.416
2025-01-06 18:30:00,730.81,2.4146
2025-01-06 18:45:00,729.42,2.42
2025-01-06 19:00:00,728.83,2.4115
2025-01-06 19:15:00,729.42,2.4175
2025-01-06 19:30:00,729.32,2.4116
2025-01-06 19:45:00,726.61,2.407
2025-01-06 20:00:00,726.09,2.3967
2025-01-06 20:15:00,725.73,2.4013
2025-01-06 20:30:00,725.63,2.4042
2025-01-06 20:45:00,727.22,2.4145
2025-01-06 21:00:00,729.75,2.4049
2025-01-06 21:15:00,727.63,2.397
2025-01-06 21:30:00,728.5,2.4001
2025-01-06 21:45:00,727.54,2.3944
2025-01-06 22:00:00,727.17,2.4019
2025-01-06 22:15:00,728.25,2.3995
2025-01-06 22:30:00,727.75,2.3995
2025-01-06 22:45:00,728.92,2.4048
2025-01-06 23:00:00,728.74,2.4163
2025-01-06 23:15:00,728.13,2.4098
2025-01-06 23:30:00,728.49,2.4115
2025-01-06 23:45:00,727.34,2.4064
2025-01-07 00:00:00,728.0,2.4086
2025-01-07 00:15:00,729.5,2.4154
2025-01-07 00:30:00,729.63,2.4129
2025-01-07 00:45:00,730.56,2.4309
2025-01-07 01:00:00,730.33,2.4342
2025-01-07 01:15:00,732.26,2.4301
2025-01-07 01:30:00,732.8,2.4372
2025-01-07 01:45:00,731.37,2.4464
2025-01-07 02:00:00,731.68,2.4397
2025-01-07 02:15:00,731.68,2.4357
2025-01-07 02:30:00,729.71,2.4321
2025-01-07 02:45:00,730.5,2.4275
2025-01-07 03:00:00,731.19,2.4354
2025-01-07 03:15:00,730.2,2.4467
2025-01-07 03:30:00,730.8,2.4457
2025-01-07 03:45:00,730.37,2.4417
2025-01-07 04:00:00,729.32,2.4443
2025-01-07 04:15:00,729.01,2.4481
2025-01-07 04:30:00,728.31,2.4407
2025-01-07 04:45:00,726.82,2.4477
2025-01-07 05:00:00,727.01,2.4422
2025-01-07 05:15:00,728.82,2.446
2025-01-07 05:30:00,728.43,2.453
2025-01-07 05:45:00,728.08,2.4565
2025-01-07 06:00:00,727.99,2.4497
2025-01-07 06:15:00,728.17,2.4464
2025-01-07 06:30:00,724.22,2.4164
2025-01-07 06:45:00,726.57,2.422
2025-01-07 07:00:00,725.38,2.425
2025-01-07 07:15:00,724.06,2.413
2025-01-07 07:30:00,724.69,2.4182
2025-01-07 07:45:00,724.34,2.4138
2025-01-07 08:00:00,724.59,2.4194
2025-01-07 08:15:00,725.43,2.4242
2025-01-07 08:30:00,725.0,2.427
2025-01-07 08:45:00,724.68,2.4257
2025-01-07 09:00:00,724.41,2.429
2025-01-07 09:15:00,723.97,2.4395
2025-01-07 09:30:00,723.0,2.4314
2025-01-07 09:45:00,717.11,2.3943
2025-01-07 10:00:00,709.44,2.3392
2025-01-07 10:15:00,710.87,2.3406
2025-01-07 10:30:00,702.34,2.2982
2025-01-07 10:45:00,709.23,2.3139
2025-01-07 11:00:00,707.98,2.3217
2025-01-07 11:15:00,709.13,2.3443
2025-01-07 11:30:00,710.35,2.3371
2025-01-07 11:45:00,708.67,2.3123
2025-01-07 12:00:00,709.63,2.3193
2025-01-07 12:15:00,707.32,2.3107
2025-01-07 12:30:00,705.73,2.3076
2025-01-07 12:45:00,705.43,2.3015
2025-01-07 13:00:00,705.77,2.3087
2025-01-07 13:15:00,703.51,2.2937
2025-01-07 13:30:00,701.96,2.2792
2025-01-07 13:45:00,702.36,2.2949
2025-01-07 14:00:00,699.25,2.2955
2025-01-07 14:15:00,698.21,2.2901
2025-01-07 14:30:00,698.17,2.2795
2025-01-07 14:45:00,696.97,2.2827
2025-01-07 15:00:00,697.64,2.2896
2025-01-07 15:15:00,697.7,2.29
