datetime,XRP/USD:Binance,ETH/USD:Binance
2025-01-01 00:00:00,2.1229,3346.8
2025-01-01 00:15:00,2.1283,3350.01
2025-01-01 00:30:00,2.1429,3348.09
2025-01-01 00:45:00,2.1358,3345.41
2025-01-01 01:00:00,2.1356,3341.49
2025-01-01 01:15:00,2.1442,3344.0
2025-01-01 01:30:00,2.1366,3344.48
2025-01-01 01:45:00,2.1439,3346.6
2025-01-01 02:00:00,2.1327,3341.26
2025-01-01 02:15:00,2.1387,3341.59
2025-01-01 02:30:00,2.1334,3344.02
2025-01-01 02:45:00,2.1246,3347.12
2025-01-01 03:00:00,2.1319,3347.23
2025-01-01 03:15:00,2.1206,3337.85
2025-01-01 03:30:00,2.1173,3339.69
2025-01-01 03:45:00,2.1103,3337.01
2025-01-01 04:00:00,2.1073,3334.29
2025-01-01 04:15:00,2.0966,3322.34
2025-01-01 04:30:00,2.0977,3327.16
2025-01-01 04:45:00,2.1052,3334.64
2025-01-01 05:00:00,2.1081,3330.1
2025-01-01 05:15:00,2.1099,3332.96
2025-01-01 05:30:00,2.1123,3330.92
2025-01-01 05:45:00,2.109,3326.69
2025-01-01 06:00:00,2.1123,3329.52
2025-01-01 06:15:00,2.1312,3335.6
2025-01-01 06:30:00,2.1392,3342.75
2025-01-01 06:45:00,2.1357,3341.0
2025-01-01 07:00:00,2.1397,3341.82
2025-01-01 07:15:00,2.1604,3350.75
2025-01-01 07:30:00,2.1595,3347.62
2025-01-01 07:45:00,2.1679,3347.46
2025-01-01 08:00:00,2.176,3338.83
2025-01-01 08:15:00,2.17,3336.29
2025-01-01 08:30:00,2.1617,3337.28
2025-01-01 08:45:00,2.1653,3343.37
2025-01-01 09:00:00,2.1806,3348.51
2025-01-01 09:15:00,2.1712,3337.58
2025-01-01 09:30:00,2.1677,3338.94
2025-01-01 09:45:00,2.174,3345.86
2025-01-01 10:00:00,2.1662,3337.29
2025-01-01 10:15:00,2.1799,3338.8
2025-01-01 10:30:00,2.1979,3347.33
2025-01-01 10:45:00,2.2283,3352.93
2025-01-01 11:00:00,2.2628,3347.72
2025-01-01 11:15:00,2.2835,3345.07
2025-01-01 11:30:00,2.2535,3336.32
2025-01-01 11:45:00,2.2635,3338.68
2025-01-01 12:00:00,2.227,3330.82
2025-01-01 12:15:00,2.2308,3334.01
2025-01-01 12:30:00,2.2497,3337.67
2025-01-01 12:45:00,2.2596,3343.7
2025-01-01 13:00:00,2.2588,3334.51
2025-01-01 13:15:00,2.2754,3338.82
2025-01-01 13:30:00,2.3083,3348.34
2025-01-01 13:45:00,2.322,3348.57
2025-01-01 14:00:00,2.3254,3348.48
2025-01-01 14:15:00,2.3019,3345.0
2025-01-01 14:30:00,2.3121,3350.36
2025-01-01 14:45:00,2.3172,3356.55
2025-01-01 15:00:00,2.3119,3357.95
2025-01-01 15:15:00,2.3108,3354.25
2025-01-01 15:30:00,2.3012,3355.19
2025-01-01 15:45:00,2.3068,3360.4
2025-01-01 16:00:00,2.3057,3356.67
2025-01-01 16:15:00,2.3136,3367.82
2025-01-01 16:30:00,2.3179,3362.29
2025-01-01 16:45:00,2.3207,3368.39
2025-01-01 17:00:00,2.3016,3363.42
2025-01-01 17:15:00,2.3119,3368.78
2025-01-01 17:30:00,2.3316,3368.52
2025-01-01 17:45:00,2.3493,3361.63
2025-01-01 18:00:00,2.3378,3361.42
2025-01-01 18:15:00,2.3354,3356.5
2025-01-01 18:30:00,2.3205,3359.06
2025-01-01 18:45:00,2.3328,3360.38
2025-01-01 19:00:00,2.3895,3361.39
2025-01-01 19:15:00,2.4438,3385.04
2025-01-01 19:30:00,2.4313,3391.36
2025-01-01 19:45:00,2.3887,3389.92
2025-01-01 20:00:00,2.3947,3399.33
2025-01-01 20:15:00,2.4004,3392.57
2025-01-01 20:30:00,2.4008,3388.6
2025-01-01 20:45:00,2.4008,3383.92
2025-01-01 21:00:00,2.3982,3387.95
2025-01-01 21:15:00,2.4058,3389.16
2025-01-01 21:30:00,2.4005,3388.04
2025-01-01 21:45:00,2.4054,3398.49
2025-01-01 22:00:00,2.4007,3389.18
2025-01-01 22:15:00,2.4125,3394.39
2025-01-01 22:30:00,2.4159,3389.33
2025-01-01 22:45:00,2.4249,3388.55
2025-01-01 23:00:00,2.415,3391.21
2025-01-01 23:15:00,2.4132,3389.28
2025-01-01 23:30:00,2.4132,3417.21
2025-01-01 23:45:00,2.4001,3417.69
2025-01-02 00:00:00,2.3907,3406.85
2025-01-02 00:15:00,2.3939,3416.04
2025-01-02 00:30:00,2.3926,3417.89
2025-01-02 00:45:00,2.3725,3412.39
2025-01-02 01:00:00,2.37,3407.54
2025-01-02 01:15:00,2.3479,3403.3
2025-01-02 01:30:00,2.3593,3409.53
2025-01-02 01:45:00,2.3545,3410.37
2025-01-02 02:00:00,2.359,3415.34
2025-01-02 02:15:00,2.3508,3418.05
2025-01-02 02:30:00,2.3625,3417.31
2025-01-02 02:45:00,2.3672,3420.05
2025-01-02 03:00:00,2.3773,3432.21
2025-01-02 03:15:00,2.3825,3418.29
2025-01-02 03:30:00,2.3803,3424.38
2025-01-02 03:45:00,2.3788,3437.93
2025-01-02 04:00:00,2.3989,3441.99
2025-01-02 04:15:00,2.4008,3445.46
2025-01-02 04:30:00,2.4094,3442.36
2025-01-02 04:45:00,2.4005,3467.95
2025-01-02 05:00:00,2.3931,3458.99
2025-01-02 05:15:00,2.3882,3471.17
2025-01-02 05:30:00,2.3975,3468.27
2025-01-02 05:45:00,2.3952,3468.81
2025-01-02 06:00:00,2.3968,3463.56
2025-01-02 06:15:00,2.4001,3465.54
2025-01-02 06:30:00,2.4094,3471.8
2025-01-02 06:45:00,2.4035,3471.18
2025-01-02 07:00:00,2.403,3477.75
2025-01-02 07:15:00,2.4072,3471.74
2025-01-02 07:30:00,2.4149,3473.23
2025-01-02 07:45:00,2.4071,3480.48
2025-01-02 08:00:00,2.4052,3462.82
2025-01-02 08:15:00,2.4036,3468.53
2025-01-02 08:30:00,2.4014,3469.93
2025-01-02 08:45:00,2.3911,3465.85
2025-01-02 09:00:00,2.3837,3458.48
2025-01-02 09:15:00,2.389,3462.58
2025-01-02 09:30:00,2.4093,3479.75
2025-01-02 09:45:00,2.4076,3495.19
2025-01-02 10:00:00,2.4012,3485.62
2025-01-02 10:15:00,2.3904,3469.55
2025-01-02 10:30:00,2.3907,3462.52
2025-01-02 10:45:00,2.4042,3463.51
2025-01-02 11:00:00,2.4089,3469.07
2025-01-02 11:15:00,2.4098,3480.53
2025-01-02 11:30:00,2.4093,3483.49
2025-01-02 11:45:00,2.4189,3469.54
2025-01-02 12:00:00,2.432,3477.66
2025-01-02 12:15:00,2.4271,3463.39
2025-01-02 12:30:00,2.3982,3447.69
2025-01-02 12:45:00,2.396,3450.46
2025-01-02 13:00:00,2.3972,3452.94
2025-01-02 13:15:00,2.4034,3458.69
2025-01-02 13:30:00,2.4058,3455.13
2025-01-02 13:45:00,2.4072,3465.24
2025-01-02 14:00:00,2.4039,3466.46
2025-01-02 14:15:00,2.4057,3470.65
2025-01-02 14:30:00,2.3981,3465.32
2025-01-02 14:45:00,2.3878,3463.18
2025-01-02 15:00:00,2.3941,3468.55
2025-01-02 15:15:00,2.3867,3468.78
2025-01-02 15:30:00,2.3738,3456.5
2025-01-02 15:45:00,2.3841,3453.0
2025-01-02 16:00:00,2.3765,3446.94
2025-01-02 16:15:00,2.3818,3452.96
2025-01-02 16:30:00,2.3837,3450.69
2025-01-02 16:45:00,2.3865,3454.2
2025-01-02 17:00:00,2.3925,3447.12
2025-01-02 17:15:00,2.3945,3434.78
2025-01-02 17:30:00,2.4051,3439.39
2025-01-02 17:45:00,2.4056,3440.61
2025-01-02 18:00:00,2.4003,3442.41
2025-01-02 18:15:00,2.4024,3450.81
2025-01-02 18:30:00,2.4085,3452.27
2025-01-02 18:45:00,2.4024,3455.67
2025-01-02 19:00:00,2.4124,3451.0
2025-01-02 19:15:00,2.4129,3462.83
2025-01-02 19:30:00,2.4108,3454.18
2025-01-02 19:45:00,2.4112,3449.22
2025-01-02 20:00:00,2.3987,3448.35
2025-01-02 20:15:00,2.4215,3458.5
2025-01-02 20:30:00,2.423,3452.92
2025-01-02 20:45:00,2.4231,3464.83
2025-01-02 21:00:00,2.4269,3469.99
2025-01-02 21:15:00,2.4598,3474.95
2025-01-02 21:30:00,2.4431,3466.09
2025-01-02 21:45:00,2.4475,3457.95
2025-01-02 22:00:00,2.4526,3457.91
2025-01-02 22:15:00,2.4574,3460.01
2025-01-02 22:30:00,2.4522,3465.53
2025-01-02 22:45:00,2.468,3470.16
2025-01-02 23:00:00,2.4575,3466.83
2025-01-02 23:15:00,2.4498,3461.79
2025-01-02 23:30:00,2.4501,3459.14
2025-01-02 23:45:00,2.4428,3458.38
2025-01-03 00:00:00,2.4406,3454.88
2025-01-03 00:15:00,2.4291,3449.08
2025-01-03 00:30:00,2.4246,3451.28
2025-01-03 00:45:00,2.4301,3455.98
2025-01-03 01:00:00,2.4504,3458.0
2025-01-03 01:15:00,2.4444,3449.01
2025-01-03 01:30:00,2.4479,3450.66
2025-01-03 01:45:00,2.4444,3442.6
2025-01-03 02:00:00,2.4218,3438.4
2025-01-03 02:15:00,2.4136,3435.73
2025-01-03 02:30:00,2.4152,3438.15
2025-01-03 02:45:00,2.4152,3433.27
2025-01-03 03:00:00,2.4209,3434.49
2025-01-03 03:15:00,2.413,3431.53
2025-01-03 03:30:00,2.4179,3434.17
2025-01-03 03:45:00,2.4133,3430.2
2025-01-03 04:00:00,2.4204,3440.61
2025-01-03 04:15:00,2.4202,3444.57
2025-01-03 04:30:00,2.4173,3447.81
2025-01-03 04:45:00,2.4204,3443.62
2025-01-03 05:00:00,2.415,3439.49
2025-01-03 05:15:00,2.4229,3446.05
2025-01-03 05:30:00,2.4166,3446.14
2025-01-03 05:45:00,2.4106,3446.01
2025-01-03 06:00:00,2.4128,3449.45
2025-01-03 06:15:00,2.426,3457.01
2025-01-03 06:30:00,2.4217,3459.0
2025-01-03 06:45:00,2.4087,3465.62
2025-01-03 07:00:00,2.4145,3471.94
2025-01-03 07:15:00,2.4147,3473.48
2025-01-03 07:30:00,2.4109,3465.78
2025-01-03 07:45:00,2.4041,3463.83
2025-01-03 08:00:00,2.4092,3485.2
2025-01-03 08:15:00,2.4043,3486.17
2025-01-03 08:30:00,2.4155,3487.99
2025-01-03 08:45:00,2.4082,3481.85
2025-01-03 09:00:00,2.4185,3495.65
2025-01-03 09:15:00,2.4215,3511.99
2025-01-03 09:30:00,2.4344,3525.39
2025-01-03 09:45:00,2.4346,3527.19
2025-01-03 10:00:00,2.4408,3535.38
2025-01-03 10:15:00,2.4372,3539.31
2025-01-03 10:30:00,2.4328,3554.38
2025-01-03 10:45:00,2.4468,3565.13
2025-01-03 11:00:00,2.4451,3587.58
2025-01-03 11:15:00,2.4513,3581.69
2025-01-03 11:30:00,2.4773,3588.55
2025-01-03 11:45:00,2.4596,3584.28
2025-01-03 12:00:00,2.4569,3579.44
2025-01-03 12:15:00,2.4671,3577.81
2025-01-03 12:30:00,2.4581,3583.01
2025-01-03 12:45:00,2.4419,3575.47
2025-01-03 13:00:00,2.4456,3587.61
2025-01-03 13:15:00,2.4563,3599.99
2025-01-03 13:30:00,2.4527,3612.91
2025-01-03 13:45:00,2.4512,3605.59
2025-01-03 14:00:00,2.4698,3620.09
2025-01-03 14:15:00,2.4753,3620.86
2025-01-03 14:30:00,2.4697,3621.76
2025-01-03 14:45:00,2.4728,3622.83
2025-01-03 15:00:00,2.4571,3608.89
2025-01-03 15:15:00,2.4625,3612.43
2025-01-03 15:30:00,2.4563,3608.88
2025-01-03 15:45:00,2.4486,3600.57
2025-01-03 16:00:00,2.4451,3606.67
2025-01-03 16:15:00,2.4521,3613.69
2025-01-03 16:30:00,2.4483,3615.65
2025-01-03 16:45:00,2.4533,3614.39
2025-01-03 17:00:00,2.4615,3613.92
2025-01-03 17:15:00,2.4578,3620.9
2025-01-03 17:30:00,2.4615,3614.12
2025-01-03 17:45:00,2.4597,3616.18
2025-01-03 18:00:00,2.4569,3611.93
2025-01-03 18:15:00,2.4643,3607.36
2025-01-03 18:30:00,2.4562,3609.28
2025-01-03 18:45:00,2.4547,3609.01
2025-01-03 19:00:00,2.4585,3609.2
2025-01-03 19:15:00,2.4545,3616.5
2025-01-03 19:30:00,2.4355,3607.01
2025-01-03 19:45:00,2.444,3602.41
2025-01-03 20:00:00,2.4387,3585.92
2025-01-03 20:15:00,2.4413,3594.24
2025-01-03 20:30:00,2.4449,3593.69
2025-01-03 20:45:00,2.4731,3596.27
2025-01-03 21:00:00,2.483,3591.02
2025-01-03 21:15:00,2.4805,3585.43
2025-01-03 21:30:00,2.4762,3591.91
2025-01-03 21:45:00,2.4838,3596.4
2025-01-03 22:00:00,2.478,3597.29
2025-01-03 22:15:00,2.4706,3594.1
2025-01-03 22:30:00,2.472,3597.3
2025-01-03 22:45:00,2.4657,3597.97
2025-01-03 23:00:00,2.4613,3591.37
2025-01-03 23:15:00,2.4528,3588.01
2025-01-03 23:30:00,2.4472,3590.13
2025-01-03 23:45:00,2.4506,3591.47
2025-01-04 00:00:00,2.458,3588.83
2025-01-04 00:15:00,2.4544,3594.69
2025-01-04 00:30:00,2.4497,3595.02
2025-01-04 00:45:00,2.4544,3596.65
2025-01-04 01:00:00,2.4575,3603.04
2025-01-04 01:15:00,2.4599,3601.71
2025-01-04 01:30:00,2.4561,3597.93
2025-01-04 01:45:00,2.4556,3600.61
2025-01-04 02:00:00,2.4585,3607.39
2025-01-04 02:15:00,2.4519,3604.49
2025-01-04 02:30:00,2.451,3603.45
2025-01-04 02:45:00,2.4462,3594.04
2025-01-04 03:00:00,2.4499,3603.61
2025-01-04 03:15:00,2.4434,3595.69
2025-01-04 03:30:00,2.436,3591.18
2025-01-04 03:45:00,2.4329,3585.01
2025-01-04 04:00:00,2.4417,3585.32
2025-01-04 04:15:00,2.444,3593.84
2025-01-04 04:30:00,2.4449,3591.57
2025-01-04 04:45:00,2.4464,3589.55
2025-01-04 05:00:00,2.4394,3580.62
2025-01-04 05:15:00,2.4358,3580.16
2025-01-04 05:30:00,2.4413,3585.86
2025-01-04 05:45:00,2.4393,3588.09
2025-01-04 06:00:00,2.4361,3592.0
2025-01-04 06:15:00,2.4359,3588.3
2025-01-04 06:30:00,2.4411,3594.53
2025-01-04 06:45:00,2.4407,3602.01
2025-01-04 07:00:00,2.4415,3608.37
2025-01-04 07:15:00,2.4471,3635.97
2025-01-04 07:30:00,2.4484,3627.98
2025-01-04 07:45:00,2.45,3635.52
2025-01-04 08:00:00,2.4521,3644.14
2025-01-04 08:15:00,2.4509,3638.49
2025-01-04 08:30:00,2.449,3637.67
2025-01-04 08:45:00,2.4541,3644.0
2025-01-04 09:00:00,2.4479,3636.15
2025-01-04 09:15:00,2.4514,3639.61
2025-01-04 09:30:00,2.4534,3637.79
2025-01-04 09:45:00,2.4583,3636.99
2025-01-04 10:00:00,2.4556,3640.9
2025-01-04 10:15:00,2.4471,3636.41
2025-01-04 10:30:00,2.4097,3603.06
2025-01-04 10:45:00,2.4115,3607.81
2025-01-04 11:00:00,2.4283,3613.8
2025-01-04 11:15:00,2.4258,3621.23
2025-01-04 11:30:00,2.4178,3618.79
2025-01-04 11:45:00,2.4196,3622.09
2025-01-04 12:00:00,2.4189,3627.88
2025-01-04 12:15:00,2.4171,3623.21
2025-01-04 12:30:00,2.4193,3625.53
2025-01-04 12:45:00,2.427,3633.31
2025-01-04 13:00:00,2.4262,3637.77
2025-01-04 13:15:00,2.424,3635.65
2025-01-04 13:30:00,2.4216,3629.75
2025-01-04 13:45:00,2.4198,3626.73
2025-01-04 14:00:00,2.4167,3632.76
2025-01-04 14:15:00,2.4165,3631.1
2025-01-04 14:30:00,2.4173,3628.98
2025-01-04 14:45:00,2.4234,3631.14
2025-01-04 15:00:00,2.4227,3639.74
2025-01-04 15:15:00,2.4274,3646.01
2025-01-04 15:30:00,2.4371,3661.13
2025-01-04 15:45:00,2.4348,3660.47
2025-01-04 16:00:00,2.4376,3659.23
2025-01-04 16:15:00,2.4343,3664.02
2025-01-04 16:30:00,2.429,3660.09
2025-01-04 16:45:00,2.4241,3658.11
2025-01-04 17:00:00,2.4204,3654.51
2025-01-04 17:15:00,2.4186,3647.76
2025-01-04 17:30:00,2.4224,3653.61
2025-01-04 17:45:00,2.4294,3660.09
2025-01-04 18:00:00,2.4215,3652.19
2025-01-04 18:15:00,2.4248,3658.92
2025-01-04 18:30:00,2.4208,3658.93
2025-01-04 18:45:00,2.4201,3656.88
2025-01-04 19:00:00,2.4195,3667.3
2025-01-04 19:15:00,2.421,3661.3
2025-01-04 19:30:00,2.4114,3655.46
2025-01-04 19:45:00,2.4085,3650.11
2025-01-04 20:00:00,2.4002,3645.23
2025-01-04 20:15:00,2.4007,3643.28
2025-01-04 20:30:00,2.3865,3638.51
2025-01-04 20:45:00,2.3886,3636.78
2025-01-04 21:00:00,2.3931,3642.72
2025-01-04 21:15:00,2.3919,3641.54
2025-01-04 21:30:00,2.3884,3639.09
2025-01-04 21:45:00,2.3929,3641.41
2025-01-04 22:00:00,2.3918,3637.27
2025-01-04 22:15:00,2.389,3634.77
2025-01-04 22:30:00,2.388,3632.52
2025-01-04 22:45:00,2.3903,3637.79
2025-01-04 23:00:00,2.3957,3640.0
2025-01-04 23:15:00,2.4025,3647.01
2025-01-04 23:30:00,2.4026,3644.01
2025-01-04 23:45:00,2.4012,3644.3
2025-01-05 00:00:00,2.4029,3638.42
2025-01-05 00:15:00,2.4012,3638.84
2025-01-05 00:30:00,2.3978,3636.19
2025-01-05 00:45:00,2.3954,3632.65
2025-01-05 01:00:00,2.3905,3633.01
2025-01-05 01:15:00,2.3978,3634.79
2025-01-05 01:30:00,2.4049,3639.8
2025-01-05 01:45:00,2.4072,3639.08
2025-01-05 02:00:00,2.406,3633.85
2025-01-05 02:15:00,2.4045,3633.49
2025-01-05 02:30:00,2.4031,3634.34
2025-01-05 02:45:00,2.4006,3631.56
2025-01-05 03:00:00,2.3785,3618.01
2025-01-05 03:15:00,2.3824,3618.98
2025-01-05 03:30:00,2.3803,3622.28
2025-01-05 03:45:00,2.3823,3620.01
2025-01-05 04:00:00,2.3817,3621.1
2025-01-05 04:15:00,2.3715,3615.64
2025-01-05 04:30:00,2.3721,3617.85
2025-01-05 04:45:00,2.3493,3609.46
2025-01-05 05:00:00,2.349,3613.91
2025-01-05 05:15:00,2.3342,3610.18
2025-01-05 05:30:00,2.342,3616.3
2025-01-05 05:45:00,2.3415,3615.62
2025-01-05 06:00:00,2.3484,3617.69
2025-01-05 06:15:00,2.3509,3614.34
2025-01-05 06:30:00,2.3561,3614.72
2025-01-05 06:45:00,2.3527,3613.47
2025-01-05 07:00:00,2.3531,3613.05
2025-01-05 07:15:00,2.3532,3614.87
2025-01-05 07:30:00,2.3571,3617.68
2025-01-05 07:45:00,2.3589,3614.08
2025-01-05 08:00:00,2.3606,3616.41
2025-01-05 08:15:00,2.3686,3622.57
2025-01-05 08:30:00,2.3745,3623.66
2025-01-05 08:45:00,2.3665,3614.65
2025-01-05 09:00:00,2.3591,3608.46
2025-01-05 09:15:00,2.3592,3604.94
2025-01-05 09:30:00,2.3639,3618.3
2025-01-05 09:45:00,2.3753,3623.11
2025-01-05 10:00:00,2.3691,3626.12
2025-01-05 10:15:00,2.3677,3625.0
2025-01-05 10:30:00,2.3716,3631.53
2025-01-05 10:45:00,2.3683,3629.6
2025-01-05 11:00:00,2.3721,3637.79
2025-01-05 11:15:00,2.3676,3634.59
2025-01-05 11:30:00,2.3619,3626.09
2025-01-05 11:45:00,2.3667,3628.01
2025-01-05 12:00:00,2.3754,3636.48
2025-01-05 12:15:00,2.3824,3637.79
2025-01-05 12:30:00,2.3807,3633.59
2025-01-05 12:45:00,2.3795,3627.81
2025-01-05 13:00:00,2.3751,3618.52
2025-01-05 13:15:00,2.3808,3622.11
2025-01-05 13:30:00,2.396,3629.8
2025-01-05 13:45:00,2.403,3630.75
2025-01-05 14:00:00,2.3984,3636.64
2025-01-05 14:15:00,2.3956,3634.35
2025-01-05 14:30:00,2.3862,3635.76
2025-01-05 14:45:00,2.3837,3637.78
2025-01-05 15:00:00,2.3927,3639.99
2025-01-05 15:15:00,2.3965,3645.94
2025-01-05 15:30:00,2.3942,3636.89
2025-01-05 15:45:00,2.3976,3635.77
2025-01-05 16:00:00,2.4008,3640.78
2025-01-05 16:15:00,2.3991,3639.71
2025-01-05 16:30:00,2.3964,3641.1
2025-01-05 16:45:00,2.3918,3645.66
2025-01-05 17:00:00,2.3905,3638.65
2025-01-05 17:15:00,2.3955,3645.59
2025-01-05 17:30:00,2.3993,3643.29
2025-01-05 17:45:00,2.4031,3645.32
2025-01-05 18:00:00,2.4067,3644.87
2025-01-05 18:15:00,2.4109,3638.58
2025-01-05 18:30:00,2.406,3639.44
2025-01-05 18:45:00,2.3994,3635.99
2025-01-05 19:00:00,2.4065,3640.01
2025-01-05 19:15:00,2.4053,3641.66
2025-01-05 19:30:00,2.399,3633.83
2025-01-05 19:45:00,2.3895,3621.74
2025-01-05 20:00:00,2.379,3614.82
2025-01-05 20:15:00,2.3828,3623.49
2025-01-05 20:30:00,2.4016,3627.82
2025-01-05 20:45:00,2.4191,3648.84
2025-01-05 21:00:00,2.4293,3668.65
2025-01-05 21:15:00,2.4184,3663.77
2025-01-05 21:30:00,2.4161,3668.83
2025-01-05 21:45:00,2.405,3658.46
2025-01-05 22:00:00,2.4029,3665.92
2025-01-05 22:15:00,2.4091,3670.02
2025-01-05 22:30:00,2.4146,3667.4
2025-01-05 22:45:00,2.4121,3664.92
2025-01-05 23:00:00,2.4196,3672.3
2025-01-05 23:15:00,2.4149,3664.27
2025-01-05 23:30:00,2.4152,3663.32
2025-01-05 23:45:00,2.4163,3672.68
2025-01-06 00:00:00,2.4079,3668.69
2025-01-06 00:15:00,2.4133,3688.11
2025-01-06 00:30:00,2.4059,3684.84
2025-01-06 00:45:00,2.4043,3680.61
2025-01-06 01:00:00,2.4012,3671.44
2025-01-06 01:15:00,2.4105,3669.21
2025-01-06 01:30:00,2.4092,3673.94
2025-01-06 01:45:00,2.412,3666.22
2025-01-06 02:00:00,2.4057,3658.98
2025-01-06 02:15:00,2.3991,3650.04
2025-01-06 02:30:00,2.3931,3650.05
2025-01-06 02:45:00,2.3927,3650.75
2025-01-06 03:00:00,2.3961,3655.74
2025-01-06 03:15:00,2.4001,3650.04
2025-01-06 03:30:00,2.3831,3639.69
2025-01-06 03:45:00,2.3797,3640.9
2025-01-06 04:00:00,2.3862,3649.17
2025-01-06 04:15:00,2.3769,3643.55
2025-01-06 04:30:00,2.3799,3642.46
2025-01-06 04:45:00,2.3858,3644.75
2025-01-06 05:00:00,2.3803,3639.52
2025-01-06 05:15:00,2.3858,3641.07
2025-01-06 05:30:00,2.3873,3636.99
2025-01-06 05:45:00,2.3869,3637.87
2025-01-06 06:00:00,2.3827,3645.5
2025-01-06 06:15:00,2.3942,3653.3
2025-01-06 06:30:00,2.4007,3652.92
2025-01-06 06:45:00,2.3959,3654.52
2025-01-06 07:00:00,2.396,3653.52
2025-01-06 07:15:00,2.3948,3657.97
2025-01-06 07:30:00,2.3969,3657.5
2025-01-06 07:45:00,2.392,3642.52
2025-01-06 08:00:00,2.3866,3633.39
2025-01-06 08:15:00,2.3952,3646.51
2025-01-06 08:30:00,2.3983,3643.71
2025-01-06 08:45:00,2.399,3651.03
2025-01-06 09:00:00,2.4008,3642.23
2025-01-06 09:15:00,2.3826,3634.23
2025-01-06 09:30:00,2.3917,3640.21
2025-01-06 09:45:00,2.4288,3685.47
2025-01-06 10:00:00,2.4337,3695.67
2025-01-06 10:15:00,2.4454,3695.61
2025-01-06 10:30:00,2.4406,3689.3
2025-01-06 10:45:00,2.4363,3714.45
2025-01-06 11:00:00,2.4548,3730.13
2025-01-06 11:15:00,2.4504,3732.75
2025-01-06 11:30:00,2.4466,3713.05
2025-01-06 11:45:00,2.4442,3710.18
2025-01-06 12:00:00,2.4295,3692.42
2025-01-06 12:15:00,2.4242,3688.7
2025-01-06 12:30:00,2.407,3663.24
2025-01-06 12:45:00,2.4165,3673.87
2025-01-06 13:00:00,2.4156,3677.0
2025-01-06 13:15:00,2.4251,3685.87
2025-01-06 13:30:00,2.4276,3687.08
2025-01-06 13:45:00,2.4262,3682.22
2025-01-06 14:00:00,2.4312,3689.35
2025-01-06 14:15:00,2.4315,3691.07
2025-01-06 14:30:00,2.4316,3694.98
2025-01-06 14:45:00,2.4249,3687.44
2025-01-06 15:00:00,2.4285,3697.43
2025-01-06 15:15:00,2.4251,3697.22
2025-01-06 15:30:00,2.4225,3684.42
2025-01-06 15:45:00,2.4196,3683.49
2025-01-06 16:00:00,2.417,3676.07
2025-01-06 16:15:00,2.4134,3669.5
2025-01-06 16:30:00,2.4165,3670.29
2025-01-06 16:45:00,2.413,3667.16
2025-01-06 17:00:00,2.4088,3671.5
2025-01-06 17:15:00,2.4125,3675.94
2025-01-06 17:30:00,2.4173,3677.4
2025-01-06 17:45:00,2.4214,3678.52
2025-01-06 18:00:00,2.4161,3671.46
2025-01-06 18:15:00,2.416,3678.89
2025-01-06 18:30:00,2.4146,3682.79
2025-01-06 18:45:00,2.42,3687.45
2025-01-06 19:00:00,2.4115,3677.51
2025-01-06 19:15:00,2.4175,3687.46
2025-01-06 19:30:00,2.4116,3680.55
2025-01-06 19:45:00,2.407,3675.14
2025-01-06 20:00:00,2.3967,3675.94
2025-01-06 20:15:00,2.4013,3678.99
2025-01-06 20:30:00,2.4042,3689.7
2025-01-06 20:45:00,2.4145,3694.55
2025-01-06 21:00:00,2.4049,3693.04
2025-01-06 21:15:00,2.397,3687.46
2025-01-06 21:30:00,2.4001,3686.02
2025-01-06 21:45:00,2.3944,3678.07
2025-01-06 22:00:00,2.4019,3683.14
2025-01-06 22:15:00,2.3995,3680.7
2025-01-06 22:30:00,2.3995,3680.83
2025-01-06 22:45:00,2.4048,3682.25
2025-01-06 23:00:00,2.4163,3684.22
2025-01-06 23:15:00,2.4098,3682.98
2025-01-06 23:30:00,2.4115,3677.95
2025-01-06 23:45:00,2.4064,3673.52
2025-01-07 00:00:00,2.4086,3671.71
2025-01-07 00:15:00,2.4154,3667.37
2025-01-07 00:30:00,2.4129,3662.29
2025-01-07 00:45:00,2.4309,3669.38
2025-01-07 01:00:00,2.4342,3670.87
2025-01-07 01:15:00,2.4301,3671.33
2025-01-07 01:30:00,2.4372,3671.93
2025-01-07 01:45:00,2.4464,3672.6
2025-01-07 02:00:00,2.4397,3677.1
2025-01-07 02:15:00,2.4357,3671.11
2025-01-07 02:30:00,2.4321,3665.37
2025-01-07 02:45:00,2.4275,3667.77
2025-01-07 03:00:00,2.4354,3663.21
2025-01-07 03:15:00,2.4467,3666.35
2025-01-07 03:30:00,2.4457,3673.08
2025-01-07 03:45:00,2.4417,3674.63
2025-01-07 04:00:00,2.4443,3669.01
2025-01-07 04:15:00,2.4481,3666.02
2025-01-07 04:30:00,2.4407,3658.84
2025-01-07 04:45:00,2.4477,3661.09
2025-01-07 05:00:00,2.4422,3655.93
2025-01-07 05:15:00,2.446,3662.31
2025-01-07 05:30:00,2.453,3663.0
2025-01-07 05:45:00,2.4565,3657.61
2025-01-07 06:00:00,2.4497,3653.79
2025-01-07 06:15:00,2.4464,3654.84
2025-01-07 06:30:00,2.4164,3637.95
2025-01-07 06:45:00,2.422,3639.27
2025-01-07 07:00:00,2.425,3636.56
2025-01-07 07:15:00,2.413,3627.0
2025-01-07 07:30:00,2.4182,3634.45
2025-01-07 07:45:00,2.4138,3633.42
2025-01-07 08:00:00,2.4194,3635.89
2025-01-07 08:15:00,2.4242,3644.99
