datetime,SOL/USD:Binance,ETH/USD:Binance
2025-01-01 00:00:00,190.11,3346.8
2025-01-01 00:15:00,190.43,3350.01
2025-01-01 00:30:00,190.38,3348.09
2025-01-01 00:45:00,190.15,3345.41
2025-01-01 01:00:00,189.64,3341.49
2025-01-01 01:15:00,189.95,3344.0
2025-01-01 01:30:00,190.17,3344.48
2025-01-01 01:45:00,190.3,3346.6
2025-01-01 02:00:00,189.91,3341.26
2025-01-01 02:15:00,189.9,3341.59
2025-01-01 02:30:00,190.22,3344.02
2025-01-01 02:45:00,190.06,3347.12
2025-01-01 03:00:00,190.6,3347.23
2025-01-01 03:15:00,189.82,3337.85
2025-01-01 03:30:00,189.92,3339.69
2025-01-01 03:45:00,189.4,3337.01
2025-01-01 04:00:00,188.94,3334.29
2025-01-01 04:15:00,188.49,3322.34
2025-01-01 04:30:00,188.49,3327.16
2025-01-01 04:45:00,189.18,3334.64
2025-01-01 05:00:00,189.74,3330.1
2025-01-01 05:15:00,190.22,3332.96
2025-01-01 05:30:00,190.7,3330.92
2025-01-01 05:45:00,190.24,3326.69
2025-01-01 06:00:00,190.55,3329.52
2025-01-01 06:15:00,191.23,3335.6
2025-01-01 06:30:00,191.68,3342.75
2025-01-01 06:45:00,191.36,3341.0
2025-01-01 07:00:00,190.82,3341.82
2025-01-01 07:15:00,191.41,3350.75
2025-01-01 07:30:00,191.22,3347.62
2025-01-01 07:45:00,190.95,3347.46
2025-01-01 08:00:00,190.25,3338.83
2025-01-01 08:15:00,189.69,3336.29
2025-01-01 08:30:00,189.96,3337.28
2025-01-01 08:45:00,190.25,3343.37
2025-01-01 09:00:00,190.95,3348.51
2025-01-01 09:15:00,189.95,3337.58
2025-01-01 09:30:00,190.14,3338.94
2025-01-01 09:45:00,190.88,3345.86
2025-01-01 10:00:00,190.2,3337.29
2025-01-01 10:15:00,190.54,3338.8
2025-01-01 10:30:00,191.51,3347.33
2025-01-01 10:45:00,191.91,3352.93
2025-01-01 11:00:00,191.17,3347.72
2025-01-01 11:15:00,191.1,3345.07
2025-01-01 11:30:00,190.54,3336.32
2025-01-01 11:45:00,190.51,3338.68
2025-01-01 12:00:00,189.73,3330.82
2025-01-01 12:15:00,189.85,3334.01
2025-01-01 12:30:00,190.12,3337.67
2025-01-01 12:45:00,190.64,3343.7
2025-01-01 13:00:00,190.35,3334.51
2025-01-01 13:15:00,190.76,3338.82
2025-01-01 13:30:00,191.86,3348.34
2025-01-01 13:45:00,191.68,3348.57
2025-01-01 14:00:00,192.42,3348.48
2025-01-01 14:15:00,192.37,3345.0
2025-01-01 14:30:00,192.6,3350.36
2025-01-01 14:45:00,193.1,3356.55
2025-01-01 15:00:00,193.71,3357.95
2025-01-01 15:15:00,193.77,3354.25
2025-01-01 15:30:00,194.2,3355.19
2025-01-01 15:45:00,194.36,3360.4
2025-01-01 16:00:00,194.12,3356.67
2025-01-01 16:15:00,195.07,3367.82
2025-01-01 16:30:00,194.33,3362.29
2025-01-01 16:45:00,194.69,3368.39
2025-01-01 17:00:00,193.97,3363.42
2025-01-01 17:15:00,194.11,3368.78
2025-01-01 17:30:00,194.82,3368.52
2025-01-01 17:45:00,194.53,3361.63
2025-01-01 18:00:00,194.59,3361.42
2025-01-01 18:15:00,194.24,3356.5
2025-01-01 18:30:00,194.24,3359.06
2025-01-01 18:45:00,194.28,3360.38
2025-01-01 19:00:00,194.0,3361.39
2025-01-01 19:15:00,195.17,3385.04
2025-01-01 19:30:00,196.31,3391.36
2025-01-01 19:45:00,196.25,3389.92
2025-01-01 20:00:00,197.83,3399.33
2025-01-01 20:15:00,197.03,3392.57
2025-01-01 20:30:00,197.56,3388.6
2025-01-01 20:45:00,197.71,3383.92
2025-01-01 21:00:00,198.11,3387.95
2025-01-01 21:15:00,198.7,3389.16
2025-01-01 21:30:00,198.74,3388.04
2025-01-01 21:45:00,199.41,3398.49
2025-01-01 22:00:00,198.43,3389.18
2025-01-01 22:15:00,198.65,3394.39
2025-01-01 22:30:00,197.89,3389.33
2025-01-01 22:45:00,198.54,3388.55
2025-01-01 23:00:00,199.89,3391.21
2025-01-01 23:15:00,200.13,3389.28
2025-01-01 23:30:00,204.22,3417.21
2025-01-01 23:45:00,204.47,3417.69
2025-01-02 00:00:00,203.72,3406.85
2025-01-02 00:15:00,204.99,3416.04
2025-01-02 00:30:00,205.0,3417.89
2025-01-02 00:45:00,204.62,3412.39
2025-01-02 01:00:00,204.72,3407.54
2025-01-02 01:15:00,204.54,3403.3
2025-01-02 01:30:00,205.27,3409.53
2025-01-02 01:45:00,205.36,3410.37
2025-01-02 02:00:00,205.99,3415.34
2025-01-02 02:15:00,206.59,3418.05
2025-01-02 02:30:00,206.21,3417.31
2025-01-02 02:45:00,205.91,3420.05
2025-01-02 03:00:00,206.49,3432.21
2025-01-02 03:15:00,206.05,3418.29
2025-01-02 03:30:00,207.05,3424.38
2025-01-02 03:45:00,206.8,3437.93
2025-01-02 04:00:00,206.66,3441.99
2025-01-02 04:15:00,207.84,3445.46
2025-01-02 04:30:00,207.17,3442.36
2025-01-02 04:45:00,207.38,3467.95
2025-01-02 05:00:00,207.1,3458.99
2025-01-02 05:15:00,207.4,3471.17
2025-01-02 05:30:00,206.86,3468.27
2025-01-02 05:45:00,206.98,3468.81
2025-01-02 06:00:00,207.17,3463.56
2025-01-02 06:15:00,207.92,3465.54
2025-01-02 06:30:00,208.66,3471.8
2025-01-02 06:45:00,208.51,3471.18
2025-01-02 07:00:00,209.22,3477.75
2025-01-02 07:15:00,208.08,3471.74
2025-01-02 07:30:00,208.48,3473.23
2025-01-02 07:45:00,208.39,3480.48
2025-01-02 08:00:00,208.02,3462.82
2025-01-02 08:15:00,208.29,3468.53
2025-01-02 08:30:00,208.4,3469.93
2025-01-02 08:45:00,208.17,3465.85
2025-01-02 09:00:00,207.92,3458.48
2025-01-02 09:15:00,208.73,3462.58
2025-01-02 09:30:00,208.35,3479.75
2025-01-02 09:45:00,208.2,3495.19
2025-01-02 10:00:00,207.76,3485.62
2025-01-02 10:15:00,206.64,3469.55
2025-01-02 10:30:00,206.03,3462.52
2025-01-02 10:45:00,206.77,3463.51
2025-01-02 11:00:00,207.2,3469.07
2025-01-02 11:15:00,208.28,3480.53
2025-01-02 11:30:00,208.78,3483.49
2025-01-02 11:45:00,207.45,3469.54
2025-01-02 12:00:00,208.0,3477.66
2025-01-02 12:15:00,207.41,3463.39
2025-01-02 12:30:00,205.88,3447.69
2025-01-02 12:45:00,206.05,3450.46
2025-01-02 13:00:00,205.41,3452.94
2025-01-02 13:15:00,205.85,3458.69
2025-01-02 13:30:00,206.47,3455.13
2025-01-02 13:45:00,206.44,3465.24
2025-01-02 14:00:00,207.09,3466.46
2025-01-02 14:15:00,207.75,3470.65
2025-01-02 14:30:00,207.3,3465.32
2025-01-02 14:45:00,206.69,3463.18
2025-01-02 15:00:00,207.3,3468.55
2025-01-02 15:15:00,207.75,3468.78
2025-01-02 15:30:00,207.49,3456.5
2025-01-02 15:45:00,206.82,3453.0
2025-01-02 16:00:00,206.54,3446.94
2025-01-02 16:15:00,206.55,3452.96
2025-01-02 16:30:00,205.6,3450.69
2025-01-02 16:45:00,206.54,3454.2
2025-01-02 17:00:00,205.91,3447.12
2025-01-02 17:15:00,205.97,3434.78
2025-01-02 17:30:00,206.44,3439.39
2025-01-02 17:45:00,206.6,3440.61
2025-01-02 18:00:00,206.81,3442.41
2025-01-02 18:15:00,207.91,3450.81
2025-01-02 18:30:00,208.15,3452.27
2025-01-02 18:45:00,208.31,3455.67
2025-01-02 19:00:00,208.05,3451.0
2025-01-02 19:15:00,207.83,3462.83
2025-01-02 19:30:00,207.2,3454.18
2025-01-02 19:45:00,207.15,3449.22
2025-01-02 20:00:00,205.97,3448.35
2025-01-02 20:15:00,206.58,3458.5
2025-01-02 20:30:00,206.03,3452.92
2025-01-02 20:45:00,206.86,3464.83
2025-01-02 21:00:00,207.37,3469.99
2025-01-02 21:15:00,208.09,3474.95
2025-01-02 21:30:00,207.48,3466.09
2025-01-02 21:45:00,206.87,3457.95
2025-01-02 22:00:00,206.78,3457.91
2025-01-02 22:15:00,206.33,3460.01
2025-01-02 22:30:00,207.03,3465.53
2025-01-02 22:45:00,208.05,3470.16
2025-01-02 23:00:00,207.7,3466.83
2025-01-02 23:15:00,207.45,3461.79
2025-01-02 23:30:00,207.59,3459.14
2025-01-02 23:45:00,207.72,3458.38
2025-01-03 00:00:00,208.51,3454.88
2025-01-03 00:15:00,208.49,3449.08
2025-01-03 00:30:00,208.81,3451.28
2025-01-03 00:45:00,208.87,3455.98
2025-01-03 01:00:00,209.4,3458.0
2025-01-03 01:15:00,209.53,3449.01
2025-01-03 01:30:00,209.41,3450.66
2025-01-03 01:45:00,207.77,3442.6
2025-01-03 02:00:00,207.58,3438.4
2025-01-03 02:15:00,207.38,3435.73
2025-01-03 02:30:00,208.18,3438.15
2025-01-03 02:45:00,207.95,3433.27
2025-01-03 03:00:00,209.0,3434.49
2025-01-03 03:15:00,209.54,3431.53
2025-01-03 03:30:00,209.75,3434.17
2025-01-03 03:45:00,209.36,3430.2
2025-01-03 04:00:00,211.92,3440.61
2025-01-03 04:15:00,211.7,3444.57
2025-01-03 04:30:00,211.03,3447.81
2025-01-03 04:45:00,211.2,3443.62
2025-01-03 05:00:00,210.57,3439.49
2025-01-03 05:15:00,211.05,3446.05
2025-01-03 05:30:00,211.07,3446.14
2025-01-03 05:45:00,211.13,3446.01
2025-01-03 06:00:00,211.29,3449.45
2025-01-03 06:15:00,212.36,3457.01
2025-01-03 06:30:00,212.91,3459.0
2025-01-03 06:45:00,214.51,3465.62
2025-01-03 07:00:00,214.67,3471.94
2025-01-03 07:15:00,214.25,3473.48
2025-01-03 07:30:00,213.47,3465.78
2025-01-03 07:45:00,213.4,3463.83
2025-01-03 08:00:00,213.54,3485.2
2025-01-03 08:15:00,212.33,3486.17
2025-01-03 08:30:00,213.24,3487.99
2025-01-03 08:45:00,212.92,3481.85
2025-01-03 09:00:00,214.22,3495.65
2025-01-03 09:15:00,215.38,3511.99
2025-01-03 09:30:00,218.11,3525.39
2025-01-03 09:45:00,218.3,3527.19
2025-01-03 10:00:00,217.6,3535.38
2025-01-03 10:15:00,217.24,3539.31
2025-01-03 10:30:00,217.76,3554.38
2025-01-03 10:45:00,217.36,3565.13
2025-01-03 11:00:00,217.62,3587.58
2025-01-03 11:15:00,218.27,3581.69
2025-01-03 11:30:00,219.13,3588.55
2025-01-03 11:45:00,217.7,3584.28
2025-01-03 12:00:00,217.0,3579.44
2025-01-03 12:15:00,217.26,3577.81
2025-01-03 12:30:00,217.66,3583.01
2025-01-03 12:45:00,217.39,3575.47
2025-01-03 13:00:00,217.49,3587.61
2025-01-03 13:15:00,217.91,3599.99
2025-01-03 13:30:00,218.22,3612.91
2025-01-03 13:45:00,218.12,3605.59
2025-01-03 14:00:00,218.03,3620.09
2025-01-03 14:15:00,216.77,3620.86
2025-01-03 14:30:00,216.74,3621.76
2025-01-03 14:45:00,217.1,3622.83
2025-01-03 15:00:00,216.4,3608.89
2025-01-03 15:15:00,216.63,3612.43
2025-01-03 15:30:00,216.34,3608.88
2025-01-03 15:45:00,216.05,3600.57
2025-01-03 16:00:00,216.44,3606.67
2025-01-03 16:15:00,216.79,3613.69
2025-01-03 16:30:00,216.44,3615.65
2025-01-03 16:45:00,216.34,3614.39
2025-01-03 17:00:00,216.52,3613.92
2025-01-03 17:15:00,217.05,3620.9
2025-01-03 17:30:00,217.0,3614.12
2025-01-03 17:45:00,217.06,3616.18
2025-01-03 18:00:00,217.27,3611.93
2025-01-03 18:15:00,217.62,3607.36
2025-01-03 18:30:00,217.61,3609.28
2025-01-03 18:45:00,217.99,3609.01
2025-01-03 19:00:00,217.38,3609.2
2025-01-03 19:15:00,217.81,3616.5
2025-01-03 19:30:00,217.26,3607.01
2025-01-03 19:45:00,217.0,3602.41
2025-01-03 20:00:00,216.34,3585.92
2025-01-03 20:15:00,217.86,3594.24
2025-01-03 20:30:00,217.6,3593.69
2025-01-03 20:45:00,217.38,3596.27
2025-01-03 21:00:00,216.75,3591.02
2025-01-03 21:15:00,216.51,3585.43
2025-01-03 21:30:00,217.22,3591.91
2025-01-03 21:45:00,217.47,3596.4
2025-01-03 22:00:00,216.28,3597.29
2025-01-03 22:15:00,216.46,3594.1
2025-01-03 22:30:00,216.66,3597.3
2025-01-03 22:45:00,216.97,3597.97
2025-01-03 23:00:00,216.0,3591.37
2025-01-03 23:15:00,216.01,3588.01
2025-01-03 23:30:00,216.24,3590.13
2025-01-03 23:45:00,216.88,3591.47
2025-01-04 00:00:00,216.81,3588.83
2025-01-04 00:15:00,217.23,3594.69
2025-01-04 00:30:00,217.1,3595.02
2025-01-04 00:45:00,217.23,3596.65
2025-01-04 01:00:00,216.99,3603.04
2025-01-04 01:15:00,217.84,3601.71
2025-01-04 01:30:00,217.57,3597.93
2025-01-04 01:45:00,217.63,3600.61
2025-01-04 02:00:00,217.59,3607.39
2025-01-04 02:15:00,217.32,3604.49
2025-01-04 02:30:00,217.22,3603.45
2025-01-04 02:45:00,216.71,3594.04
2025-01-04 03:00:00,216.45,3603.61
2025-01-04 03:15:00,215.99,3595.69
2025-01-04 03:30:00,215.72,3591.18
2025-01-04 03:45:00,215.72,3585.01
2025-01-04 04:00:00,215.96,3585.32
2025-01-04 04:15:00,216.17,3593.84
2025-01-04 04:30:00,216.0,3591.57
2025-01-04 04:45:00,215.83,3589.55
2025-01-04 05:00:00,214.94,3580.62
2025-01-04 05:15:00,215.06,3580.16
2025-01-04 05:30:00,215.66,3585.86
2025-01-04 05:45:00,215.66,3588.09
2025-01-04 06:00:00,215.99,3592.0
2025-01-04 06:15:00,215.91,3588.3
2025-01-04 06:30:00,216.33,3594.53
2025-01-04 06:45:00,216.45,3602.01
2025-01-04 07:00:00,216.32,3608.37
2025-01-04 07:15:00,216.65,3635.97
2025-01-04 07:30:00,216.77,3627.98
2025-01-04 07:45:00,217.04,3635.52
2025-01-04 08:00:00,217.28,3644.14
2025-01-04 08:15:00,217.07,3638.49
2025-01-04 08:30:00,216.68,3637.67
2025-01-04 08:45:00,217.03,3644.0
2025-01-04 09:00:00,216.35,3636.15
2025-01-04 09:15:00,216.37,3639.61
2025-01-04 09:30:00,215.97,3637.79
2025-01-04 09:45:00,215.88,3636.99
2025-01-04 10:00:00,215.76,3640.9
2025-01-04 10:15:00,215.21,3636.41
2025-01-04 10:30:00,213.74,3603.06
2025-01-04 10:45:00,214.32,3607.81
2025-01-04 11:00:00,214.43,3613.8
2025-01-04 11:15:00,214.38,3621.23
2025-01-04 11:30:00,214.13,3618.79
2025-01-04 11:45:00,214.4,3622.09
2025-01-04 12:00:00,214.83,3627.88
2025-01-04 12:15:00,215.09,3623.21
2025-01-04 12:30:00,215.28,3625.53
2025-01-04 12:45:00,215.75,3633.31
2025-01-04 13:00:00,215.47,3637.77
2025-01-04 13:15:00,215.55,3635.65
2025-01-04 13:30:00,215.96,3629.75
2025-01-04 13:45:00,215.54,3626.73
2025-01-04 14:00:00,215.41,3632.76
2025-01-04 14:15:00,215.46,3631.1
2025-01-04 14:30:00,215.3,3628.98
2025-01-04 14:45:00,215.58,3631.14
2025-01-04 15:00:00,215.65,3639.74
2025-01-04 15:15:00,215.68,3646.01
2025-01-04 15:30:00,216.08,3661.13
2025-01-04 15:45:00,216.43,3660.47
2025-01-04 16:00:00,216.08,3659.23
2025-01-04 16:15:00,216.26,3664.02
2025-01-04 16:30:00,216.12,3660.09
2025-01-04 16:45:00,216.06,3658.11
2025-01-04 17:00:00,215.84,3654.51
2025-01-04 17:15:00,216.28,3647.76
2025-01-04 17:30:00,216.28,3653.61
2025-01-04 17:45:00,217.2,3660.09
2025-01-04 18:00:00,217.04,3652.19
2025-01-04 18:15:00,216.76,3658.92
2025-01-04 18:30:00,216.67,3658.93
2025-01-04 18:45:00,216.67,3656.88
2025-01-04 19:00:00,217.01,3667.3
2025-01-04 19:15:00,217.05,3661.3
2025-01-04 19:30:00,217.27,3655.46
2025-01-04 19:45:00,217.04,3650.11
2025-01-04 20:00:00,216.76,3645.23
2025-01-04 20:15:00,216.6,3643.28
2025-01-04 20:30:00,215.9,3638.51
2025-01-04 20:45:00,215.71,3636.78
2025-01-04 21:00:00,216.16,3642.72
2025-01-04 21:15:00,215.95,3641.54
2025-01-04 21:30:00,217.13,3639.09
2025-01-04 21:45:00,217.08,3641.41
2025-01-04 22:00:00,217.0,3637.27
2025-01-04 22:15:00,217.54,3634.77
2025-01-04 22:30:00,218.1,3632.52
2025-01-04 22:45:00,217.96,3637.79
2025-01-04 23:00:00,218.17,3640.0
2025-01-04 23:15:00,218.7,3647.01
2025-01-04 23:30:00,218.39,3644.01
2025-01-04 23:45:00,218.01,3644.3
2025-01-05 00:00:00,217.61,3638.42
2025-01-05 00:15:00,217.06,3638.84
2025-01-05 00:30:00,216.74,3636.19
2025-01-05 00:45:00,216.4,3632.65
2025-01-05 01:00:00,216.41,3633.01
2025-01-05 01:15:00,216.68,3634.79
2025-01-05 01:30:00,216.79,3639.8
2025-01-05 01:45:00,216.63,3639.08
2025-01-05 02:00:00,216.27,3633.85
2025-01-05 02:15:00,216.59,3633.49
2025-01-05 02:30:00,216.72,3634.34
2025-01-05 02:45:00,216.47,3631.56
2025-01-05 03:00:00,215.28,3618.01
2025-01-05 03:15:00,215.27,3618.98
2025-01-05 03:30:00,215.36,3622.28
2025-01-05 03:45:00,215.17,3620.01
2025-01-05 04:00:00,214.93,3621.1
2025-01-05 04:15:00,214.38,3615.64
2025-01-05 04:30:00,214.36,3617.85
2025-01-05 04:45:00,213.19,3609.46
2025-01-05 05:00:00,213.6,3613.91
2025-01-05 05:15:00,213.47,3610.18
2025-01-05 05:30:00,213.79,3616.3
2025-01-05 05:45:00,214.08,3615.62
2025-01-05 06:00:00,214.4,3617.69
2025-01-05 06:15:00,214.17,3614.34
2025-01-05 06:30:00,214.21,3614.72
2025-01-05 06:45:00,213.93,3613.47
2025-01-05 07:00:00,213.46,3613.05
2025-01-05 07:15:00,213.67,3614.87
2025-01-05 07:30:00,213.73,3617.68
2025-01-05 07:45:00,213.61,3614.08
2025-01-05 08:00:00,213.67,3616.41
2025-01-05 08:15:00,214.48,3622.57
2025-01-05 08:30:00,213.7,3623.66
2025-01-05 08:45:00,212.59,3614.65
2025-01-05 09:00:00,212.5,3608.46
2025-01-05 09:15:00,212.16,3604.94
2025-01-05 09:30:00,212.7,3618.3
2025-01-05 09:45:00,213.29,3623.11
2025-01-05 10:00:00,212.95,3626.12
2025-01-05 10:15:00,213.04,3625.0
2025-01-05 10:30:00,213.66,3631.53
2025-01-05 10:45:00,213.59,3629.6
2025-01-05 11:00:00,213.72,3637.79
2025-01-05 11:15:00,212.91,3634.59
2025-01-05 11:30:00,212.37,3626.09
2025-01-05 11:45:00,212.47,3628.01
2025-01-05 12:00:00,212.97,3636.48
2025-01-05 12:15:00,213.02,3637.79
2025-01-05 12:30:00,212.78,3633.59
2025-01-05 12:45:00,212.65,3627.81
2025-01-05 13:00:00,211.96,3618.52
2025-01-05 13:15:00,212.1,3622.11
2025-01-05 13:30:00,212.48,3629.8
2025-01-05 13:45:00,212.47,3630.75
2025-01-05 14:00:00,213.06,3636.64
2025-01-05 14:15:00,213.02,3634.35
2025-01-05 14:30:00,212.89,3635.76
2025-01-05 14:45:00,212.79,3637.78
2025-01-05 15:00:00,213.15,3639.99
2025-01-05 15:15:00,213.5,3645.94
2025-01-05 15:30:00,213.08,3636.89
2025-01-05 15:45:00,213.01,3635.77
2025-01-05 16:00:00,213.18,3640.78
2025-01-05 16:15:00,213.27,3639.71
2025-01-05 16:30:00,213.5,3641.1
2025-01-05 16:45:00,213.85,3645.66
2025-01-05 17:00:00,213.85,3638.65
2025-01-05 17:15:00,214.15,3645.59
2025-01-05 17:30:00,214.29,3643.29
2025-01-05 17:45:00,214.22,3645.32
2025-01-05 18:00:00,214.26,3644.87
2025-01-05 18:15:00,213.7,3638.58
2025-01-05 18:30:00,213.66,3639.44
2025-01-05 18:45:00,213.41,3635.99
2025-01-05 19:00:00,213.37,3640.01
2025-01-05 19:15:00,213.36,3641.66
2025-01-05 19:30:00,212.89,3633.83
2025-01-05 19:45:00,212.16,3621.74
2025-01-05 20:00:00,211.65,3614.82
2025-01-05 20:15:00,212.03,3623.49
2025-01-05 20:30:00,213.2,3627.82
2025-01-05 20:45:00,214.67,3648.84
2025-01-05 21:00:00,215.8,3668.65
2025-01-05 21:15:00,215.21,3663.77
2025-01-05 21:30:00,216.06,3668.83
2025-01-05 21:45:00,215.6,3658.46
2025-01-05 22:00:00,216.16,3665.92
2025-01-05 22:15:00,216.19,3670.02
2025-01-05 22:30:00,216.08,3667.4
2025-01-05 22:45:00,215.61,3664.92
2025-01-05 23:00:00,216.37,3672.3
2025-01-05 23:15:00,216.07,3664.27
2025-01-05 23:30:00,215.54,3663.32
2025-01-05 23:45:00,215.85,3672.68
2025-01-06 00:00:00,215.37,3668.69
2025-01-06 00:15:00,216.28,3688.11
2025-01-06 00:30:00,216.0,3684.84
2025-01-06 00:45:00,215.57,3680.61
2025-01-06 01:00:00,214.38,3671.44
2025-01-06 01:15:00,214.62,3669.21
2025-01-06 01:30:00,215.15,3673.94
2025-01-06 01:45:00,214.94,3666.22
2025-01-06 02:00:00,214.8,3658.98
2025-01-06 02:15:00,214.65,3650.04
2025-01-06 02:30:00,215.15,3650.05
2025-01-06 02:45:00,215.22,3650.75
2025-01-06 03:00:00,215.93,3655.74
2025-01-06 03:15:00,215.01,3650.04
2025-01-06 03:30:00,213.91,3639.69
2025-01-06 03:45:00,214.02,3640.9
2025-01-06 04:00:00,214.36,3649.17
2025-01-06 04:15:00,213.58,3643.55
2025-01-06 04:30:00,213.6,3642.46
2025-01-06 04:45:00,214.4,3644.75
2025-01-06 05:00:00,214.41,3639.52
2025-01-06 05:15:00,214.8,3641.07
2025-01-06 05:30:00,214.81,3636.99
2025-01-06 05:45:00,215.03,3637.87
2025-01-06 06:00:00,215.45,3645.5
2025-01-06 06:15:00,215.69,3653.3
2025-01-06 06:30:00,215.85,3652.92
2025-01-06 06:45:00,216.26,3654.52
2025-01-06 07:00:00,216.38,3653.52
2025-01-06 07:15:00,216.98,3657.97
2025-01-06 07:30:00,217.51,3657.5
2025-01-06 07:45:00,216.82,3642.52
2025-01-06 08:00:00,216.61,3633.39
2025-01-06 08:15:00,217.59,3646.51
2025-01-06 08:30:00,217.91,3643.71
2025-01-06 08:45:00,218.7,3651.03
2025-01-06 09:00:00,218.71,3642.23
2025-01-06 09:15:00,217.56,3634.23
2025-01-06 09:30:00,218.08,3640.21
2025-01-06 09:45:00,221.05,3685.47
2025-01-06 10:00:00,221.86,3695.67
2025-01-06 10:15:00,221.52,3695.61
2025-01-06 10:30:00,220.55,3689.3
2025-01-06 10:45:00,221.62,3714.45
2025-01-06 11:00:00,222.75,3730.13
2025-01-06 11:15:00,222.07,3732.75
2025-01-06 11:30:00,221.83,3713.05
2025-01-06 11:45:00,220.85,3710.18
2025-01-06 12:00:00,219.82,3692.42
2025-01-06 12:15:00,218.93,3688.7
2025-01-06 12:30:00,217.91,3663.24
2025-01-06 12:45:00,218.72,3673.87
2025-01-06 13:00:00,218.51,3677.0
2025-01-06 13:15:00,219.19,3685.87
2025-01-06 13:30:00,219.22,3687.08
2025-01-06 13:45:00,218.84,3682.22
2025-01-06 14:00:00,219.17,3689.35
2025-01-06 14:15:00,219.86,3691.07
2025-01-06 14:30:00,220.19,3694.98
2025-01-06 14:45:00,220.0,3687.44
2025-01-06 15:00:00,220.35,3697.43
2025-01-06 15:15:00,220.06,3697.22
2025-01-06 15:30:00,218.6,3684.42
2025-01-06 15:45:00,218.54,3683.49
2025-01-06 16:00:00,218.33,3676.07
2025-01-06 16:15:00,217.87,3669.5
2025-01-06 16:30:00,217.85,3670.29
2025-01-06 16:45:00,217.85,3667.16
2025-01-06 17:00:00,218.19,3671.5
2025-01-06 17:15:00,217.98,3675.94
2025-01-06 17:30:00,218.13,3677.4
2025-01-06 17:45:00,218.54,3678.52
2025-01-06 18:00:00,218.31,3671.46
2025-01-06 18:15:00,218.08,3678.89
2025-01-06 18:30:00,218.36,3682.79
2025-01-06 18:45:00,218.22,3687.45
2025-01-06 19:00:00,217.83,3677.51
2025-01-06 19:15:00,218.95,3687.46
2025-01-06 19:30:00,218.2,3680.55
2025-01-06 19:45:00,217.78,3675.14
2025-01-06 20:00:00,217.05,3675.94
2025-01-06 20:15:00,217.78,3678.99
2025-01-06 20:30:00,218.48,3689.7
2025-01-06 20:45:00,218.11,3694.55
2025-01-06 21:00:00,217.51,3693.04
2025-01-06 21:15:00,217.07,3687.46
2025-01-06 21:30:00,217.24,3686.02
2025-01-06 21:45:00,216.59,3678.07
2025-01-06 22:00:00,216.87,3683.14
2025-01-06 22:15:00,217.05,3680.7
2025-01-06 22:30:00,217.27,3680.83
2025-01-06 22:45:00,217.34,3682.25
2025-01-06 23:00:00,216.89,3684.22
2025-01-06 23:15:00,216.68,3682.98
2025-01-06 23:30:00,216.61,3677.95
2025-01-06 23:45:00,216.18,3673.52
2025-01-07 00:00:00,216.0,3671.71
2025-01-07 00:15:00,215.99,3667.37
2025-01-07 00:30:00,215.97,3662.29
2025-01-07 00:45:00,216.51,3669.38
2025-01-07 01:00:00,216.05,3670.87
2025-01-07 01:15:00,216.36,3671.33
2025-01-07 01:30:00,216.41,3671.93
2025-01-07 01:45:00,216.36,3672.6
2025-01-07 02:00:00,216.51,3677.1
2025-01-07 02:15:00,216.04,3671.11
2025-01-07 02:30:00,215.84,3665.37
2025-01-07 02:45:00,216.04,3667.77
2025-01-07 03:00:00,215.55,3663.21
2025-01-07 03:15:00,215.79,3666.35
2025-01-07 03:30:00,216.47,3673.08
2025-01-07 03:45:00,216.6,3674.63
2025-01-07 04:00:00,216.22,3669.01
2025-01-07 04:15:00,215.96,3666.02
2025-01-07 04:30:00,215.51,3658.84
2025-01-07 04:45:00,215.1,3661.09
2025-01-07 05:00:00,214.62,3655.93
2025-01-07 05:15:00,215.08,3662.31
2025-01-07 05:30:00,215.15,3663.0
2025-01-07 05:45:00,214.88,3657.61
2025-01-07 06:00:00,214.87,3653.79
2025-01-07 06:15:00,215.4,3654.84
2025-01-07 06:30:00,213.79,3637.95
2025-01-07 06:45:00,214.06,3639.27
2025-01-07 07:00:00,213.15,3636.56
2025-01-07 07:15:00,212.8,3627.0
2025-01-07 07:30:00,213.24,3634.45
2025-01-07 07:45:00,213.49,3633.42
2025-01-07 08:00:00,213.49,3635.89
2025-01-07 08:15:00,214.22,3644.99
2025-01-07 08:30:00,214.27,3640.33
2025-01-07 08:45:00,213.85,3636.0
2025-01-07 09:00:00,213.43,3630.25
2025-01-07 09:15:00,213.57,3637.54
2025-01-07 09:30:00,213.2,3626.24
2025-01-07 09:45:00,211.64,3568.75
2025-01-07 10:00:00,208.17,3530.85
2025-01-07 10:15:00,208.76,3525.86
2025-01-07 10:30:00,206.43,3452.4
2025-01-07 10:45:00,207.76,3462.64
2025-01-07 11:00:00,207.73,3472.1
2025-01-07 11:15:00,208.69,3480.01
2025-01-07 11:30:00,208.74,3484.9
2025-01-07 11:45:00,207.55,3458.06
2025-01-07 12:00:00,207.63,3463.38
2025-01-07 12:15:00,206.78,3454.51
2025-01-07 12:30:00,206.0,3451.6
2025-01-07 12:45:00,206.43,3442.55
2025-01-07 13:00:00,206.77,3449.53
2025-01-07 13:15:00,205.73,3429.54
2025-01-07 13:30:00,205.1,3421.12
2025-01-07 13:45:00,205.06,3421.82
2025-01-07 14:00:00,205.27,3435.0
2025-01-07 14:15:00,204.94,3423.8
2025-01-07 14:30:00,204.84,3401.31
